,Date,Location,Shape,Duration,Population,Count
19365,1975-03-06," Cowiche, WA", disk,5-10 minutes,428.0,1
14194,1975-03-07," Fort Lauderdale, FL", disk,10 minutes,165521.0,1
32140,1975-03-08," Detroit, MI", sphere,5-7 minutes,713777.0,1
35875,1975-03-15," Cowiche, WA", circle,2-3 minutes,428.0,2
31283,1975-03-20," Carlsbad, CA", disk,20 seconds,105328.0,1
32967,1975-04-01," New Boston, TX", light,30 minutes,4550.0,3
14726,1975-04-12," Houston, TX", unknown,30 sec.,2099451.0,1
23053,1975-04-15," Tifton, GA", sphere,15 Seconds,16350.0,3
25113,1975-04-18," Waterford, PA", disk,17 minutes,1517.0,1
2121,1975-04-20," Mount Vernon, VA", oval,3 minutes,12416.0,1
15608,1975-04-23," Kettering, OH", disk,90 minutes,56163.0,1
9231,1975-04-25," Oil City, PA", disk,2-3 minutes,10557.0,1
17206,1975-05-01," Alexandria, VA", fireball,2 seconds,139966.0,2
22560,1975-05-05," Jacksonville, NC", sphere,Approx.4minutes,70145.0,1
6522,1975-05-07," Lodi, OH", light,2:15,2746.0,1
38151,1975-05-15," Denton, TX", other,2 minutes,113383.0,5
17582,1975-05-23," San Antonio, TX", disk,45 seconds,1327407.0,1
2351,1975-05-25," Rochester, NY", flash,10 seconds,210565.0,1
41235,1975-06-01," Benton Harbor, MI", disk,3 hrs,10038.0,24
29982,1975-06-06," Charlotte, NC", disk,20 minutes,731424.0,2
21836,1975-06-10," Albany, NY", cigar,5 min,97856.0,2
41140,1975-06-15," Noxen, PA", cigar,30 seconds,633.0,10
37203,1975-06-20," East Grand Forks, MN", light,5.sec,8601.0,6
13414,1975-06-22," Lincoln, IL", oval,15 min,14504.0,1
28519,1975-06-23," Arlington, TX", triangle,1 minute,365438.0,3
40193,1975-06-30," Windsor, NC", disk,2 minutes?,3630.0,13
37433,1975-07-01," Sandy Springs/Pendleton, SC", light,1.0 hr,,3
22948,1975-07-04," Golden, CO", sphere,15 seconds,18867.0,2
36937,1975-07-07," Fort Washakie, WY", light,20 seconds,1759.0,1
18270,1975-07-08," Bellevue, WA", cigar,1 minute,122363.0,3
31159,1975-07-10," Manchester, CT", unknown,30-60 min,30577.0,2
31260,1975-07-15," Birmingham, AL", disk,3 minutes,212237.0,13
28052,1975-07-18," Dumas, TX", oval,10 min,14691.0,1
41049,1975-07-19," Spokane, WA", sphere,3 mins,208916.0,1
20419,1975-07-20," Blackstone, MA", disk,15 minutes,,3
32409,1975-07-22," Cranston, RI", light,20 min,80387.0,3
29568,1975-08-01," Savannah`, GA", cigar,2-3 seconds,136286.0,3
37182,1975-08-05," Richmond, VA", egg,5 minutes,204214.0,2
15718,1975-08-10," River Ridge, LA", circle,2 minutes,13494.0,1
6826,1975-08-12," Anthony, KS", teardrop,15  seconds,2269.0,1
40574,1975-08-15," Lapeer, MI", other,3 minutes,8841.0,9
33534,1975-08-16," Indianapolis, IN", triangle,2 minutes,820445.0,2
37157,1975-08-17," Dalton, MA", circle,15 minutes,,1
15780,1975-08-19," Santa Barbara, CA", disk,15 minutes,88410.0,1
34214,1975-08-20," Joppa, MD", circle,30 min,,4
19526,1975-08-30," White Bird, ID", light,15-20 minutes,91.0,1
24002,1975-09-01," Independence, MO", disk,1 min,116830.0,2
40626,1975-09-04," Union Grove, AL", cigar,20 minutes,77.0,2
5068,1975-09-09," Vineland, NJ", disk,10 mins.,60724.0,1
2157,1975-09-10," Meriden, CT", disk,2 Hours?,60868.0,1
10756,1975-09-11," Grand Coulee, WA", cigar,10 minutes,988.0,1
18796,1975-09-12," Anderson, IN", triangle,2 minutes,56129.0,1
13668,1975-09-15," North Branch, NJ", chevron,??,,3
18818,1975-09-20," Roscommon, MI", oval,35 min,1075.0,2
27609,1975-09-23," Weston, CT", circle,5 MINS,,1
18372,1975-09-29," St. Agatha, ME", light,10 minutes,,1
31562,1975-10-01," Maricopa, AZ", changing,20 min,43482.0,1
32151,1975-10-10," North Charleston, SC", light,5-6 minutes,97471.0,1
34289,1975-10-15," Marion, KS", light,2 seconds,1927.0,10
40176,1975-10-17," Greenwich, CT", circle,10 minuts,12942.0,1
20595,1975-10-20," Enterprise, AL", other,two minutes,26562.0,1
35357,1975-10-21," Indian Rocks Beach, FL", light,10 seconds,4113.0,1
20392,1975-10-24," Baytown, TX", light,10-15 MINUTES,71802.0,1
2230,1975-10-25," Muscatine (area approx. 7mi south), IA", circle,10 to 12 sec,22886.0,1
33282,1975-10-27," Limestone, ME", light,20:00?,1075.0,1
14881,1975-10-28," Cleves, OH", cigar,don&apos;t know about thirty m,3234.0,1
11960,1975-10-30," Kent, CT", circle,10 seconds,,2
36225,1975-11-01," Ware Shoals, SC", circle,5-10 minutes,2170.0,2
7982,1975-11-09," Beloit, WI", disk,30 seconds,36966.0,1
22373,1975-11-13," Falls Church, VA", circle,5 min,12332.0,2
32171,1975-11-15," Albany, NY", circle,30 seconds,97856.0,6
22535,1975-11-20," Hudson, NY", unknown,30 sec?,6713.0,3
15676,1975-11-27," Reno/Stead, NV", disk,5 min,225221.0,1
15729,1975-12-01," Edgewater, FL", fireball,1 hour,20750.0,2
1793,1975-12-07," Jacksonville, FL", triangle,3-5 MINUTES,821784.0,1
37827,1975-12-18," Clermont, IN", disk,10 minutes,1356.0,1
10138,1975-12-20," Sunnyvale, CA", light,&lt;15 minutes,140081.0,1
28087,1975-12-23," Bowie, AZ", oval,10 Minutes,449.0,1
41505,1975-12-31," Lisle, IL", light,2 MINUTES,22390.0,2
14737,1976-01-02," Dayton, OH", other,over several days,,1
17095,1976-01-08," Nashville, TN", triangle,seconds,601222.0,1
2337,1976-01-15," Thousand Oaks, CA", changing,1minute,126683.0,1
1231,1976-02-03," Whiteland, IN", unknown,1HOUR,4169.0,1
13311,1976-02-11," Fern Park, FL", unknown,15 seconds,7704.0,1
21973,1976-02-14," Flint, MI", rectangle,20 Seconds,102434.0,2
32136,1976-02-15," Sacramento, CA", other,1-2 min.,466488.0,2
24386,1976-02-20," Baker, MT", oval,20 minutes,1741.0,1
12450,1976-03-15," Fountain, CO", disk,&lt;60 seconds,25846.0,2
5039,1976-03-20," Bennington (In or Near), VT", disk,3 1/2 hours,9074.0,1
6647,1976-03-24," Houston, TX", disk,5 MINS.,2099451.0,1
26119,1976-04-15," Winchester, KY", disk,5 minutes?,18368.0,3
22404,1976-04-18," Marianna, FL", oval,aprox  5 sec,6102.0,1
9908,1976-04-20," Dayton, OH", changing,10 sec.,,1
30831,1976-05-01," Lakewood, CO", triangle,5-7 min,142980.0,2
20489,1976-05-10," Covelo, CA", disk,6seconds,1255.0,1
20435,1976-05-16," Newtown, CT", fireball,5 minutes,1941.0,1
15447,1976-05-17," Ridgefield, CT", unknown,10-15 minutes,7645.0,1
36603,1976-05-20," Enfield, CT", triangle,15min,,1
41104,1976-06-01," Santa Paula, CA", rectangle,60 seconds,29321.0,26
11855,1976-06-05," Holyoke, MA", disk,15 secs,39880.0,1
39135,1976-06-06," Imperial Beach, CA", light,one minute,26324.0,5
12511,1976-06-14," Wurtland, KY", cigar,1 hour,995.0,1
41010,1976-06-15," Brentwood, NY", disk,3-5 minutes,60664.0,17
20403,1976-06-16," Toms River, NJ", formation,45 min.,88791.0,1
16583,1976-06-17," Dale (south of), IN", other,3 MINUTES,1593.0,1
11143,1976-06-18," Warden, WA", light,15 min.,2692.0,1
27241,1976-06-20," Limestone (Loring AFB), ME", cigar,15 Min,1075.0,1
3634,1976-06-21," Little Rock (southwest), AR", sphere,4 mins,193524.0,1
36409,1976-06-22," Palo Alto, CA", light,15-30 min,64403.0,1
21845,1976-06-23," Madison, NH", circle,20,,1
15850,1976-06-25," Youngstown, OH", disk,2minutes,66982.0,2
42231,1976-06-30," Berrien Springs, MI", disk,five minutes,1800.0,5
36401,1976-07-01," Lompoc, CA", circle,2 MINUTES,42434.0,5
6070,1976-07-03," Boulder, CO", disk,5 minutes,97385.0,1
40540,1976-07-04," Allenspark, CO", teardrop,0.5,528.0,1
2244,1976-07-05," Allentown, PA", unknown,0:02:00,118032.0,1
28327,1976-07-08," St. Clair Shores, MI", disk,4 min.,59715.0,1
16922,1976-07-10," Strongsville, OH", triangle,2min,44750.0,2
36972,1976-07-12," Warwick, RI", cigar,30 min,82672.0,1
33728,1976-07-15," Leakey, TX", light,5 minutes,425.0,15
26104,1976-07-17," Hampton, NH", unknown,4.5 hours,9656.0,1
18555,1976-07-20," Roseville, MN", rectangle,15 seconds,33660.0,1
18190,1976-07-21," Warren, MI", disk,15-20 sec,134056.0,2
22290,1976-07-25," Casper, WY", circle,1 hour,55316.0,1
29045,1976-07-26," Warwick, NY", light,3 minutes,6731.0,1
40726,1976-07-27," Cowley, WY", cylinder,10 min. ??,655.0,1
33012,1976-07-28," Fort Lauderdale, FL", disk,8 minutes,165521.0,2
40396,1976-08-01," Arlington, VT", disk,3 minuutes,1213.0,3
17141,1976-08-06," Littleton, CO", other,15min,41737.0,1
36096,1976-08-08," Port Richey, FL", formation,2 minutes,2671.0,2
21932,1976-08-10," Northwood, IA", light,15 Min,1989.0,2
37925,1976-08-15," Kenosha, WI", triangle,10 minutes,99218.0,9
15785,1976-08-18," Sycamore, IL", triangle,15 minutes,17519.0,1
19508,1976-08-20," Kissimmee, FL", disk,15 mins,59682.0,1
22386,1976-08-25," Jonesboro, LA", triangle,30 min.,4704.0,1
33650,1976-09-01," San Antonio, TX", sphere,5 seconds,1327407.0,5
7640,1976-09-02," Moose Lake, MN", disk,5 minutes?,2751.0,1
21421,1976-09-05," Broadview Heights, OH", disk,3 minutes,19400.0,1
37063,1976-09-10," Franconia, NH", other,28 seconds,,1
25027,1976-09-15," Sacramento, CA", oval,6 minutes,466488.0,2
16090,1976-09-19," Bordentown, NJ", oval,1hour,3924.0,1
1099,1976-09-20," Williamsburg, KY", circle,30 seconds,5245.0,1
6493,1976-09-25," Akron, OH", light,15 mins,199110.0,1
17038,1976-09-27," St. Paul, MN", unknown,1 hour or so,285068.0,1
26348,1976-10-01," Thonotosassa, FL", disk,15 minutes,13014.0,3
1176,1976-10-02," Limestone, ME", disk,30,1075.0,1
38004,1976-10-12," Emporia, KS", disk,5 minutes,24916.0,1
14995,1976-10-15," Almena, WI", unknown,4 hrs,677.0,3
25293,1976-10-20," Avon Lake, OH", circle,10 to 15 Minutes,22581.0,2
1925,1976-10-21," St. George (UT) to Las Vegas (NV), UT", light,30 minutes,72897.0,1
24647,1976-10-30," Dallas, TX", disk,16:40,1197816.0,2
12127,1976-10-31," Los Angeles, CA", oval,5-8 minutes,3792621.0,2
28452,1976-11-11," Hartsville, SC", light,15 minutes,7764.0,1
10908,1976-11-12," Tarboro, NC", disk,1 hour/30 min.,11415.0,1
20738,1976-11-15," Oscoda, MI", disk,1 hour,903.0,3
14852,1976-11-25," Omaha, NE", rectangle,"seemed like 1 minute, but",408958.0,1
8799,1976-11-26," Houston, TX", circle,15 minutes,2099451.0,1
16407,1976-12-03," Milford, CT", disk,2 hours,51271.0,2
21508,1976-12-06," Davie, FL", changing,40 minutes,91992.0,1
1189,1976-12-15," Junction City, KS", diamond,2-3 minutes,23353.0,1
27732,1976-12-25," Winslow, ME", disk,3 minutes,7794.0,1
40692,1977-01-01," Westminster, CA", disk,5 minutes,89701.0,3
36200,1977-01-14," El Paso, TX", unknown,30min,649121.0,1
12664,1977-02-21," Bloomington, IN", oval,approximately 7 seconds,80405.0,1
20476,1977-03-01," Terre Haute, IN", unknown,2 minutes,60785.0,1
27232,1977-03-02," Hometown, PA", triangle,about 5 minutes,1349.0,1
11043,1977-03-11," St. Louis, MO", circle,2:00,319294.0,1
13711,1977-03-15," Brea, CA", formation,7 seconds,39282.0,1
24257,1977-03-17," Los Angeles, CA", disk,5-10 min,3792621.0,1
32488,1977-03-19," Los Angeles, CA", other,1 minute,3792621.0,2
32998,1977-03-20," Ridgway, IL", rectangle,5 min,869.0,2
36643,1977-03-27," Southgate, MI", disk,10 minutes,30047.0,1
17156,1977-04-01," Louisville, KY", light,30-35 sec.,597337.0,1
29197,1977-04-11," Silver Spring, MD", disk,few minutes,71452.0,1
33144,1977-04-15," Hattiesburg, MS", cigar,45 seconds,45989.0,2
16404,1977-04-16," South Royalton, VT", disk,60 sec.,694.0,1
3731,1977-04-17," Augusta (Ft. Gordon), GA", rectangle,20 min +,,1
22597,1977-04-26," Kansas City, MO", other,30 seconds,459787.0,1
7231,1977-04-30," Sinton, TX", oval,60 seconds,5665.0,1
19777,1977-05-01," Des Plaines, IL", oval,1 hour,58364.0,7
33537,1977-05-08," Kinder, LA", sphere,20 minutes,2477.0,1
19820,1977-05-10," Kemah, TX", light,10-15 seconds,1773.0,1
20824,1977-05-15," Minneapolis, MN", unknown,10 min. +,382578.0,2
18732,1977-05-22," Marana, AZ", sphere,60 min ??,34961.0,1
26311,1977-05-25," Marshall, IL", cigar,20 min.,3933.0,1
13315,1977-05-28," Meridian, ID", disk,20 minutes,75092.0,3
10228,1977-05-29," Watertown, NY", cigar,30-45 seconds,27023.0,1
42614,1977-06-01," San Antonio, TX", oval,10 mins.,1327407.0,13
42425,1977-06-04," Valley Station, KY", circle,5 min.,,1
20142,1977-06-06," Napa, CA", disk,1 hour,76915.0,1
12479,1977-06-07," Winston, OR", circle,23:00 to nightfall,5379.0,1
23603,1977-06-10," Kingsville (south of), TX", disk,10 min,26213.0,4
20760,1977-06-15," Medina, OH", disk,30 seconds,26678.0,14
33614,1977-06-16," Rockville, MD", disk,30 seconds,61209.0,1
42428,1977-06-17," Lake Worth, FL", cigar,15 min.,34910.0,2
29260,1977-06-19," Arvada, CO", light,20 seconds,106433.0,1
16088,1977-06-20," Accord, NY", triangle,20min,562.0,1
17873,1977-06-21," Chopin, LA", fireball,30 - 90 min.,,1
29958,1977-06-24," Boston, MA", sphere,10-15 min.,617594.0,1
41690,1977-06-30," Cambridge, MA", other,10 minutes,105162.0,7
36796,1977-07-01," Nashua, NH", disk,15min,86494.0,6
20545,1977-07-02," Glen Head, NY", cigar,four minutes,4697.0,1
42513,1977-07-04," Federal Way, WA", circle,20 minutes,89306.0,2
42808,1977-07-05," Kekaha, HI", circle,10 minutes,3537.0,1
15553,1977-07-07," Greenup (near), IL", cigar,1-2 minutes,1513.0,1
27331,1977-07-10," Calumet City, IL", circle,1 minute,37042.0,1
33254,1977-07-12," Des Moines, IA", triangle,3 min,203433.0,3
30769,1977-07-14," Live Oak, CA", triangle,1 hour,8392.0,2
31164,1977-07-15," Orlando, FL", disk,15 minutes,238300.0,7
21695,1977-07-20," Milwaukee, WI", formation,&lt; 5 min,594833.0,1
15834,1977-07-22," Atwater, CA", disk,3 min,28168.0,1
20347,1977-07-24," Albuquerque, NM", oval,1 hour,545852.0,1
14893,1977-07-25," Hebron, KY", oval,1 minute,5929.0,1
12568,1977-07-30," Aurora, CO", chevron,2 - 3 minutes,325078.0,2
32135,1977-08-01," Washburn, TN", chevron,2-3 min,,4
37488,1977-08-07," Tomahawk, WI", oval,2 Min,3397.0,2
34041,1977-08-08," Jefferson, OH", triangle,three min,3120.0,2
23936,1977-08-09," Denver, CO", triangle,15 seconds,600158.0,1
34398,1977-08-10," Hazard, KY", light,5 hours?,4456.0,2
20697,1977-08-12," Michigan City, IN", sphere,1 - 2 minutes view,31479.0,2
20255,1977-08-14," Olney, IL", triangle,1 minute,9115.0,1
42196,1977-08-15," Bristol, IN", sphere,30 seconds,1602.0,6
16487,1977-08-18," Black River Falls, WI", light,45 minutes,3622.0,1
12028,1977-08-22," Huntington Beach, CA", circle,3 - 4 minutes,189992.0,1
9420,1977-08-28," Ukiah, CA", changing,1 minute,16075.0,1
42501,1977-09-01," Plano, TX", disk,20 minutes,259841.0,8
10010,1977-09-12," Gabbs, NV", triangle,3 minutes,269.0,1
33264,1977-09-15," Knoxville, TN", disk,5 minutes,178874.0,5
20486,1977-10-01," Ferndale, CA", other,1 minute,1371.0,2
20407,1977-10-05," Akron, OH", cylinder,30 min,199110.0,1
20299,1977-10-10," San Antonio, TX", other,30 seconds,1327407.0,2
37024,1977-10-15," Biloxi, MS", triangle,&lt; 1 min,44054.0,3
2743,1977-11-01," Marble Hill, MO", unknown,3 minutes,1477.0,1
4526,1977-11-04," Brockport, NY", disk,8 minutes,8366.0,1
13074,1977-11-08," Weimar, CA", other,5-7 mins,,1
20442,1977-11-11," Jackson, MS", triangle,5 min,173514.0,1
23095,1977-11-15," Kalamazoo, MI", disk,2 min,74262.0,2
18047,1977-11-20," Aurora, CO", circle,15 min,325078.0,1
36246,1977-11-22," Tahlequah, OK", triangle,five minutes,15753.0,1
9898,1977-12-03," Fort Lauderdale, FL", chevron,Seven Minutes,165521.0,1
23987,1977-12-15," New Albany, IN", disk,1to 2 minutes,36372.0,2
35011,1977-12-17," Muscoda, WI", triangle,20 sec.,1299.0,1
10118,1977-12-24," Philadelphia, NY", oval,20 seconds,1252.0,2
258,1977-12-28," Worcester, MA", disk,15 sec,181045.0,1
24159,1978-01-01," June Lake, CA", disk,15 min,629.0,2
5922,1978-01-05," Warwick, RI", sphere,5 mins,82672.0,1
662,1978-01-06," Westport (about 10 miles North of, US Hwy.1), CA", other,15 min,,1
306,1978-01-09," Thousand Oaks, CA", circle,60 seconds,126683.0,1
35617,1978-01-12," Grand Rapids, MI", disk,5 minutes,188040.0,2
20491,1978-01-20," Midland, TX", cigar,30 seconds,111147.0,1
33632,1978-01-22," Meriden, CT", diamond,10 minutes,60868.0,1
6556,1978-02-01," Dublin, NH", triangle,15-20min,,1
33280,1978-02-09," Brighton, MI", triangle,2 Hours,7444.0,1
20232,1978-02-15," Eastport, ME", cigar,2 MINS,1331.0,1
25389,1978-02-20," Geneseo, NY", unknown,30 seconds,8031.0,1
9433,1978-03-01," Saint Clair Shores, MI", oval,3 minuts,59715.0,3
28436,1978-03-04," Yreka, CA", triangle,10 minutes,7765.0,1
12091,1978-03-05," Rose Hill, NC", rectangle,5 minutes,1626.0,1
14654,1978-03-07," Simi Valley, CA", oval,15 seconds,124237.0,1
8036,1978-03-10," Bellevue, WA", disk,15 - 30 min,122363.0,1
14744,1978-03-15," Lolo, MT", light,maybe 2 - 3 minutes,3892.0,1
2068,1978-03-17," Denver, CO", triangle,45 minutes,600158.0,1
36866,1978-03-21," Medford, OR", disk,7 or 8 mins,74907.0,1
41405,1978-03-25," Winterhaven, CA", disk,several hours,394.0,1
25878,1978-04-01," Green Springs, OH", cylinder,72 hours intermitten,1368.0,2
39119,1978-04-04," Los Angeles, CA", unknown,45 seconds,3792621.0,4
32735,1978-04-06," Chittenango, NY", fireball,Thursday Evening,5081.0,1
25970,1978-04-15," Richardson, TX", other,1 to 2 minutes,99223.0,2
18358,1978-04-19," Westland, MI", disk,2 minutes,84094.0,1
7791,1978-05-01," Big Bear Lake, CA", disk,5 minutes,5019.0,1
12859,1978-05-02," Midway/Marion, KY", other,15 min,,2
14753,1978-05-05," Pasadena, CA", cigar,several minutes,137122.0,2
14805,1978-05-06," Fort Worth, TX", light,20:00,741206.0,1
28234,1978-05-07," Grand Prairie, TX", triangle,1 minute,175396.0,1
25897,1978-05-10," Sandwich, MA", triangle,5 Minutes,2962.0,2
1930,1978-05-24," Paramus (Route 4, eastbound lane), NJ", cigar,7 to 10 minutes,26342.0,1
31980,1978-05-29," Philadelphia, PA", fireball,15 seconds,1526006.0,1
32739,1978-06-01," Attica, MI", oval,10-15 min,994.0,17
38559,1978-06-05," Dallas, TX", oval,0.3,1197816.0,1
11681,1978-06-12," Diamond Bar, CA", unknown,15 MINUTES,55544.0,1
21216,1978-06-14," Los Angeles, CA", triangle,7 minutes,3792621.0,1
34870,1978-06-15," Baton Rouge, LA", oval,5 minutes,229493.0,18
23949,1978-06-20," St. Clair, PA", sphere,10 minutes,3004.0,1
14651,1978-06-25," Sadieville, KY", disk,UNKNOWN,303.0,1
40716,1978-06-30," Taylor, MI", disk,5 mins.,63131.0,10
33300,1978-07-01," Los Angeles, CA", circle,30 minutes,3792621.0,13
20514,1978-07-02," Kansas City, KS", disk,5 minutes,145786.0,1
26303,1978-07-04," Fayetteville, NC", disk,5 minutes,200564.0,4
24150,1978-07-07," New Albany, IN", other,30mins,36372.0,2
23290,1978-07-08," Shelby, NC", light,5 mins,20323.0,1
20998,1978-07-12," Corry, PA", light,7MINUTES,6605.0,2
730,1978-07-14," Spokane, WA", disk,15-20 mins,208916.0,1
32673,1978-07-15," Mesa, AZ", cigar,90 seconds,439041.0,9
13578,1978-07-16," Centereach, NY", disk,4 minutes,31578.0,1
1750,1978-07-18," Hammond, IN", other,20-30 seconds,80830.0,1
22370,1978-07-19," Mojave, CA", light,5 minutes,4238.0,1
24027,1978-07-20," Livonia, MI", formation,10 seconds,96942.0,3
2718,1978-07-22," Phoenix, AZ", changing,3 Minutes,1445632.0,1
29812,1978-07-25," Kingsport, TN", disk,5 minutes,48205.0,2
34073,1978-07-26," Eureka, MO", light,a few seconds,10189.0,5
12697,1978-07-27," Fort Stockton, TX", light,10 minutes,8283.0,2
31157,1978-07-29," Valdosta, GA", other,5 SECONDS,54518.0,3
28440,1978-08-01," Clifton Park, NY", oval,1 minute,,5
15103,1978-08-02," Shelley, ID", light,10 seconds,4409.0,1
4554,1978-08-03," Coldwater, MI", cylinder,10 mINUTES,10945.0,1
37350,1978-08-05," Ketchikan, AK", rectangle,3 minutes,8050.0,1
14325,1978-08-07," Pecos, NM", disk,8 seconds,1392.0,1
15469,1978-08-10," Spokane, WA", disk,1 or 2 minutes,208916.0,2
17701,1978-08-11," Auburn, CA", unknown,15 minutes,13330.0,1
16278,1978-08-14," Saginaw, MI", formation,5 minutes,51508.0,1
35690,1978-08-15," Longmont, CO", rectangle,15min.,86270.0,13
42168,1978-08-17," Ridgecrest, CA", disk,10-15min.,27616.0,1
15902,1978-08-18," Harvey (Marquette), MI", disk,3-5+min,1393.0,1
39948,1978-08-20," Lake Geneva, WI", disk,5 mins,7651.0,2
23228,1978-08-21," Monroe-Bastrop, LA", rectangle,20-30 Minutes,48815.0,2
34082,1978-08-22," Langhorne (Bermuda), PA", disk,2 hours plus,1622.0,1
26431,1978-08-24," Fort Worth, TX", triangle,8 min.,741206.0,1
4925,1978-08-25," Santa Rosa, CA", oval,20 sec.,167815.0,1
21761,1978-08-27," St. Petersburg, FL", light,20 minutes,244769.0,1
24348,1978-08-30," Avon, CT", rectangle,10 Minutes,,1
37885,1978-09-01," Bartlett, IL", disk,30 to 45 min,41208.0,5
8824,1978-09-02," Leavenworth, KS", light,3 minutes,35251.0,1
39128,1978-09-09," Imperial Beach, CA", other,2 minutes,26324.0,1
25985,1978-09-15," Wells, ME", triangle,one minute,,4
20309,1978-09-20," Park Ridge, IL", rectangle,3.5,37480.0,2
29804,1978-09-28," Chelmsford, MA", disk,15 min,,2
25268,1978-10-01," Francesville, IN", cylinder,Approx. 15 min,879.0,3
40149,1978-10-03," Burt, MI", circle,3 minutes,1228.0,1
6280,1978-10-04," Philadelphia, PA", sphere,twenty minutes,1526006.0,1
32126,1978-10-05," Hudson, NH", circle,1 HOUR,7336.0,1
27781,1978-10-10," Elmont, NY", rectangle,5min,33198.0,1
11608,1978-10-11," Brighton, MI", circle,5 miniutes,7444.0,1
23429,1978-10-14," Atlanta, GA", disk,15 minutes,420003.0,1
39712,1978-10-15," Greenwich, CT", circle,15 minuts,12942.0,4
22007,1978-10-18," Birmingham, AL", oval,1 hour,212237.0,1
