date,distance,drinking,population,satellite,fireball,pilotballon,precipitation,visibility,smog,shape,timing
20050209,2.397683186,,,0,,24.17548895,,,, other,2-3 minutes
20050225,,,,0,,,0.15,,, other,2 minutes
20050226,2062.723886,,,0,,,0,,, disk,1-2 minutes
20060206,91.64728763,,,0,,,0,12,, other,5 minutes
20020729,9.22E+18,,,0,,,,,, unknown,long
20000713,1.893764762,,,0,,,,,, oval,5 Min.
20040223,0.495271855,,,0,,11.39696542,,,, sphere,30 seconds
20080410,155.3119073,,,0,,,,,, sphere,10 seconds
19981212,0.167559524,,,0,,,,,, oval,2 hrs. 30 min.
20000615,8.423159119,,,0,,,0,15,, disk,0:20
20001112,,,,0,,,,,, disk,
20031030,4425.472624,,,0,,,,,, cigar,20-30 minutes
20031220,1.254380602,,,0,,,,,, light,8 min.
20090830,0.327758596,,,0,,,0,9,, circle,3 minutes
19990825,3.738398373,,,0,,,,,, disk,4-5 MINUTES
20061115,,,,0,,,,,, disk,about 20 mins
20080922,3.105398482,,,0,,,,,, disk,90 sec.
20031220,,,,0,,,,,, cylinder,approx. 2 min.
20010104,2.526982753,,,0,,,0,7,, other,45 sec.
20081227,,,,0,,,,,, cylinder,30 minutes
20050224,,,,0,,,,,,,10 min
20080328,,,,0,,,,,, cigar,5 minutes
20080516,4.021259907,,,0,,,0,,,,
20050717,4.80766247,,,0,,,0.03,,, chevron,seconds
20040512,79.15712459,,,0,,,0,,, other,10 min
20040410,1.491103041,,,0,,,,,, fireball,15 min
20041205,0.251619188,,,0,,,0.03,,, fireball,5 seconds
20021127,6.679191951,,,0,,,,,, cigar,several minutes
20031217,,,,0,,,,,, disk,20-30 sec
20080326,2.560411471,,,0,,,0.01,16,,,5 minutes
19990822,,,,0,,,,,, disk,30 seconds
19970718,2.397683186,,,0,,24.17548895,,,, circle,2 minutes
20010128,1.541320632,,,0,,,0,15,,,4 hours
20031222,1.243110646,,,0,,60.09129936,0.02,,, disk,45 seconds
20050224,0.645628888,,,0,,,,,, sphere,5 min
20010509,1.324058097,,,0,,,0,15,, cigar,3 Minutes
20070722,,,,0,,69.05313665,0,12,, oval,5 min.
20091228,258.1293122,,,0,,,,,, fireball,35sec
20040725,,,,0,,,0,15,, disk,10 seconds
20030718,15.55680826,,,0,,,,,, disk,10 minutes
20091019,1.523321144,,,0,,,0,,, other,30-45 minutes
20060302,9.22E+18,,,0,,,,,, light,3-5 min.
20050823,1.64894723,,,0,,,0,13,, cylinder,4 to 5 minutes
20020630,9.22E+18,,,0,,,,,, disk,15 minutes
20040117,0.312899151,,,0,,,,,, fireball,5 minutes
20010325,7.641813368,,,0,,,0,,, light,60 min
20050214,1.352346186,,,0,,,,,, sphere,3-4 min
20050227,0.508267522,,,0,,,0,,, circle,6 to 10 sec
20090604,3167.488035,,,0,,,,,,,5 minutes
20021029,6.33195964,,,0,,,0,,, disk,5 min.
20050716,4698.526371,,,0,,,,,, oval,Seconds
20071210,3.020055912,,,0,,,0,5,, other,2 minutes
20010804,1.191526903,,,0,,,0,,, circle,9 minutes
20031104,,,,0,,,0.3,,, disk,2 1/2- 3 min.
20000516,6.61168431,,,0,,,,,, disk,3 minutes
20040303,2.083368278,,,0,,,0,14,, unknown,unknown
20041220,1.382944366,,,0,,,,,, disk,most of the night
20050415,1027.600726,,,0,,,,,, circle,30 seconds
20031018,341.2313739,,,0,,,,,, light,few seconds
20081206,1.727703451,,,0,,4.955721165,0,9,, unknown,19 MIN.
20010730,0.286827579,,,0,,,,,, disk,10 minutes
19980302,,,,0,,,0,,, diamond,1-2 mins.
20090914,,,,0,,,0,10,, disk,7 seconds
19970705,1421.228847,,,0,,,,,, light,1 minute
19991122,,,,0,,2.696526752,0,10,, disk,10 -15 seconds
20000208,,,,0,,,0,,, circle,10 minutes
20000217,,,,0,,,0.04,14,, cylinder,5-10 mins.
20001126,0.327758596,,,0,,,0,9,, disk,seconds
20010508,3.501061278,,,0,,,,,, light,5 minutes
20010629,,,,0,,,1.06,14,, disk,one minutue
20011122,2.021431423,,,0,,,,,, disk,10 min.
20080516,0.021525339,,,0,,,,,, disk,2-3 minutes
20020202,0.167502993,,,0,,,0.11,,, disk,weeks
20080613,2.565048937,,,0,,,,,, cigar,3-5 minutes
20040108,2545.5223,,,0,,,,,, unknown,2- SECONDS
20031107,4.933729969,,,0,,,0,4,, disk,10 secs
20040523,2071.076303,,,0,,,,,, light,Short
20040725,9.22E+18,,,0,,,,,, rectangle,20 sec.
20060128,6.61168431,,,0,,,,,, disk,12 min.
20000311,0.365957395,,,0,,16.55161494,0,7,, circle,30 minutes
20031104,2.249920298,,,0,,27.80456418,,,, other,minutes
20060804,37.32307959,,,0,,,0,,, light,several minutes
20060824,288.2884449,,,0,,,,,, circle,
20090404,1156.801998,,,0,,,0,,, circle,5 minutes
19990823,,,,0,,,,,, oval,20 sec.
20030209,1.787686621,,,0,,,0,13,, formation,abt. 10 min.
20040928,1389.316241,,,0,,,,,, unknown,5 minutes
20030108,,,,0,,,,,, changing,10-15min
20020522,,,,0,,,0,15,, circle,10 minutes
20020807,,,,0,,,,,, cigar,5 min
20020818,73.84594685,,,0,,,0.11,,, disk,45 seconds
20030521,1.331788032,,,0,,,,,, light,Less then 1 second
20050225,0.327758596,,,0,,,0.25,10,, disk,1 hour
20050812,,,,0,,,,,, disk,1 week
20080603,6.568549223,,,0,,,,,, chevron,3 minutes
20030921,1.578003549,,,0,,,,,, oval,30+min.
20040519,156.1935414,,,0,,,,,, triangle,15 seconds+++
20050225,158.5161206,,,0,,,0,12,, disk,30 seconds
20050226,0.433565733,,,0,,14.50744729,,,, oval,a few seconds
20031014,66.86870548,,,0,,,,,, disk,couple of minutes
20031220,1.871636265,,,0,,,,,, disk,5 MINUTES
20071113,177.2144683,,,0,,,,,, other,9-10 minutes
20040411,1231.917252,,,0,,,,,, other,3-5 mins
20080114,4.296136908,,,0,,,0.04,,, circle,8 seconds
20010531,0.404888445,,,0,,,0,15,, fireball,10 Seconds
20050821,,,,0,,,,,, disk,5 MINUTES
20000817,483.0974128,,,0,,,,,, circle,3-5 min.
20071120,6.215541207,,,0,,,,,, oval,1:10
20081106,,,,0,,,0.1,,, light,5 MINUTES
20100214,,,,0,,,,,, fireball,20 mins
20050324,2036.496842,,,0,,,,,, egg,1 minute
20070114,3.386294982,,,0,,,0,10,, fireball,5 minutes
19990516,1.772483152,,,0,,,0.4,,, circle,2 hours
19990704,9.22E+18,,,0,,,,,, disk,?
20000124,1421.228847,,,0,,,,,, circle,
20000201,,,,0,,19.04376548,,,, circle,30 minutes
20020324,509.318534,,,0,,,,,, egg,5 or  6 minutes
20030614,1.245351328,,,0,,,,,, disk,approx. 1-1/2 min
20080928,9.22E+18,,,0,,,,,, formation,
20091108,1.013839302,,,0,,,1.83,,, light,5minutes
20030130,4846.300932,,,0,,,,,, fireball,20 mins
20030305,1270.63057,,,0,,,,,, light,5 min
20041001,1.351985247,,,0,,,0.15,,, circle,
20050224,1.412768751,,,0,,,0.88,8,,,1 min. (est.)
20050228,8.883013415,,,0,,,,,, fireball,2 minutes
20010526,1.243062401,,,0,,,,,, light,10 Minutes
19980717,5.743380266,,,0,,,0,9,, disk,1 minute
20050312,2.293943527,,,0,,,,,, light,10 minutes
20071026,1.045753898,,,0,,,0,15,, cigar,2 minutes
20080622,4.111733815,,,0,,,,,, disk,seconds
20000402,,,,0,,22.67022766,,,, disk,5-8 minutes
20050228,12.72864754,,,0,,86.02447909,0.16,,, cigar,10 seconds
20070101,,,,0,,,,,, disk,10 minutes
20031018,7.562163306,,,0,,,,,, oval,10-15 sec.
20031220,9.22E+18,,,0,,,,,, light,2hrs
20060908,703.8646637,,,0,,,,,, light,2 min. max
20060508,1.082774463,,,0,,,0,11,, fireball,several hrs.
20031025,1.192176094,,,0,,,,,, light,unknown
20001104,2.589595154,,,0,,,,,, cigar,10 minutes
20040928,2.326522279,,,0,,,0,,, disk,10 minutes
20031018,,,,0,,44.20600683,,,, disk,unknown
20090122,,,,0,,,,,, circle,five seconds+/-
20050401,,,,0,,,,,, disk,2 Hours
20040117,3.167515302,,,0,,,0,,,,4 sec
20071206,,,,0,,,,,, circle,20 seconds
20100718,4.007436025,,,0,,,4.48,,, light,40 minutes
19991227,2.250895247,,,0,,,0.11,,, disk,10 seconds
20010424,,,,0,,,,,, unknown,unknown
19981211,0.842941455,,,0,,41.83260075,,,, oval,30 minutes
20030512,2.220343744,,,0,,,,,, disk,15 min.
20040505,917.8859621,,,0,,,,,, sphere,minutes
20050910,42.71682095,,,0,,,0,12,, cigar,2 minutes
20050314,3.065486343,,,0,,,,,, light,45 min
20080328,2.103896271,,,0,,,0,,, circle,20 Sec
19980205,417.829457,,,0,,,0,,, other,10min.
19980707,0.8221612,,,0,,,0,15,, cylinder,10-15 min.?
20030928,8.601579294,,,0,,17.10287596,0,11,, sphere,1 hour
20080831,0.25705088,,,0,,3.421863002,0,15,, circle,
20090527,0.522975904,,,0,,,0,7,, other,30 seconds + -
19980502,,,,0,,,,,, light,several days!
20000415,2382.646994,,,0,,,0,13,, other,2-3 min
20020705,0.364278352,,,0,,,0,13,, flash,3 TO 5 MINS.
20030701,1233.216296,,,0,,,,,, cigar,15-20 minutes
20031009,2.103207129,,,0,,,0,8,, cigar,2 min. aprox.
20040410,9.22E+18,,,0,,,,,, circle,10 min.
20050719,,,,0,,,0.15,,, light,1 minute
20060611,8.225573365,,,0,,,,,,,Don&apos;t know
20070114,2.311500862,,,0,,,,,, cigar,~10 min
20100328,1.245351328,,,0,,,,,, disk,six hours
20070926,,,,0,,,,,, light,8-10 min.
20050228,1.765326831,,,0,,,0,7,, light,2 hrs.
20080403,0.647540053,,,0,,,0,,, disk,approx. 10 minutes
20050706,,,,0,,,0,,, other,2 minutes
20030714,0.595247839,,,0,,,0,14,, unknown,9o sec.
20061114,,,,0,,,,,, circle,20 minutes
19970704,,,,0,,,,,, disk,60 sec
20061024,24.0670613,,,0,,,,,, disk,2 minutes
20100408,63.20950123,,,0,,,,,, disk,30 seconds
20070210,2.629576815,,,0,,2.696526752,0,14,, cigar,1.5 minutes
20051208,1.49382847,,,0,,,,,, circle,1 min
20050224,1.332146552,,,0,,,0,15,, circle,20 minutes
20080809,72.60726487,,,0,,,,,, light,21:30
20050227,2529.894326,,,0,,,0.17,,, rectangle,5 minutes
20031220,1.472457019,,,0,,,0,9,, circle,1/2 hour
20000630,1750.164087,,,0,,,0,,, disk,7 to 8 seconds
20050305,,,,0,,,,,, unknown,APPROX. 5 MINUTES
19990401,950.2158983,,,0,,,0.07,15,, circle,2:00
20040416,,,,0,,,,,, rectangle,continuous
19980406,5000.660382,,,0,,,,,, sphere,15min.
19980830,4073.155616,,,0,,,,,, oval,15 min.
20050224,0.251619188,,,0,,,0.08,,, disk,15 mins
20050716,0.251619188,,,0,,,0.08,,, formation,15 mins
20081108,,,,0,,,,,, disk,
20040425,42.71682095,,,0,,,0,10,, cigar,3 minutes
20040605,,,,0,,,,,, unknown,0:30
20030919,4.007436025,,,0,,,0,,, diamond,20 seconds
19950725,1.409433596,,,0,,14.51283793,,,, light,
20000113,,,,0,,,,,,,10 min
20001112,2.760296473,,,0,,,0,,, disk,3or4min
20020715,2.640484219,,,0,,,0,13,, disk,5 to 7 seconds
20071107,6.61168431,,,0,,,,,, formation,30 minutes
20071204,1.641564586,,,0,,,0,14,, light,5minutes
20050228,,,,0,,,,,, circle,15 sec
20040410,115.0302419,,,0,,,0,15,, oval,2 minutes
20020304,,,,0,,,,,,,Minutes
20050119,1.704613326,,,0,,,,,, cylinder,30 minutes
20050409,1.175547989,,,0,,,0.21,16,,,
20050620,1.622142634,,,0,,,0.15,,, disk,5 minutes
20050303,2.907829291,,,0,,,0,13,, light,1.5 minutes or so
20050714,2261.629462,,,0,,,0,,, disk,8 minutes
20051106,1.045753898,,,0,,,0,13,, triangle,
20051227,0.756143532,,,0,,,0.13,,, teardrop,i0min
20080129,0.081219063,,,0,,,0,15,, other,5 minutes
20100816,2748.296041,,,0,,29.89595775,,,, cigar,one day
20011212,,,,0,,83.64454303,,,, oval,3 minutes
20021210,1.988152479,,,0,,,0,15,, cigar,HALF HOUR
20080702,3.08720128,,,0,,,0.15,,, sphere,10 - 15 sec.
20051013,9.22E+18,,,0,,,,,, cigar,
20031018,9.22E+18,,,0,,,,,, rectangle,
19990122,0.177911408,,,0,,,0.16,,, other,1 minute
20050225,0.885994451,,,0,,,0,15,, cigar,7 minutes
19990722,3.105398482,,,0,,,,,, light,3hrs +/-
20000404,0.693115054,,,0,,,0,13,, cigar,2 Minutes
20001203,7.042755113,,,0,,,0,12,,,20 minutes
20020731,2.010722565,,,0,,,0,,, light,15 min
20040427,0.25705088,,,0,,3.421863002,0,,, disk,15 min
20040604,0.021525339,,,0,,,,,, diamond,2 min
20070810,0.404888445,,,0,,,0,15,, light,15 minutes
20100223,2.78328346,,,0,,,,,, disk,THREE MIN.
20031220,1.362407012,,,0,,,0.06,6,, disk,5-min.
20070901,,,,0,,,,,, fireball,22sec
20040729,,,,0,,,0,11,, disk,15 minutes
19991011,2.027191864,,,0,,,,,, disk,15 seconds
20031227,,,,0,,,,,, fireball,5 seconds
19990212,337.6850478,,,0,,,0,6,, cigar,5 minutes max
20011222,930.4175279,,,0,,,0.01,8,,,
20021021,0.590597764,,,0,,,0,10,, disk,3 minutes
20040605,0.600221706,,,0,,69.65687367,,,, triangle,3 seconds
20100527,5.045414181,,,0,,,,,, disk,10 minutes
20090217,135.0749826,,,0,,,0,14,, triangle,1 hour
20070119,1.649468805,,,0,,,0,8,, circle,3 minutes
20081101,1237.218465,,,0,,,,,, sphere,30 sec
20060904,,,,0,,,0,,, disk,one minute or less
20050225,0.558986798,,,0,,,,,, disk,five minutes
20040223,0.495271855,,,0,,11.39696542,,,, disk,20 seconds
20080124,2.640484219,,,0,,,0,,, disk,10 min
20081125,4.513211568,,,0,,,,,, fireball,13 sec
20030810,0.452573726,,,0,,,0,7,, cigar,10 minutes
19981126,7085.18282,,,0,,,,,,,10-15min
20010709,3.128053219,,,0,,,,,, cigar,unk
20050228,0.943923651,,,0,,,0,,, disk,10 seconds
20061114,,,,0,,,,,, unknown,3 minutes maximum
20000312,0.558986798,,,0,,,,,, light,45 secs
20000912,,,,0,,,,,, light,3 seconds
20020312,,,,0,,,0,15,, fireball,10 min.
20030103,,,,0,,,0.14,,,,2x3 hrs
20070515,4265.938317,,,0,,25.98046026,2.47,6,, disk,unknown
19980214,9.22E+18,,,0,,,,,, other,4-5 min
20031023,1.812320736,,,0,,,1.77,6,, light,10 minutes
20050222,1.516918423,,,0,,,0,15,, cylinder,2 minutes
20040610,544.0123132,,,0,,4.770259021,0.02,14,, cigar,1 hour
20040610,544.0123132,,,0,,4.770259021,0.02,14,, cigar,1 hour
20091029,11.7622639,,,0,,24.61473575,0,15,, fireball,2sec
20050223,,,,0,,,,,, disk,3min
20020303,3.084502467,,,0,,,0.07,,, cigar,30 to  45 sec.
20050212,1.520027233,,,0,,,0,12,, oval,1 Hr 30 Min
20050226,1.520027233,,,0,,,0,12,, oval,1 &amp; 1/2 hours
19990213,,,,0,,,,,, unknown,1/hour
20030413,0.877012691,,,0,,,0.66,,, sphere,15-20min.
20070515,2.100450857,,,0,,,0,7,, circle,5days
20060328,1.245351328,,,0,,,0.25,,, diamond,24 hours
19970817,2.100450857,,,0,,16.60225723,0,5,, sphere,1 week
20001214,5.94605192,,,0,,,,,, light,1hour 30 min
20020219,875.5199835,,,0,,,0,16,, circle,2-3 min.
20031025,2382.646994,,,0,,,0,15,, oval,2 minutes
20050301,,,,0,,,0.16,,, oval,10 seconds
20060302,216.7992652,,,0,,,,,, circle,1 hour
20030511,,,,0,,,,,,,45 min
20060516,1.245351328,,,0,,,0,,, diamond,24 hours lost
20030202,1939.123993,,,0,,,0,,, cigar,5 minutes
19980816,0.021525339,,,0,,,,,, disk,45 mins
20021105,943.948768,,,0,,,0.12,,, other,2 hours ?
20021210,1.104073523,,,0,,89.31150671,,,, disk,?
20031018,1.292928352,,,0,,,0,,, cigar,?
20040827,,,,0,,,,,, light,1:20
20050822,6.117272143,,,0,,,0,15,, light,14 seconds
20090430,,,,0,,,,,, disk,5 minutes
20060601,,,,0,,,,,, disk,Seconds?
20080117,0.841820103,,,0,,,,,, fireball,90 seconds
20040410,3.391803737,,,0,,,0.15,,, unknown,5 minutes
20030130,3.591834345,,,0,,,0,8,, teardrop,10 -20 secs
20061225,2249.103373,,,0,,,,,, light,10min
20040410,155.8012995,,,0,,93.9919948,,,, disk,30 minutes
19980226,2.66287677,,,0,,31.25540322,,,, disk,1min30sec
19990312,1.571104425,,,0,,88.26029692,0,15,, disk,1 min
20050309,1.037524713,,,0,,,0.14,,, triangle,4  minutes
19990902,,,,0,,,0,13,, disk,10 - 15 min.
20010927,,,,0,,,,,, cigar,5 minutes
20050224,1.773587692,,,0,,,0.06,10,, disk,10 minutes
20030525,0.483291013,,,0,,,0,15,, disk,15 min
20031019,309.0296846,,,0,,,0,15,, unknown,5-15 min.
20080131,224.0069904,,,0,,,0.1,,, circle,45 seconds
19990221,,,,0,,,,,, fireball,5min
20061204,,,,0,,,,,, disk,3 to 5 min
20000312,0.558986798,,,0,,,,,, other,2 seconds
20070319,2.251039059,,,0,,,0,8,, light,10 minutes (?)
20050225,912.51747,,,0,,,0,,, disk,ax. 10 min.
20040410,3.073672955,,,0,,,0,12,, disk,2 minutes
20071228,1.091494687,,,0,,,0,9,, sphere,30-45 Minutes
20040125,1744.778381,,,0,,,0,,, disk,five minutes
20010209,4.718014689,,,0,,,0.1,10,, cylinder,15 min
20020213,0.073372108,,,0,,,,,, light,2-3 min
20030320,2.80248523,,,0,,,,,, circle,2 minutes
20031018,1.452685892,,,0,,,0.12,,, unknown,20 minutes
20080217,1.245351328,,,0,,,0.2,,, disk,60 minutes
20010219,7.210325354,,,0,,,0,,, cigar,5 to 10 min
20041019,316.6992923,,,0,,,,,, unknown,15 Minutes
20070425,1045.821823,,,0,,,,,, light,5 minutes
20071225,,,,0,,,,,, circle,15 minutes
20090224,264.5813581,,,0,,,0,12,, cylinder,1 hour?
20090620,5.952288994,,,0,,,,,, circle,60 minutes
20070408,240.5419588,,,0,,,0,,, unknown,30  min.
20000530,,,,0,,,0,15,, unknown,20 consec nights
20011009,,,,0,,,,,, disk,less than minute
20030629,177.5089114,,,0,,35.32999443,,,, light,~30
20051206,0.38841118,,,0,,,,,, other,30seconds
20070203,1340.571865,,,0,,,0,,, disk,10 to 12 Min.
20031220,0.38841118,,,0,,,,,, formation,2 hrs
20050803,7.550443594,,,0,,81.09399814,,,, rectangle,5 minutes
20080520,6.559633241,,,0,,61.81398797,0.12,,, circle,20 min
20100618,0.211329678,,,0,,7.167756267,0,15,, disk,&lt;1 minute
20100713,,,,0,,,0.13,,, oval,Approx. 1/2 hr.
20070128,709.6768999,,,0,,,0,,, disk,4 minutes
20070405,769.093954,,,0,,93.29310195,,,, cigar,30 seconds
19990907,,,,0,,,,,, oval,15 min.
20000420,2004.140008,,,0,,,0,9,, light,45 seconds
20040618,107.7352833,,,0,,,0.09,,, cigar,5 minutes
20070709,,,,0,,,,,, egg,
20090206,,,,0,,,,,, unknown,15 seconds
20040517,0.61903451,,,0,,,0.01,,, other,3 minutes
20050225,1930.048496,,,0,,,0.33,,, disk,hour
20010731,0.127263338,,,0,,,0,,, light,2-3 minutes
20051002,277.5128606,,,0,,,,,, light,5 minutes
20060321,267.9504374,,,0,,,,,, disk,3 seconds
20080118,,,,0,,,,,, formation,1 min
20050429,79.77972782,,,0,,,,,, light,2 minutes
20061125,1.541320632,,,0,,,0,15,, unknown,45 min.
19991107,4.635922389,,,0,,,,,, fireball,330
20021025,2.074832738,,,0,,,0,15,, oval,2 hours
20050203,0.037799397,,,0,,,0,8,, disk,15 mini
20050310,0.646093585,,,0,,,0,15,, light,1 minute
20031105,,,,0,,,0.15,,, other,
20050301,624.0341921,,,0,,,,,, unknown,1 minute
20070330,2.375642734,,,0,,41.96715777,0.22,,, other,1:15
20080308,5.325626913,,,0,,,0,,, sphere,10 MINUTES
20031111,710.9466976,,,0,,,,,, sphere,30min
20050228,0.500781489,,,0,,,0,,, circle,30 min
19990831,0.251619188,,,0,,12.26171498,0.08,,, disk,10 minutes
20030816,341.1021324,,,0,,,,,, disk,20 minutes
20000312,0.558986798,,,0,,,,,, cigar,3 seconds
20050225,4084.081578,,,0,,,0,,, cigar,Approx 30 to 45 seconds
19990722,1.454584978,,,0,,,0,9,, cigar,20 seconds
19980507,0.021525339,,,0,,,,,, triangle,3 hours
20031214,0.021525339,,,0,,,,,, other,&lt;5 minutes
20050829,1.832017471,,,0,,1.778862556,0,,, light,4-5 minutes
20020919,1.351985247,,,0,,,0,,, other,5 Min.
19981217,0.600748585,,,0,,2.609822249,,,, other,15 min
19991125,0.275470345,,,0,,10.72014389,0,15,, oval,5 seconds
20000105,0.531031194,,,0,,,0,,, disk,4 or 5 minutes
20000512,,,,0,,,,,, unknown,unknown
20000703,,,,0,,,,,, cigar,4 minutes
20010224,0.25705088,,,0,,3.421863002,0,,, disk,5 min
20020315,,,,0,,,,,, sphere,2 HRS
20061104,2.183606647,,,0,,,0,,, other,2 minutes
20070519,5.088437493,,,0,,,0.1,,, oval,1-2 hr
20071029,6.081342075,,,0,,,,,, disk,5 minutes
20071104,3.907542617,,,0,,,0,,, changing,20 MINUTES
20050716,0.257262273,,,0,,,0,,, disk,5 minutes
20011207,2.694879269,,,0,,,0,10,, fireball,4 hours
20031018,0.327758596,,,0,,,0,13,, sphere,3-4 SECONDS
20040410,2.888700975,,,0,,,,,, disk,3-5 minutes
20040415,1.175547989,,,0,,,0,15,, formation,20 MINUTES
20080607,0.500939756,,,0,,,0,,, disk,several minutes
20010220,6.568549223,,,0,,,,,, disk,15 min
20010326,,,,0,,,,,,,recurring
20100807,0.177911408,,,0,,,0.11,,, other,5 minutes
20040222,2.526982753,,,0,,,0,10,, oval,3  SECONDS
20090218,7.620093623,,,0,,,0,9,, disk,90 seconds
20060905,,,,0,,,,,, triangle,25 seconds
20071021,91.64728763,,,0,,,0.07,,, other,10 muntes?
20081229,0.217449418,,,0,,,0,16,, disk,
20040728,,,,0,,,,,, other,12-15 minutes
20060507,0.217449418,,,0,,,0,15,, unknown,15-30 min
20080801,566.7978023,,,0,,,,,, disk,30 minutes
20091226,518.3831846,,,0,,,,,, other,
20040410,1.314279206,,,0,,62.89434023,0,,, circle,5 minutes
20000422,,,,0,,60.33917815,,,, formation,10 minutes
20011010,2.613587841,,,0,,,0,8,, sphere,2 minutes
20011106,2.610577212,,,0,,,0,15,, diamond,1 hr+
20070831,2.632961269,,,0,,,,,, unknown,~7 sec.
20080611,,,,0,,,,,, disk,20-30 seconds
20050224,0.785968981,,,0,,,0,,, circle,0.3
19980201,,,,0,,50.14637646,,,, circle,30sec
20030718,0.215202458,,,0,,,,,, cylinder,1 hour
20040404,3.005236698,,,0,,,0,,, disk,1 min
20060316,0.526876979,,,0,,,0,13,, disk,30 minutes
20061023,2.175533146,,,0,,,0,,, cigar,10 minutes
20050906,1.589762894,,,0,,,0.13,,, cigar,20 seconds
20090602,86.13942018,,,0,,,0.17,,, circle,15-20 minutes
20010210,1.698630987,,,0,,,0,6,, circle,5 min
20030810,,,,0,,,,,, light,not given
20061207,2.576963743,,,0,,,0,3,, oval,20 min
20080312,,,,0,,,0,4,, other,4-5 seconds
20030504,0.275696527,,,0,,,,,, sphere,about 5min.
20030129,5.679054711,,,0,,,0,15,, circle,2 min
20050905,1.12496882,,,0,,,0,10,, oval,3 minutes
20040722,0.595247839,,,0,,,0,15,, oval,20 min.
19980830,0.412385688,,,0,,,0,16,, circle,5 Minutes
20030810,,,,0,,,,,, other,20 minutes
20040410,0.275470345,,,0,,10.72014389,0,4,, disk,2 min. for me  longer for
20040410,1.944207865,,,0,,,,,,,5-6 minutes
20040118,3.58527088,,,0,,,0,15,, light,15 minutes
20031021,2.5070626,,,0,,,,,, disk,1 minute
20030819,,,,0,,17.14993495,,,, sphere,30 seconds
20040105,6.568549223,,,0,,,,,, unknown,5 Min. (three occasions)
20040115,3.021123603,,,0,,,0,,, circle,3 hours
20070826,1.649235215,,,0,,,,,, circle,30 seconds
19990227,2111.071425,,,0,,,0.06,,, disk,3 Min.
20030914,1.058395235,,,0,,,0,15,, diamond,~2 hours
20070815,0.085915521,,,0,,,0,6,, sphere,3 hours
20030712,2.027528223,,,0,,,0.15,,, light,few minutes
20050313,2.13749452,,,0,,,0,14,, circle,approx 20 min
20000306,1903.925292,,,0,,10.3727471,0,11,, cigar,5 min
20091118,9.22E+18,,,0,,,,,, unknown,01:00 to 03:00
20060522,1.271004833,,,0,,,,,, changing,unknown
20060825,1941.041109,,,0,,,,,, teardrop,30 minutes
20080422,1.333399336,,,0,,,,,,,1 minute
19970314,963.5626635,,,0,,,,,, light,4 min
19980428,1.869543929,,,0,,,,,, light,20 min
20040608,0.686560425,,,0,,80.69971012,,,, triangle,about 3-4 minutes
20031018,2.526982753,,,0,,,0,10,, disk,5 min
20100203,3.021789527,,,0,,,,,, circle,minutes
20040717,632.7063592,,,0,,,,,, disk,nighttime
20060831,2.938940863,,,0,,,,,, cigar,several days
20100117,0.800096075,,,0,,,0,12,, disk,5 minutes
20010802,1.809955961,,,0,,,,,, circle,a few minutes
20050806,2.361122038,,,0,,,0,5,, light,one hour
20030511,,,,0,,,,,, cylinder,?
20030625,6.610091519,,,0,,82.19368678,0.17,,, unknown,20 to 30 minutes
20040404,0.492936555,,,0,,,,,, cigar,5 hours
20031220,1.160982227,,,0,,,0.13,,, disk,25 minutes
19970330,,,,0,,,,,, circle,30 min.
20010403,2744.843337,,,0,,,,,, disk,3 min
20070730,0.275696527,,,0,,,0,,, sphere,7-10 min
20071107,3.441595709,,,0,,,0,,, disk,15 minutes
20040108,3.606165719,,,0,,,0.12,,, disk,30 min approx.
20030503,,,,0,,,,,, cigar,40/50 seconds
20100205,37.29144904,,,0,,,,,, disk,30 seconds
20040301,1.596785483,,,0,,,,,, unknown,10 to 15 seconds
19980613,1.675675219,,,0,,,0,10,, disk,10&apos;
20020618,1.082403697,,,0,,,,,, light,Several days
20070105,2.479284106,,,0,,,0,,, egg,5 minutes
19981112,1.082403697,,,0,,,,,, sphere,2-3 mins.
20020501,2135.556823,,,0,,,0,,, triangle,30 seconds
20070423,0.364278352,,,0,,,0.03,14,, disk,2 minutes
20070317,673.1881713,,,0,,,,,, sphere,5 Minutes
20030615,0.671258528,,,0,,,0,4,, circle,10 minutes
20031014,,,,0,,,0,,, sphere,25 min
20050224,1205.844036,,,0,,,,,, sphere,one or two minutes
19980118,0.922295977,,,0,,,0.63,12,, sphere,3 to 5 minutes
20030624,0.714747718,,,0,,,0.45,,, circle,15 minutes
20071114,,,,0,,,0,5,, diamond,25 Minutes
20050801,1.320527311,,,0,,0.373608204,0,15,, disk,15 min
19990312,,,,0,,,,,, rectangle,@ 3 minutes
20080217,590.4897219,,,0,,,0,,, sphere,10 minutes
19990728,2.027528223,,,0,,,0.14,,, light,45 seconds
