origin,destination
Southfield  MI,Plainfield  IL
Plainfield  IL,Southfield  MI
Southfield  MI,Harrisburg  IL
Harrisburg  IL,Southfield  MI
Southfield  MI,Fostoria  MI
Fostoria  MI,Southfield  MI
Southfield  MI,Umatilla  OR
Umatilla  OR,Southfield  MI
Southfield  MI,Falcon  CO
Falcon  CO,Southfield  MI
Southfield  MI,Cowiche  WA
Cowiche  WA,Southfield  MI
Southfield  MI,Spokane  WA
Spokane  WA,Southfield  MI
Buffalo  NY,Frisco  TX
Frisco  TX,Buffalo  NY
Buffalo  NY,Blandon  PA
Blandon  PA,Buffalo  NY
Buffalo  NY,Medina  MN
Medina  MN,Buffalo  NY
Buffalo  NY,La Porte  TX
La Porte  TX,Buffalo  NY
Buffalo  NY,Clovis  NM
Clovis  NM,Buffalo  NY
Buffalo  NY,Bethlehem  CT
Bethlehem  CT,Buffalo  NY
Buffalo  NY,Arizona City  AZ
Arizona City  AZ,Buffalo  NY
Buffalo  NY,Princeton  IL
Princeton  IL,Buffalo  NY
Buffalo  NY,Riverside  CA
Riverside  CA,Buffalo  NY
Buffalo  NY,Bennington  VT
Bennington  VT,Buffalo  NY
Buffalo  NY,Canyon Lake  TX
Canyon Lake  TX,Buffalo  NY
Buffalo  NY,Kalispell  MT
Kalispell  MT,Buffalo  NY
Houston  TX,Baton Rouge  LA
Baton Rouge  LA,Houston  TX
Houston  TX,Kissimmee  FL
Kissimmee  FL,Houston  TX
Houston  TX,Canaan  ME
Canaan  ME,Houston  TX
Houston  TX,Flint  MI
Flint  MI,Houston  TX
Los Angeles  CA,Success  NH
Success  NH,Los Angeles  CA
Los Angeles  CA,Denver  CO
Denver  CO,Los Angeles  CA
Los Angeles  CA,Las Vegas  NV
Las Vegas  NV,Los Angeles  CA
Los Angeles  CA,Binghamton  NY
Binghamton  NY,Los Angeles  CA
Los Angeles  CA,Ozark  MO
Ozark  MO,Los Angeles  CA
Los Angeles  CA,Oak Island  NC
Oak Island  NC,Los Angeles  CA
Los Angeles  CA,East Hartford  CT
East Hartford  CT,Los Angeles  CA
Brookline Station  MO,Texarkana (10 mi. S of)  AR
Texarkana (10 mi. S of)  AR,Brookline Station  MO
Brookline Station  MO,Texarkana  AR
Texarkana  AR,Brookline Station  MO
Brookline Station  MO,Allen  TX
Allen  TX,Brookline Station  MO
Brookline Station  MO,Sonora  CA
Sonora  CA,Brookline Station  MO
Martinsburg  WV,Tooele  UT
Tooele  UT,Martinsburg  WV
Martinsburg  WV,Edmond  OK
Edmond  OK,Martinsburg  WV
Martinsburg  WV,Arivaca  AZ
Arivaca  AZ,Martinsburg  WV
Martinsburg  WV,Las Vegas  NV
Las Vegas  NV,Martinsburg  WV
Martinsburg  WV,San Diego  CA
San Diego  CA,Martinsburg  WV
Martinsburg  WV,Rohnert Park  CA
Rohnert Park  CA,Martinsburg  WV
Martinsburg  WV,Lake Powell  UT
Lake Powell  UT,Martinsburg  WV
Martinsburg  WV,Brandt  OH
Brandt  OH,Martinsburg  WV
Martinsburg  WV,Erie  PA
Erie  PA,Martinsburg  WV
Tampa  FL,Salt Lake City  UT
Salt Lake City  UT,Tampa  FL
Tampa  FL,Montgomery  AL
Montgomery  AL,Tampa  FL
Tampa  FL,Prescott National Forest  AZ
Prescott National Forest  AZ,Tampa  FL
Tampa  FL,Hilton Head Island  SC
Hilton Head Island  SC,Tampa  FL
Tampa  FL,Fort Davis  TX
Fort Davis  TX,Tampa  FL
Fort Oglethorpe  GA,Naperville  IL
Naperville  IL,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Johnson City  TN
Johnson City  TN,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Oakhurst  CA
Oakhurst  CA,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Monroeville  IN
Monroeville  IN,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Green River  UT
Green River  UT,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Georgetown Township  WI
Georgetown Township  WI,Fort Oglethorpe  GA
Fort Oglethorpe  GA,Tucson  AZ
Tucson  AZ,Fort Oglethorpe  GA
Fort Oglethorpe  GA,McAllen  TX
McAllen  TX,Fort Oglethorpe  GA
Lewiston  ME,Hancock  ME
Hancock  ME,Lewiston  ME
Lewiston  ME,Plattsburg  NY
Plattsburg  NY,Lewiston  ME
Lewiston  ME,Lancaster  PA
Lancaster  PA,Lewiston  ME
