origin,destination
New Hyde Park  NY,Banner Elk  NC
Banner Elk  NC,New Hyde Park  NY
New Hyde Park  NY,Oakwood  TX
Oakwood  TX,New Hyde Park  NY
New Hyde Park  NY,Denton  NC
Denton  NC,New Hyde Park  NY
New Hyde Park  NY,Las Vegas  NV
Las Vegas  NV,New Hyde Park  NY
New Hyde Park  NY,Philadelphia  PA
Philadelphia  PA,New Hyde Park  NY
Honolulu  HI,Osage Beach  MO
Osage Beach  MO,Honolulu  HI
Honolulu  HI,Whitehall  PA
Whitehall  PA,Honolulu  HI
Honolulu  HI,Wainwright  AK
Wainwright  AK,Honolulu  HI
Gilliam  LA,Fallbrook  CA
Fallbrook  CA,Gilliam  LA
Gilliam  LA,Tomball  TX
Tomball  TX,Gilliam  LA
Gilliam  LA,Spring  TX
Spring  TX,Gilliam  LA
Gilliam  LA,Yucca Valley  MO
Yucca Valley  MO,Gilliam  LA
Richmond  VA,Fort Washington  MD
Fort Washington  MD,Richmond  VA
Richmond  VA,Las Vegas  NM
Las Vegas  NM,Richmond  VA
Richmond  VA,Bottoms Bridge  VA
Bottoms Bridge  VA,Richmond  VA
Richmond  VA,Pasadena  TX
Pasadena  TX,Richmond  VA
Richmond  VA,Houston  TX
Houston  TX,Richmond  VA
Richmond  VA,Roswell  NM
Roswell  NM,Richmond  VA
Richmond  VA,Arlington  VA
Arlington  VA,Richmond  VA
Richmond  VA,Prince Frederick  MD
Prince Frederick  MD,Richmond  VA
Pontotoc  MS,Las Vegas  NV
Las Vegas  NV,Pontotoc  MS
Pontotoc  MS,Provo  UT
Provo  UT,Pontotoc  MS
Pontotoc  MS,Orem  UT
Orem  UT,Pontotoc  MS
Pontotoc  MS,Midlothian  VA
Midlothian  VA,Pontotoc  MS
Pontotoc  MS,North Hero  VT
North Hero  VT,Pontotoc  MS
Rutherford  NJ,White  GA
White  GA,Rutherford  NJ
Rutherford  NJ,Newark  OH
Newark  OH,Rutherford  NJ
Rutherford  NJ,Cherry Valley  IL
Cherry Valley  IL,Rutherford  NJ
Rutherford  NJ,Springfield  OR
Springfield  OR,Rutherford  NJ
Chandler  AZ,Fountain Hills  AZ
Fountain Hills  AZ,Chandler  AZ
Chandler  AZ,Phoenix  AZ
Phoenix  AZ,Chandler  AZ
Chandler  AZ,Upper Darby  PA
Upper Darby  PA,Chandler  AZ
Chandler  AZ,Granite Falls  WA
Granite Falls  WA,Chandler  AZ
Chandler  AZ,Palisades  NY
Palisades  NY,Chandler  AZ
Point Mugu  CA,Oklahoma City  OK
Oklahoma City  OK,Point Mugu  CA
Point Mugu  CA,Santa Barbara  CA
Santa Barbara  CA,Point Mugu  CA
Point Mugu  CA,Daytona Beach  FL
