origin,destination
Black Creek Community  GA,Maynardville  TN
Maynardville  TN,Black Creek Community  GA
Black Creek Community  GA,Elko  NV
Elko  NV,Black Creek Community  GA
Black Creek Community  GA,Southwest Harbor  ME
Southwest Harbor  ME,Black Creek Community  GA
Black Creek Community  GA,Fort Wayne  IN
Fort Wayne  IN,Black Creek Community  GA
Black Creek Community  GA,Bridgeport  CT
Bridgeport  CT,Black Creek Community  GA
Black Creek Community  GA,Royal Oak  MI
Royal Oak  MI,Black Creek Community  GA
Black Creek Community  GA,Tekamah  NE
Tekamah  NE,Black Creek Community  GA
