origin,destination
Bristol  CT,Whittier  CA
Whittier  CA,Bristol  CT
Bristol  CT,New York Mills  MN
New York Mills  MN,Bristol  CT
Bristol  CT,Issaquah  WA
Issaquah  WA,Bristol  CT
Bristol  CT,Payson  AZ
Payson  AZ,Bristol  CT
Bristol  CT,Scottsdale  AZ
Scottsdale  AZ,Bristol  CT
Sunnyvale  CA,Jacksonville Beach  FL
Jacksonville Beach  FL,Sunnyvale  CA
Sunnyvale  CA,Cachuma Lake  CA
Cachuma Lake  CA,Sunnyvale  CA
Brainerd  MN,Fresno  CA
Fresno  CA,Brainerd  MN
Brainerd  MN,Miami  FL
Miami  FL,Brainerd  MN
Salt Lake City  UT,Chariton  IA
Chariton  IA,Salt Lake City  UT
Salt Lake City  UT,Upper Dublin  PA
Upper Dublin  PA,Salt Lake City  UT
Wasco  OR,Fairfax  CA
Fairfax  CA,Wasco  OR
Wasco  OR,Somerville  OH
Somerville  OH,Wasco  OR
Wasco  OR,Cape Canaveral  FL
Cape Canaveral  FL,Wasco  OR
Wasco  OR,Peoria  IL
Peoria  IL,Wasco  OR
Wasco  OR,South Glens  NY
South Glens  NY,Wasco  OR
Wasco  OR,Champaign  IL
Champaign  IL,Wasco  OR
Wasco  OR,Burlington  WA
Burlington  WA,Wasco  OR
