origin,destination
Atlanta  GA,South Windsor  CT
South Windsor  CT,Atlanta  GA
Atlanta  GA,Schertz  TX
Schertz  TX,Atlanta  GA
Atlanta  GA,Euclid  OH
Euclid  OH,Atlanta  GA
Atlanta  GA,Jay  FL
Jay  FL,Atlanta  GA
Atlanta  GA,Plainview  TX
Plainview  TX,Atlanta  GA
Atlanta  GA,Greenbelt  MD
Greenbelt  MD,Atlanta  GA
Atlanta  GA,New Orleans  LA
New Orleans  LA,Atlanta  GA
Atlanta  GA,Milpitas  CA
Milpitas  CA,Atlanta  GA
Atlanta  GA,Los Angeles  CA
Los Angeles  CA,Atlanta  GA
Atlanta  GA,Port Isable  TX
Port Isable  TX,Atlanta  GA
Atlanta  GA,Memphis  TN
Memphis  TN,Atlanta  GA
Atlanta  GA,Flint  MI
Flint  MI,Atlanta  GA
Atlanta  GA,Adak  AK
Adak  AK,Atlanta  GA
Atlanta  GA,Tawas City  MI
Tawas City  MI,Atlanta  GA
Colorado Springs  CO,Allegan  MI
Allegan  MI,Colorado Springs  CO
Colorado Springs  CO,New Rochelle  NY
New Rochelle  NY,Colorado Springs  CO
