origin,destination
Ansonia  CT,Mare Island  CA
Mare Island  CA,Ansonia  CT
Ansonia  CT,Marana  AZ
Marana  AZ,Ansonia  CT
Ansonia  CT,Wendell  ID
Wendell  ID,Ansonia  CT
Oakland Park  FL,Wendell  ID
Wendell  ID,Oakland Park  FL
Oakland Park  FL,Youngsville  LA
Youngsville  LA,Oakland Park  FL
Oakland Park  FL,Leawood  KS
Leawood  KS,Oakland Park  FL
Oakland Park  FL,Beckwourth  CA
Beckwourth  CA,Oakland Park  FL
Oakland Park  FL,Wyandotte County  KS
Wyandotte County  KS,Oakland Park  FL
Oregon  OH,Atlanta  GA
Atlanta  GA,Oregon  OH
Oregon  OH,Porter Ranch  CA
Porter Ranch  CA,Oregon  OH
Oregon  OH,Ocala  FL
Ocala  FL,Oregon  OH
Los Angeles  CA,Spencerport  NY
Spencerport  NY,Los Angeles  CA
Los Angeles  CA,Grove City  OH
Grove City  OH,Los Angeles  CA
Los Angeles  CA,Monmouth  OR
Monmouth  OR,Los Angeles  CA
Boulder  CO,Benton City  WA
Benton City  WA,Boulder  CO
Boulder  CO,Tatum  TX
Tatum  TX,Boulder  CO
Boulder  CO,Pittsburgh  PA
Pittsburgh  PA,Boulder  CO
Boulder  CO,Langley  WA
Langley  WA,Boulder  CO
Albuquerque  NM,Woodbridge  VA
Woodbridge  VA,Albuquerque  NM
Albuquerque  NM,Monterey  CA
Monterey  CA,Albuquerque  NM
Albuquerque  NM,Cistern  TX
Cistern  TX,Albuquerque  NM
Albuquerque  NM,Vernon  NJ
Vernon  NJ,Albuquerque  NM
Modesto  CA,Cicero  IL
Cicero  IL,Modesto  CA
Modesto  CA,Philadelphia  PA
Philadelphia  PA,Modesto  CA
Hyde Park  NY,Saylorsburg  PA
Saylorsburg  PA,Hyde Park  NY
Hyde Park  NY,Hobe Sound  FL
Hobe Sound  FL,Hyde Park  NY
Hyde Park  NY,Gilbert  AZ
Gilbert  AZ,Hyde Park  NY
Hyde Park  NY,Riverhead  NY
Riverhead  NY,Hyde Park  NY
Hyde Park  NY,Santa Maria  CA
Santa Maria  CA,Hyde Park  NY
Bedford  TX,Modesto  CA
Modesto  CA,Bedford  TX
Bedford  TX,Kettleman City  CA
Kettleman City  CA,Bedford  TX
Topeka  KS,Goose Creek  SC
Goose Creek  SC,Topeka  KS
Topeka  KS,Sullivan City  TX
Sullivan City  TX,Topeka  KS
Topeka  KS,Seattle  WA
Seattle  WA,Topeka  KS
Topeka  KS,Sharon  VT
Sharon  VT,Topeka  KS
Topeka  KS,Yakima  WA
Yakima  WA,Topeka  KS
Topeka  KS,West Branch  MI
West Branch  MI,Topeka  KS
Topeka  KS,San Antonio  TX
San Antonio  TX,Topeka  KS
Topeka  KS,Santa Nella  CA
Santa Nella  CA,Topeka  KS
Los Angeles  CA,Melbourne  FL
Melbourne  FL,Los Angeles  CA
Los Angeles  CA,San Bernardino  CA
San Bernardino  CA,Los Angeles  CA
Los Angeles  CA,Sunnyvale  CA
Sunnyvale  CA,Los Angeles  CA
Los Angeles  CA,Nacogdoches  TX
Nacogdoches  TX,Los Angeles  CA
Los Angeles  CA,Davenport  IA
Davenport  IA,Los Angeles  CA
Atco  NJ,Conover  NC
Conover  NC,Atco  NJ
Atco  NJ,Brandon  FL
