origin,destination
North Port  FL,Anaheim  CA
Anaheim  CA,North Port  FL
North Port  FL,Garrettsville  OH
Garrettsville  OH,North Port  FL
North Port  FL,Lowell  MA
Lowell  MA,North Port  FL
North Port  FL,Avalon  CA
Avalon  CA,North Port  FL
North Port  FL,Plymouth  VT
Plymouth  VT,North Port  FL
North Port  FL,Tucson  AZ
Tucson  AZ,North Port  FL
Portland  OR,Reading  PA
Reading  PA,Portland  OR
Portland  OR,Amery  WI
Amery  WI,Portland  OR
Portland  OR,Clermont  FL
Clermont  FL,Portland  OR
Portland  OR,Merriam  IN
Merriam  IN,Portland  OR
Portland  OR,Belmar  NJ
Belmar  NJ,Portland  OR
Portland  OR,La Mirada  CA
La Mirada  CA,Portland  OR
Portland  OR,Bethpage  TN
Bethpage  TN,Portland  OR
Portland  OR,Pasadena  CA
Pasadena  CA,Portland  OR
Portland  OR,San Jose  CA
San Jose  CA,Portland  OR
Portland  OR,Englewood  FL
Englewood  FL,Portland  OR
Portland  OR,Wilmington  NC
Wilmington  NC,Portland  OR
Portland  OR,Augusta  GA
Augusta  GA,Portland  OR
Portland  OR,Olive Hill  TN
Olive Hill  TN,Portland  OR
Aurora  CO,El Paso  TX
El Paso  TX,Aurora  CO
Aurora  CO,Palm Desert  CA
Palm Desert  CA,Aurora  CO
Aurora  CO,Las Animas  CO
Las Animas  CO,Aurora  CO
Aurora  CO,Hayward  CA
Hayward  CA,Aurora  CO
Aurora  CO,Queensbury  NY
Queensbury  NY,Aurora  CO
Aurora  CO,San Francisco  CA
San Francisco  CA,Aurora  CO
Aurora  CO,Goodlettsville  TN
Goodlettsville  TN,Aurora  CO
Aurora  CO,Denver  CO
Denver  CO,Aurora  CO
White Plains  NY,Elizabethton  TN
Elizabethton  TN,White Plains  NY
White Plains  NY,Valencia  CA
Valencia  CA,White Plains  NY
White Plains  NY,Tracy  CA
Tracy  CA,White Plains  NY
White Plains  NY,Punta Gorda  FL
Punta Gorda  FL,White Plains  NY
White Plains  NY,Ceres  CA
Ceres  CA,White Plains  NY
White Plains  NY,South Brunswick  NJ
South Brunswick  NJ,White Plains  NY
White Plains  NY,Stanfield  OR
Stanfield  OR,White Plains  NY
Beaumont  TX,Perth Amboy  NJ
Perth Amboy  NJ,Beaumont  TX
Beaumont  TX,Springfield  CO
Springfield  CO,Beaumont  TX
Beaumont  TX,Houston  TX
Houston  TX,Beaumont  TX
Beaumont  TX,Foley  AL
Foley  AL,Beaumont  TX
La Mesa  CA,Pacoima  CA
Pacoima  CA,La Mesa  CA
La Mesa  CA,Winter Springs  FL
Winter Springs  FL,La Mesa  CA
La Mesa  CA,Watsonville  CA
Watsonville  CA,La Mesa  CA
La Mesa  CA,West Hartford  CT
West Hartford  CT,La Mesa  CA
La Mesa  CA,Lake Wales  FL
Lake Wales  FL,La Mesa  CA
Seattle  WA,Alexandria  VA
Alexandria  VA,Seattle  WA
Seattle  WA,Stevenson  WA
Stevenson  WA,Seattle  WA
Seattle  WA,Auburn  WA
Auburn  WA,Seattle  WA
Seattle  WA,Claremont  CA
Claremont  CA,Seattle  WA
Seattle  WA,Charlotte  NC
Charlotte  NC,Seattle  WA
Seattle  WA,Carnation  WA
Carnation  WA,Seattle  WA
Seattle  WA,Los Angeles  CA
Los Angeles  CA,Seattle  WA
Seattle  WA,San Clemente  CA
San Clemente  CA,Seattle  WA
Muskegon  MI,New Bern  NC
New Bern  NC,Muskegon  MI
Muskegon  MI,Marietta  GA
Marietta  GA,Muskegon  MI
Muskegon  MI,Baltimore  MD
Baltimore  MD,Muskegon  MI
Muskegon  MI,Spring Lake  NC
Spring Lake  NC,Muskegon  MI
Muskegon  MI,Los Banos  CA
Los Banos  CA,Muskegon  MI
Muskegon  MI,Broken Arrow  OK
Broken Arrow  OK,Muskegon  MI
Muskegon  MI,Gallup  NM
Gallup  NM,Muskegon  MI
Muskegon  MI,Rochester  MN
Rochester  MN,Muskegon  MI
Douglasville  GA,Williamsburg  VA
Williamsburg  VA,Douglasville  GA
Douglasville  GA,Columbia  MO
Columbia  MO,Douglasville  GA
Douglasville  GA,Los Angeles  CA
Los Angeles  CA,Douglasville  GA
Douglasville  GA,Rockwell City  IA
Rockwell City  IA,Douglasville  GA
Douglasville  GA,Redmond  OR
Redmond  OR,Douglasville  GA
Douglasville  GA,Daytona Beach  FL
Daytona Beach  FL,Douglasville  GA
Douglasville  GA,Goodyear  AZ
Goodyear  AZ,Douglasville  GA
Douglasville  GA,San Diego  CA
San Diego  CA,Douglasville  GA
Douglasville  GA,Pittsburgh  PA
Pittsburgh  PA,Douglasville  GA
Douglasville  GA,Bryson Hesperia  CA
Bryson Hesperia  CA,Douglasville  GA
Albuquerque  NM,San Jose  CA
San Jose  CA,Albuquerque  NM
Albuquerque  NM,Keaau  HI
Keaau  HI,Albuquerque  NM
Albuquerque  NM,Concord  CA
Concord  CA,Albuquerque  NM
Albuquerque  NM,Woodbine  IA
Woodbine  IA,Albuquerque  NM
Albuquerque  NM,Kennesaw  GA
Kennesaw  GA,Albuquerque  NM
Albuquerque  NM,Martinsburg  WV
Martinsburg  WV,Albuquerque  NM
Albuquerque  NM,Tumwater  WA
Tumwater  WA,Albuquerque  NM
Albuquerque  NM,McCleary  WA
McCleary  WA,Albuquerque  NM
Albuquerque  NM,Orlando  FL
Orlando  FL,Albuquerque  NM
Albuquerque  NM,Parshall  CO
Parshall  CO,Albuquerque  NM
Albuquerque  NM,Falcon  CO
Falcon  CO,Albuquerque  NM
Albuquerque  NM,Norwalk  CA
Norwalk  CA,Albuquerque  NM
Wantagh  NY,Murray  KY
Murray  KY,Wantagh  NY
Wantagh  NY,Valencia  CA
Valencia  CA,Wantagh  NY
Wantagh  NY,Little Rock  AR
Little Rock  AR,Wantagh  NY
Wantagh  NY,San Ramon  CA
San Ramon  CA,Wantagh  NY
Wantagh  NY,Las Vegas  NV
Las Vegas  NV,Wantagh  NY
Wantagh  NY,Greensboro  NC
Greensboro  NC,Wantagh  NY
Wantagh  NY,Vista  CA
Vista  CA,Wantagh  NY
Wantagh  NY,Death Valley  CA
Death Valley  CA,Wantagh  NY
Wantagh  NY,Bound Brook area  NJ
Bound Brook area  NJ,Wantagh  NY
Wantagh  NY,Terre Haute  IN
Terre Haute  IN,Wantagh  NY
Lancaster  PA,West Warwick  RI
West Warwick  RI,Lancaster  PA
Lancaster  PA,Harrisville  RI
Harrisville  RI,Lancaster  PA
Lancaster  PA,Breckenridge  MO
Breckenridge  MO,Lancaster  PA
Lancaster  PA,New Castle  DE
New Castle  DE,Lancaster  PA
Lancaster  PA,Willington  CT
Willington  CT,Lancaster  PA
Lancaster  PA,Springfield  MA
Springfield  MA,Lancaster  PA
Lancaster  PA,Jackson  NJ
Jackson  NJ,Lancaster  PA
Lancaster  PA,Oklahoma City  OK
Oklahoma City  OK,Lancaster  PA
Lancaster  PA,Napa  CA
Napa  CA,Lancaster  PA
Lancaster  PA,Mansfield  TX
Mansfield  TX,Lancaster  PA
Lancaster  PA,Rapid City  SD
Rapid City  SD,Lancaster  PA
Lancaster  PA,Cold Spring  NY
Cold Spring  NY,Lancaster  PA
Lancaster  PA,Parsippany  NJ
Parsippany  NJ,Lancaster  PA
Lancaster  PA,Burlingame  CA
Burlingame  CA,Lancaster  PA
San Luis Obispo  CA,River Ridge  LA
River Ridge  LA,San Luis Obispo  CA
San Luis Obispo  CA,Phoenix  AZ
Phoenix  AZ,San Luis Obispo  CA
San Luis Obispo  CA,Kalispell  MT
Kalispell  MT,San Luis Obispo  CA
San Luis Obispo  CA,Norwich  CT
Norwich  CT,San Luis Obispo  CA
Yakima  WA,Ellensburg  WA
Ellensburg  WA,Yakima  WA
Yakima  WA,Milton  DE
Milton  DE,Yakima  WA
Yakima  WA,Fort Lauderdale  FL
Fort Lauderdale  FL,Yakima  WA
Yakima  WA,Bullhead  AZ
Bullhead  AZ,Yakima  WA
Yakima  WA,San Diego  CA
