origin,destination
Monticello  UT,Highland Park  IL
Highland Park  IL,Monticello  UT
Monticello  UT,Marshall  MO
Marshall  MO,Monticello  UT
Monticello  UT,Rock Hill  SC
Rock Hill  SC,Monticello  UT
Monticello  UT,Lakewood  NJ
Lakewood  NJ,Monticello  UT
Chittenango  NY,Reidsville  NC
Reidsville  NC,Chittenango  NY
Chittenango  NY,Christiansburg  OH
Christiansburg  OH,Chittenango  NY
Chittenango  NY,Williamsport  PA
Williamsport  PA,Chittenango  NY
Chittenango  NY,Las Vegas  NV
Las Vegas  NV,Chittenango  NY
Chittenango  NY,Land Between the Lakes  KY
Land Between the Lakes  KY,Chittenango  NY
Corry-Wattsburg  PA,Mount Rainier National Park  WA
Mount Rainier National Park  WA,Corry-Wattsburg  PA
Corry-Wattsburg  PA,Shavertown  PA
Shavertown  PA,Corry-Wattsburg  PA
Corry-Wattsburg  PA,Athol  MA
Athol  MA,Corry-Wattsburg  PA
