origin,destination
Bakersfield  CA,Boyertown  PA
Boyertown  PA,Bakersfield  CA
Bakersfield  CA,Mesa  AZ
Mesa  AZ,Bakersfield  CA
Goleta  CA,Tajunga  CA
Tajunga  CA,Goleta  CA
Goleta  CA,Apple Valley  CA
Apple Valley  CA,Goleta  CA
Goleta  CA,Yarldey  PA
Yarldey  PA,Goleta  CA
Goleta  CA,Alvin  TX
Alvin  TX,Goleta  CA
Goleta  CA,Newport  MI
Newport  MI,Goleta  CA
Richmond  VA,Friday Harbor  WA
Friday Harbor  WA,Richmond  VA
Richmond  VA,Norristown  PA
Norristown  PA,Richmond  VA
Earlville  PA,Austin  TX
Austin  TX,Earlville  PA
Earlville  PA,Asheville  NC
Asheville  NC,Earlville  PA
Earlville  PA,Kilgore  TX
Kilgore  TX,Earlville  PA
Earlville  PA,Pinehurst  NC
Pinehurst  NC,Earlville  PA
Earlville  PA,Newell area  SD
Newell area  SD,Earlville  PA
Earlville  PA,Gilbert  AZ
Gilbert  AZ,Earlville  PA
Tacoma  WA,Woodinville  WA
Woodinville  WA,Tacoma  WA
Tacoma  WA,Villa Rica  GA
Villa Rica  GA,Tacoma  WA
Tacoma  WA,Carrollton  GA
Carrollton  GA,Tacoma  WA
Tacoma  WA,Medford  MA
Medford  MA,Tacoma  WA
Tacoma  WA,Great Falls  MT
Great Falls  MT,Tacoma  WA
Clovis  CA,New Smyrna Beach  FL
New Smyrna Beach  FL,Clovis  CA
Clovis  CA,Augusta  ME
Augusta  ME,Clovis  CA
Clovis  CA,Binghamton  NY
Binghamton  NY,Clovis  CA
Clovis  CA,Pembrook Pines  FL
Pembrook Pines  FL,Clovis  CA
Clovis  CA,Richmond  VA
Richmond  VA,Clovis  CA
Clovis  CA,Lake Sullivan  ID
Lake Sullivan  ID,Clovis  CA
Hansville  WA,Oregon  IL
Oregon  IL,Hansville  WA
Hansville  WA,Newport  OR
Newport  OR,Hansville  WA
Hansville  WA,Palatine  IL
Palatine  IL,Hansville  WA
Louisville  KY,Bakersfield  CA
Bakersfield  CA,Louisville  KY
Louisville  KY,Oregon City  OR
Oregon City  OR,Louisville  KY
Louisville  KY,Oregon  IL
Oregon  IL,Louisville  KY
Louisville  KY,Portland  OR
Portland  OR,Louisville  KY
Louisville  KY,Seattle  WA
Seattle  WA,Louisville  KY
Louisville  KY,Danville  IL
Danville  IL,Louisville  KY
Louisville  KY,Milpitas  CA
Milpitas  CA,Louisville  KY
Bradenton  FL,Hickory Corners  MI
Hickory Corners  MI,Bradenton  FL
Bradenton  FL,Wheeling  WV
Wheeling  WV,Bradenton  FL
Portland  OR,Grape Creek  IL
Grape Creek  IL,Portland  OR
Portland  OR,Brooklyn  OH
Brooklyn  OH,Portland  OR
