origin,destination
Shady Grove  OR,Traverse City  MI
Traverse City  MI,Shady Grove  OR
Shady Grove  OR,Denmark  WI
Denmark  WI,Shady Grove  OR
Shady Grove  OR,Seatac  WA
Seatac  WA,Shady Grove  OR
Shady Grove  OR,Eastport  MI
Eastport  MI,Shady Grove  OR
Nine Mile Falls  WA,Bloomington  IL
Bloomington  IL,Nine Mile Falls  WA
Nine Mile Falls  WA,Little Rock  AR
Little Rock  AR,Nine Mile Falls  WA
Seattle  WA,Quilcene  WA
Quilcene  WA,Seattle  WA
Seattle  WA,Tidewater  OR
Tidewater  OR,Seattle  WA
Seattle  WA,Shawnee  OK
Shawnee  OK,Seattle  WA
Seattle  WA,Raymond  WA
Raymond  WA,Seattle  WA
Seattle  WA,Tacoma  WA
Tacoma  WA,Seattle  WA
Seattle  WA,Renton  WA
Renton  WA,Seattle  WA
Renton  WA,North Bend  WA
North Bend  WA,Renton  WA
Renton  WA,Tillamook  OR
Tillamook  OR,Renton  WA
Seattle  WA,Billings  MT
Billings  MT,Seattle  WA
Seattle  WA,Oregon City  OR
Oregon City  OR,Seattle  WA
Seattle  WA,Cannon Beach  OR
Cannon Beach  OR,Seattle  WA
Seattle  WA,Downey  CA
Downey  CA,Seattle  WA
El Cerrito  CA,Elisabethtown  KY
Elisabethtown  KY,El Cerrito  CA
El Cerrito  CA,McKinleyville  CA
McKinleyville  CA,El Cerrito  CA
El Cerrito  CA,Gustavus  AK
Gustavus  AK,El Cerrito  CA
Lyndhurst  OH,Phoenix  AZ
Phoenix  AZ,Lyndhurst  OH
Lyndhurst  OH,North Washington  PA
North Washington  PA,Lyndhurst  OH
Lyndhurst  OH,Vaiden  MS
Vaiden  MS,Lyndhurst  OH
Lyndhurst  OH,Sacramento  CA
Sacramento  CA,Lyndhurst  OH
Warren  IL,Vantage  WA
Vantage  WA,Warren  IL
Warren  IL,Kalamazoo  MI
Kalamazoo  MI,Warren  IL
Warren  IL,Andover  MA
Andover  MA,Warren  IL
Phoenix  AZ,Seattle  WA
Seattle  WA,Phoenix  AZ
Phoenix  AZ,Whiteman AFB  MO
Whiteman AFB  MO,Phoenix  AZ
Phoenix  AZ,Fargo  ND
Fargo  ND,Phoenix  AZ
Phoenix  AZ,Fenton  MI
Fenton  MI,Phoenix  AZ
Seattle  WA,Albuquerque  NM
Albuquerque  NM,Seattle  WA
Seattle  WA,Warren  IL
Warren  IL,Seattle  WA
Seattle  WA,Redding  CA
Redding  CA,Seattle  WA
Seattle  WA,North Cove  WA
North Cove  WA,Seattle  WA
Lynnwood  WA,Sprague River  OR
Sprague River  OR,Lynnwood  WA
Lynnwood  WA,Lake Tahuyeh  WA
Lake Tahuyeh  WA,Lynnwood  WA
Lynnwood  WA,Colville Reservation  WA
Colville Reservation  WA,Lynnwood  WA
Lynnwood  WA,Yakima  WA
Yakima  WA,Lynnwood  WA
Lynnwood  WA,Council Bluffs  IA
Council Bluffs  IA,Lynnwood  WA
Seattle  WA,Woodinville  WA
Woodinville  WA,Seattle  WA
Seattle  WA,Vancouver  WA
Vancouver  WA,Seattle  WA
Seattle  WA,Auburn  WA
Auburn  WA,Seattle  WA
Seattle  WA,Kent  WA
Kent  WA,Seattle  WA
Seattle  WA,Mill Creek  WA
Mill Creek  WA,Seattle  WA
Seattle  WA,Tacoma  WA
Tacoma  WA,Seattle  WA
Seattle  WA,Snohomish  WA
Snohomish  WA,Seattle  WA
Seattle  WA,El Centro  CA
El Centro  CA,Seattle  WA
Seattle  WA,Redding  CA
Redding  CA,Seattle  WA
Seattle  WA,Lexington  KY
Lexington  KY,Seattle  WA
Seattle  WA,Hage  FL
Hage  FL,Seattle  WA
Electric City  WA,Eastgate  WA
Eastgate  WA,Electric City  WA
Electric City  WA,Harrisonburg  VA
Harrisonburg  VA,Electric City  WA
