origin,destination
Costa Mesa  CA,Smithton  MO
Smithton  MO,Costa Mesa  CA
Costa Mesa  CA,Blythe  CA
Blythe  CA,Costa Mesa  CA
Costa Mesa  CA,Union  NJ
Union  NJ,Costa Mesa  CA
Costa Mesa  CA,Mitchell  SD
Mitchell  SD,Costa Mesa  CA
Costa Mesa  CA,Commack  NY
Commack  NY,Costa Mesa  CA
Costa Mesa  CA,Austin  TX
Austin  TX,Costa Mesa  CA
Cresskill  NJ,Dana Point  CA
Dana Point  CA,Cresskill  NJ
Cresskill  NJ,Medford  WI
Medford  WI,Cresskill  NJ
Cresskill  NJ,Kennewick  WA
Kennewick  WA,Cresskill  NJ
Cresskill  NJ,Dayton  IA
Dayton  IA,Cresskill  NJ
Cresskill  NJ,Petaluma  CA
Petaluma  CA,Cresskill  NJ
Cresskill  NJ,Bloomfield  NJ
Bloomfield  NJ,Cresskill  NJ
Cresskill  NJ,Kansas  KS
Kansas  KS,Cresskill  NJ
Cresskill  NJ,Fort Worth  TX
Fort Worth  TX,Cresskill  NJ
Dover  DE,Laguna Hills  CA
Laguna Hills  CA,Dover  DE
Dover  DE,Ashland City  TN
Ashland City  TN,Dover  DE
Ann Arbor  MI,Yucaipa  CA
Yucaipa  CA,Ann Arbor  MI
Ann Arbor  MI,Scottsdale  AZ
Scottsdale  AZ,Ann Arbor  MI
Ann Arbor  MI,Sidney  ME
Sidney  ME,Ann Arbor  MI
Ann Arbor  MI,Windsor Locks  CT
Windsor Locks  CT,Ann Arbor  MI
Ann Arbor  MI,Sanibel Island  FL
Sanibel Island  FL,Ann Arbor  MI
Fort Wayne  IN,Peoria  AZ
Peoria  AZ,Fort Wayne  IN
Fort Wayne  IN,Plantation  FL
Plantation  FL,Fort Wayne  IN
Houston  TX,Sacramento  CA
Sacramento  CA,Houston  TX
Houston  TX,Kearney  MO
Kearney  MO,Houston  TX
Houston  TX,Mentor  OH
Mentor  OH,Houston  TX
Houston  TX,San Francisco  CA
San Francisco  CA,Houston  TX
Reno  NV,Reading  PA
Reading  PA,Reno  NV
Reno  NV,Lackawaxen  PA
Lackawaxen  PA,Reno  NV
Reno  NV,Dallas  TX
Dallas  TX,Reno  NV
Reno  NV,Homer  AK
Homer  AK,Reno  NV
Reno  NV,Roseville  CA
Roseville  CA,Reno  NV
Chandler  AZ,Bellevue  WA
Bellevue  WA,Chandler  AZ
Chandler  AZ,Winfield  WV
Winfield  WV,Chandler  AZ
Chandler  AZ,Douglassville  PA
Douglassville  PA,Chandler  AZ
Chandler  AZ,Scottsdale  AZ
Scottsdale  AZ,Chandler  AZ
Chandler  AZ,Eugene  OR
Eugene  OR,Chandler  AZ
Perrysburg  OH,Paso Robles  CA
Paso Robles  CA,Perrysburg  OH
Perrysburg  OH,Syracuse  NY
Syracuse  NY,Perrysburg  OH
Bend  OR,Tarpon Springs  FL
Tarpon Springs  FL,Bend  OR
Bend  OR,Concord  NC
Concord  NC,Bend  OR
Bend  OR,Berlin  MA
Berlin  MA,Bend  OR
Bend  OR,Charleston  IL
Charleston  IL,Bend  OR
Bend  OR,Slate Hill  NY
Slate Hill  NY,Bend  OR
Orlando  FL,Glendale  AZ
Glendale  AZ,Orlando  FL
Orlando  FL,Los Angeles  CA
Los Angeles  CA,Orlando  FL
Orlando  FL,Lynchburg  VA
Lynchburg  VA,Orlando  FL
Orlando  FL,Port Jefferson  NY
Port Jefferson  NY,Orlando  FL
Orlando  FL,Somerville  NJ
Somerville  NJ,Orlando  FL
Orlando  FL,LaMesa  CA
LaMesa  CA,Orlando  FL
Orlando  FL,Russell Springs  KY
Russell Springs  KY,Orlando  FL
Orlando  FL,Miami  FL
Miami  FL,Orlando  FL
Fort Myers  FL,Lawrenceville  GA
Lawrenceville  GA,Fort Myers  FL
Fort Myers  FL,Vail  AZ
Vail  AZ,Fort Myers  FL
Fort Myers  FL,Canyon Country  CA
Canyon Country  CA,Fort Myers  FL
Fort Myers  FL,Denton  TX
Denton  TX,Fort Myers  FL
Fort Myers  FL,Los Angeles  CA
Los Angeles  CA,Fort Myers  FL
Portland  OR,Perry  MI
Perry  MI,Portland  OR
Portland  OR,Greenfield Center  NY
Greenfield Center  NY,Portland  OR
Portland  OR,Greenwood  AR
