origin,destination
Sumner  WA,Hyde Park  PA
Hyde Park  PA,Sumner  WA
Sumner  WA,Oxen Hill  MD
Oxen Hill  MD,Sumner  WA
Sumner  WA,Edgemoor  SC
Edgemoor  SC,Sumner  WA
Sumner  WA,West Bend  WI
West Bend  WI,Sumner  WA
Sumner  WA,Cincinnati  OH
Cincinnati  OH,Sumner  WA
Sumner  WA,Red Oak  IA
Red Oak  IA,Sumner  WA
Sumner  WA,Boise  ID
Boise  ID,Sumner  WA
Sumner  WA,Farmersville  OH
Farmersville  OH,Sumner  WA
Sumner  WA,Cordova  AL
Cordova  AL,Sumner  WA
Sumner  WA,Warrensburg on Highway 13  MO
Warrensburg on Highway 13  MO,Sumner  WA
Sumner  WA,Gerry  NY
Gerry  NY,Sumner  WA
Sumner  WA,El Cerrito  CA
El Cerrito  CA,Sumner  WA
Sumner  WA,Ventura  CA
Ventura  CA,Sumner  WA
Sumner  WA,Fort Knox  KY
Fort Knox  KY,Sumner  WA
Sumner  WA,Laddonia  MO
Laddonia  MO,Sumner  WA
Sumner  WA,Opa Locka  FL
Opa Locka  FL,Sumner  WA
Sumner  WA,Bangor  ME
Bangor  ME,Sumner  WA
Sumner  WA,St. Paul  MN
St. Paul  MN,Sumner  WA
Glens Falls  NY,Edison  NJ
Edison  NJ,Glens Falls  NY
Glens Falls  NY,Kent  WA
Kent  WA,Glens Falls  NY
Glens Falls  NY,DeSoto  KS
DeSoto  KS,Glens Falls  NY
Glens Falls  NY,Savannah  GA
Savannah  GA,Glens Falls  NY
Glens Falls  NY,China Lake  CA
China Lake  CA,Glens Falls  NY
Glens Falls  NY,Detroit  MI
Detroit  MI,Glens Falls  NY
Glens Falls  NY,Arbuckle  CA
Arbuckle  CA,Glens Falls  NY
Glens Falls  NY,none  MI
none  MI,Glens Falls  NY
Glens Falls  NY,Highway  AZ
Highway  AZ,Glens Falls  NY
Glens Falls  NY,Baker  OR
Baker  OR,Glens Falls  NY
Peoria  IL,Aiken  SC
Aiken  SC,Peoria  IL
Peoria  IL,Lander  WY
Lander  WY,Peoria  IL
Peoria  IL,Slidell  LA
Slidell  LA,Peoria  IL
Peoria  IL,Portmouth  RI
Portmouth  RI,Peoria  IL
Peoria  IL,Schofield Barracks  HI
Schofield Barracks  HI,Peoria  IL
Peoria  IL,Goleta  CA
Goleta  CA,Peoria  IL
Peoria  IL,Kansas city  KS
Kansas city  KS,Peoria  IL
Peoria  IL,Lansing  KS
Lansing  KS,Peoria  IL
Peoria  IL,Glenview  IL
Glenview  IL,Peoria  IL
Peoria  IL,New Market  AL
New Market  AL,Peoria  IL
