origin,destination
Van Buren  AR,Seattle  WA
Seattle  WA,Van Buren  AR
Van Buren  AR,Houston  TX
Houston  TX,Van Buren  AR
Van Buren  AR,Cleveland  OH
Cleveland  OH,Van Buren  AR
Van Buren  AR,Louisville  KY
Louisville  KY,Van Buren  AR
Van Buren  AR,Greenville  IL
Greenville  IL,Van Buren  AR
Van Buren  AR,Snohomish  WA
Snohomish  WA,Van Buren  AR
Van Buren  AR,Portales  NM
Portales  NM,Van Buren  AR
Van Buren  AR,Terre Haute  IN
Terre Haute  IN,Van Buren  AR
Van Buren  AR,Cape Canaveral  FL
Cape Canaveral  FL,Van Buren  AR
Van Buren  AR,San Bernardino  CA
San Bernardino  CA,Van Buren  AR
Van Buren  AR,Northport  NY
Northport  NY,Van Buren  AR
Van Buren  AR,Lewisburg  PA
Lewisburg  PA,Van Buren  AR
McEwen  TN,Lebanon  MO
Lebanon  MO,McEwen  TN
McEwen  TN,Cape Cod  MA
Cape Cod  MA,McEwen  TN
McEwen  TN,Kingsland  GA
Kingsland  GA,McEwen  TN
McEwen  TN,Lake Elsinore  CA
Lake Elsinore  CA,McEwen  TN
San Jose  CA,Littleton  CO
Littleton  CO,San Jose  CA
San Jose  CA,Kaneohe  HI
Kaneohe  HI,San Jose  CA
San Jose  CA,Walstonburg  NC
Walstonburg  NC,San Jose  CA
San Jose  CA,Boston  MA
Boston  MA,San Jose  CA
San Jose  CA,Phoenix  AZ
Phoenix  AZ,San Jose  CA
San Jose  CA,Orlando  FL
Orlando  FL,San Jose  CA
East Derry  NH,Delhi  CO
Delhi  CO,East Derry  NH
East Derry  NH,Little Rock  AR
Little Rock  AR,East Derry  NH
East Derry  NH,Memphis  TN
Memphis  TN,East Derry  NH
East Derry  NH,Vincennes  IN
Vincennes  IN,East Derry  NH
East Derry  NH,Anchorage  AK
Anchorage  AK,East Derry  NH
East Derry  NH,Cranston  RI
Cranston  RI,East Derry  NH
Everett  WA,Nikiski  AK
Nikiski  AK,Everett  WA
Everett  WA,Santa Ana  CA
Santa Ana  CA,Everett  WA
Forest Hills  NY,Memphis  TN
Memphis  TN,Forest Hills  NY
Forest Hills  NY,Oak Ridge  NC
Oak Ridge  NC,Forest Hills  NY
Forest Hills  NY,Spencer  NY
Spencer  NY,Forest Hills  NY
Forest Hills  NY,Tulsa  OK
Tulsa  OK,Forest Hills  NY
