origin,destination
Allentown  PA,Pittsburgh  PA
Pittsburgh  PA,Allentown  PA
Allentown  PA,Graniteville  SC
Graniteville  SC,Allentown  PA
Allentown  PA,Elizabethtown  IL
Elizabethtown  IL,Allentown  PA
Allentown  PA,Huelo  HI
Huelo  HI,Allentown  PA
Allentown  PA,Hoboken  NJ
Hoboken  NJ,Allentown  PA
Allentown  PA,Baton Rouge  LA
Baton Rouge  LA,Allentown  PA
Hudson  NY,Phelan  CA
Phelan  CA,Hudson  NY
Hudson  NY,Highland  CA
Highland  CA,Hudson  NY
Chico  CA,Fairbanks  AK
Fairbanks  AK,Chico  CA
Chico  CA,Petoskey  MI
Petoskey  MI,Chico  CA
Saginaw  MI,Beals  ME
Beals  ME,Saginaw  MI
Saginaw  MI,Lowell  IN
Lowell  IN,Saginaw  MI
Minot  ND,Goodyear  AZ
Goodyear  AZ,Minot  ND
Minot  ND,New Washington  OH
New Washington  OH,Minot  ND
Lake City  CO,Grants Pass  OR
Grants Pass  OR,Lake City  CO
Lake City  CO,Daytona Beach  FL
Daytona Beach  FL,Lake City  CO
Lake City  CO,Fargo  ND
Fargo  ND,Lake City  CO
Lake City  CO,Neshanic Station  NJ
Neshanic Station  NJ,Lake City  CO
Cape Coral  FL,Kaneohe  HI
Kaneohe  HI,Cape Coral  FL
Cape Coral  FL,San Bernardino  CA
San Bernardino  CA,Cape Coral  FL
Cape Coral  FL,Tucson  AZ
Tucson  AZ,Cape Coral  FL
Cape Coral  FL,Leander  TX
Leander  TX,Cape Coral  FL
Miami  FL,Anaheim Hills  CA
Anaheim Hills  CA,Miami  FL
Miami  FL,Schuyler County  IL
Schuyler County  IL,Miami  FL
