origin,destination
Van Nuys  CA,Omaha  NE
Omaha  NE,Van Nuys  CA
Van Nuys  CA,Lake City  FL
Lake City  FL,Van Nuys  CA
Van Nuys  CA,Barton  VT
Barton  VT,Van Nuys  CA
Van Nuys  CA,North Hudson  NY
North Hudson  NY,Van Nuys  CA
Van Nuys  CA,Snoqualmine  WA
Snoqualmine  WA,Van Nuys  CA
Van Nuys  CA,Hampton  VA
Hampton  VA,Van Nuys  CA
Van Nuys  CA,Smithfield  RI
Smithfield  RI,Van Nuys  CA
Van Nuys  CA,Chillicothe  OH
Chillicothe  OH,Van Nuys  CA
Van Nuys  CA,Narragansette  RI
Narragansette  RI,Van Nuys  CA
