origin,destination
Cleveland  OH,Hardin County  KY
Hardin County  KY,Cleveland  OH
Cleveland  OH,Cordele  GA
Cordele  GA,Cleveland  OH
Cleveland  OH,San Diego  CA
San Diego  CA,Cleveland  OH
Cleveland  OH,Lufkin  TX
Lufkin  TX,Cleveland  OH
Fort Smith  AR,Cheyenne  WY
Cheyenne  WY,Fort Smith  AR
Fort Smith  AR,Portland  OR
Portland  OR,Fort Smith  AR
Fort Smith  AR,Los Angeles  CA
Los Angeles  CA,Fort Smith  AR
Memphis  TN,Moultrie  GA
Moultrie  GA,Memphis  TN
Memphis  TN,San Diego  CA
San Diego  CA,Memphis  TN
Pompano Beach  FL,Midlothian  IL
Midlothian  IL,Pompano Beach  FL
Pompano Beach  FL,Deerfield Beach  FL
Deerfield Beach  FL,Pompano Beach  FL
Seattle  WA,Carpentersville  IL
Carpentersville  IL,Seattle  WA
Seattle  WA,Bessemer  AL
Bessemer  AL,Seattle  WA
Seattle  WA,Oklahoma  OK
Oklahoma  OK,Seattle  WA
Seattle  WA,Grand Rapids  MN
Grand Rapids  MN,Seattle  WA
Newnan  GA,Rose  NY
Rose  NY,Newnan  GA
Newnan  GA,Des Plaines  IL
Des Plaines  IL,Newnan  GA
Newnan  GA,Vincennes  IN
Vincennes  IN,Newnan  GA
Newnan  GA,Pueblo West  CO
Pueblo West  CO,Newnan  GA
Newnan  GA,Nettleton  MS
Nettleton  MS,Newnan  GA
Andover  MN,Manteca  CA
Manteca  CA,Andover  MN
Andover  MN,West Elkton  OH
West Elkton  OH,Andover  MN
Andover  MN,Simla  CO
Simla  CO,Andover  MN
Andover  MN,Westbrook  ME
Westbrook  ME,Andover  MN
Andover  MN,Wheat Ridge  CO
Wheat Ridge  CO,Andover  MN
Andover  MN,Overland Park  KS
Overland Park  KS,Andover  MN
Almont  MI,Colorado Springs  CO
Colorado Springs  CO,Almont  MI
Almont  MI,Salt Lake City  UT
Salt Lake City  UT,Almont  MI
Almont  MI,Kaleva  MI
Kaleva  MI,Almont  MI
Almont  MI,Belle Vernon  PA
Belle Vernon  PA,Almont  MI
Granville  OH,Burlington  VT
Burlington  VT,Granville  OH
Granville  OH,Buffalo Grove  IL
Buffalo Grove  IL,Granville  OH
Granville  OH,Morristown  OH
Morristown  OH,Granville  OH
Granville  OH,Atlantic City  NJ
Atlantic City  NJ,Granville  OH
Granville  OH,Hill AFB  UT
Hill AFB  UT,Granville  OH
Granville  OH,Norfolk  MA
Norfolk  MA,Granville  OH
Granville  OH,Old Appleton  MO
Old Appleton  MO,Granville  OH
Spokane  WA,Denver  CO
Denver  CO,Spokane  WA
Spokane  WA,Ridgway  PA
Ridgway  PA,Spokane  WA
Santa Fe  NM,Davie  FL
Davie  FL,Santa Fe  NM
Santa Fe  NM,Tucker  GA
Tucker  GA,Santa Fe  NM
Santa Fe  NM,Stanwood  WA
Stanwood  WA,Santa Fe  NM
Woodstock  IL,Whitehorse  MT
Whitehorse  MT,Woodstock  IL
Woodstock  IL,Salem  OR
Salem  OR,Woodstock  IL
Fort Hood  TX,Vancouver  WA
Vancouver  WA,Fort Hood  TX
Fort Hood  TX,Penfield  IL
Penfield  IL,Fort Hood  TX
