origin,destination
Bessmer  MI,Olancha  CA
Olancha  CA,Bessmer  MI
Bessmer  MI,Bremen  GA
Bremen  GA,Bessmer  MI
Bessmer  MI,Bellefontaine  OH
Bellefontaine  OH,Bessmer  MI
Bessmer  MI,Marina  CA
Marina  CA,Bessmer  MI
Bessmer  MI,Chino Valley  AZ
Chino Valley  AZ,Bessmer  MI
Bessmer  MI,Brookline  MA
Brookline  MA,Bessmer  MI
Bessmer  MI,Rte 7  VT
Rte 7  VT,Bessmer  MI
San Diego  CA,Springfield  OR
Springfield  OR,San Diego  CA
San Diego  CA,Los Alamos  CA
Los Alamos  CA,San Diego  CA
San Diego  CA,Jakes Corners  AZ
Jakes Corners  AZ,San Diego  CA
Crown Point  IN,Tallahassee  FL
Tallahassee  FL,Crown Point  IN
Crown Point  IN,Hastings On Hudson  NY
Hastings On Hudson  NY,Crown Point  IN
Crown Point  IN,Cedar Springs  MI
Cedar Springs  MI,Crown Point  IN
