origin,destination
Oceanside  CA,Salton Sea  CA
Salton Sea  CA,Oceanside  CA
Oceanside  CA,Crofton  MD
Crofton  MD,Oceanside  CA
Oceanside  CA,Phoenix  AZ
Phoenix  AZ,Oceanside  CA
Oceanside  CA,Newburgh  NY
Newburgh  NY,Oceanside  CA
Anderson  CA,Fort Knox  KY
Fort Knox  KY,Anderson  CA
Anderson  CA,Joplin  MO
Joplin  MO,Anderson  CA
Anderson  CA,Memphis  TN
Memphis  TN,Anderson  CA
Anderson  CA,Stony Brook  NY
Stony Brook  NY,Anderson  CA
Anderson  CA,Williamsburg  MO
Williamsburg  MO,Anderson  CA
Anderson  CA,Grand Rapids  MI
Grand Rapids  MI,Anderson  CA
Anderson  CA,Forest City  NC
Forest City  NC,Anderson  CA
Anderson  CA,Salem  AL
Salem  AL,Anderson  CA
Anderson  CA,Des Moines  IA
Des Moines  IA,Anderson  CA
Anderson  CA,Tracy  CA
Tracy  CA,Anderson  CA
Anderson  CA,Trussville  AL
Trussville  AL,Anderson  CA
Anderson  CA,Newport News  VA
Newport News  VA,Anderson  CA
Anderson  CA,Stonington  CT
Stonington  CT,Anderson  CA
Anderson  CA,Milton  WA
Milton  WA,Anderson  CA
Anderson  CA,Kirkland  WA
Kirkland  WA,Anderson  CA
Racine  OH,Massachusets Turnpike  MA
Massachusets Turnpike  MA,Racine  OH
Racine  OH,Milan  OH
Milan  OH,Racine  OH
