origin,destination
Auburn  AL,Miami  FL
Miami  FL,Auburn  AL
Auburn  AL,Sacramento  CA
Sacramento  CA,Auburn  AL
Billings  MT,Olympia  WA
Olympia  WA,Billings  MT
Billings  MT,Littleton  CO
Littleton  CO,Billings  MT
Billings  MT,Nipomo  CA
Nipomo  CA,Billings  MT
Billings  MT,Woodstock  GA
Woodstock  GA,Billings  MT
Billings  MT,Walnut Creek  CA
Walnut Creek  CA,Billings  MT
Billings  MT,Big Bear  CA
Big Bear  CA,Billings  MT
East Haven  CT,Clackamas  OR
Clackamas  OR,East Haven  CT
East Haven  CT,Spring Valley  CA
Spring Valley  CA,East Haven  CT
East Haven  CT,Tucson  AZ
Tucson  AZ,East Haven  CT
East Haven  CT,Burlington  CT
Burlington  CT,East Haven  CT
East Haven  CT,Concord  NC
Concord  NC,East Haven  CT
East Haven  CT,San Francisco  CA
San Francisco  CA,East Haven  CT
Arkport  NY,Portland  OR
Portland  OR,Arkport  NY
Arkport  NY,Miami  FL
Miami  FL,Arkport  NY
Arkport  NY,Washington Court House  OH
Washington Court House  OH,Arkport  NY
Arkport  NY,Burbank  CA
Burbank  CA,Arkport  NY
Garrett  IN,Palmetto  GA
Palmetto  GA,Garrett  IN
Garrett  IN,Hanson  KY
Hanson  KY,Garrett  IN
Garrett  IN,Sacramento  CA
Sacramento  CA,Garrett  IN
Garrett  IN,Turlock  CA
Turlock  CA,Garrett  IN
Garrett  IN,San Diego  CA
San Diego  CA,Garrett  IN
Garrett  IN,Burna  KY
Burna  KY,Garrett  IN
Garrett  IN,Renton  WA
Renton  WA,Garrett  IN
Sandpoint  ID,Chatham  NJ
Chatham  NJ,Sandpoint  ID
Sandpoint  ID,Burbank  CA
Burbank  CA,Sandpoint  ID
Sandpoint  ID,San Diego  CA
San Diego  CA,Sandpoint  ID
Sandpoint  ID,Highland  IL
Highland  IL,Sandpoint  ID
Sherman Oaks  CA,Stamford  CT
Stamford  CT,Sherman Oaks  CA
Sherman Oaks  CA,Lake Forest  CA
Lake Forest  CA,Sherman Oaks  CA
Sherman Oaks  CA,Gilbert  AZ
Gilbert  AZ,Sherman Oaks  CA
Sherman Oaks  CA,Waterford  MI
Waterford  MI,Sherman Oaks  CA
Sherman Oaks  CA,La Grande  OR
La Grande  OR,Sherman Oaks  CA
Sherman Oaks  CA,Grangeville  ID
Grangeville  ID,Sherman Oaks  CA
Sherman Oaks  CA,Santa Clarita  CA
Santa Clarita  CA,Sherman Oaks  CA
Sherman Oaks  CA,San Antonio  TX
San Antonio  TX,Sherman Oaks  CA
Sherman Oaks  CA,Windham  NH
Windham  NH,Sherman Oaks  CA
Grangeville  ID,Brinnon  WA
Brinnon  WA,Grangeville  ID
Grangeville  ID,Mexico Beach  FL
Mexico Beach  FL,Grangeville  ID
Grangeville  ID,Madras  OR
Madras  OR,Grangeville  ID
Seattle  WA,Boston  MA
Boston  MA,Seattle  WA
Seattle  WA,Gresham  OR
Gresham  OR,Seattle  WA
Seattle  WA,Downers Grove  IL
Downers Grove  IL,Seattle  WA
Seattle  WA,Merrillville  IN
Merrillville  IN,Seattle  WA
Seattle  WA,Bishops Head  MD
Bishops Head  MD,Seattle  WA
Seattle  WA,Orlando  DE
Orlando  DE,Seattle  WA
Seattle  WA,Fredericksburg  VA
Fredericksburg  VA,Seattle  WA
Seattle  WA,Apache Junction  AZ
Apache Junction  AZ,Seattle  WA
Seattle  WA,Huron  SD
Huron  SD,Seattle  WA
Seattle  WA,McVeytown  PA
McVeytown  PA,Seattle  WA
Seattle  WA,Boulder  UT
Boulder  UT,Seattle  WA
