origin,destination
South Bend  IN,Los Angeles  CA
Los Angeles  CA,South Bend  IN
South Bend  IN,Winter Park  FL
Winter Park  FL,South Bend  IN
South Bend  IN,Gastonia  NC
Gastonia  NC,South Bend  IN
South Bend  IN,Hawthorne  CA
Hawthorne  CA,South Bend  IN
South Bend  IN,Cohutta  GA
Cohutta  GA,South Bend  IN
South Bend  IN,Colebrook  NH
Colebrook  NH,South Bend  IN
South Bend  IN,Clifton  NJ
Clifton  NJ,South Bend  IN
South Bend  IN,Tucson  AZ
Tucson  AZ,South Bend  IN
South Bend  IN,Fontana  CA
Fontana  CA,South Bend  IN
South Bend  IN,Murfreesboro  TN
Murfreesboro  TN,South Bend  IN
South Bend  IN,Birmingham  AL
Birmingham  AL,South Bend  IN
Tillamook  OR,Coquille  OR
Coquille  OR,Tillamook  OR
Tillamook  OR,Maiden  NC
Maiden  NC,Tillamook  OR
Tillamook  OR,Waxahachie  TX
Waxahachie  TX,Tillamook  OR
Medford  OR,Suffolk  VA
Suffolk  VA,Medford  OR
Medford  OR,Salisbury  NC
Salisbury  NC,Medford  OR
Medford  OR,Grand Haven  MI
Grand Haven  MI,Medford  OR
Medford  OR,Roxboro  NC
Roxboro  NC,Medford  OR
Medford  OR,Sultana  CA
Sultana  CA,Medford  OR
Medford  OR,Scottsdale  AZ
Scottsdale  AZ,Medford  OR
Medford  OR,Licking  MO
Licking  MO,Medford  OR
Seatac  WA,Shalimar  FL
Shalimar  FL,Seatac  WA
Seatac  WA,San Marcos  TX
San Marcos  TX,Seatac  WA
Seatac  WA,Northfield  OH
Northfield  OH,Seatac  WA
Mesa  AZ,Sun City  CA
Sun City  CA,Mesa  AZ
Mesa  AZ,Sunnyside  WA
Sunnyside  WA,Mesa  AZ
Mesa  AZ,Monmouth County  NJ
Monmouth County  NJ,Mesa  AZ
Mesa  AZ,Burbank  CA
Burbank  CA,Mesa  AZ
Mesa  AZ,Lake Jackson  TX
Lake Jackson  TX,Mesa  AZ
Mesa  AZ,Bend  OR
Bend  OR,Mesa  AZ
Mesa  AZ,Lehigh Acres  FL
Lehigh Acres  FL,Mesa  AZ
Redmond  OR,Riverside  CA
Riverside  CA,Redmond  OR
Redmond  OR,Sarasota  FL
Sarasota  FL,Redmond  OR
Redmond  OR,Lone Pine  CA
Lone Pine  CA,Redmond  OR
Redmond  OR,Pottsville  AR
Pottsville  AR,Redmond  OR
Redmond  OR,Renton  WA
Renton  WA,Redmond  OR
Redmond  OR,Artesia  CA
Artesia  CA,Redmond  OR
Fredericksburg  VA,San Jose  CA
San Jose  CA,Fredericksburg  VA
Fredericksburg  VA,Lowrys  SC
Lowrys  SC,Fredericksburg  VA
Fredericksburg  VA,Hayward  CA
Hayward  CA,Fredericksburg  VA
Fredericksburg  VA,Shiloh  NC
Shiloh  NC,Fredericksburg  VA
Fredericksburg  VA,Middlebury  CT
Middlebury  CT,Fredericksburg  VA
Fredericksburg  VA,Houston  TX
Houston  TX,Fredericksburg  VA
Fredericksburg  VA,Valparaiso  IN
Valparaiso  IN,Fredericksburg  VA
Fredericksburg  VA,Statesville  NC
Statesville  NC,Fredericksburg  VA
Conyers  GA,Lebanon  IN
Lebanon  IN,Conyers  GA
Conyers  GA,Merriam  KS
Merriam  KS,Conyers  GA
Conyers  GA,Lincoln City  OR
Lincoln City  OR,Conyers  GA
Conyers  GA,Escondido  CA
Escondido  CA,Conyers  GA
Conyers  GA,Wallingford  IA
Wallingford  IA,Conyers  GA
Mansfield  OH,Pratt  KS
Pratt  KS,Mansfield  OH
