origin,destination
Tacoma  WA,Seattle  WA
Seattle  WA,Tacoma  WA
Tacoma  WA,South East Merced  CA
South East Merced  CA,Tacoma  WA
Tacoma  WA,Van Nuys  CA
Van Nuys  CA,Tacoma  WA
Tacoma  WA,Las Vegas  NV
Las Vegas  NV,Tacoma  WA
Tacoma  WA,Jack Fork Mountains  OK
Jack Fork Mountains  OK,Tacoma  WA
Tacoma  WA,Pflugerville  TX
Pflugerville  TX,Tacoma  WA
Stanwood  WA,Lynnwood  WA
Lynnwood  WA,Stanwood  WA
Stanwood  WA,Deming  NM
Deming  NM,Stanwood  WA
Bellevue  WA,Vancouver  WA
Vancouver  WA,Bellevue  WA
Bellevue  WA,Lynnwood  WA
Lynnwood  WA,Bellevue  WA
Bellevue  WA,Bothell  WA
Bothell  WA,Bellevue  WA
Bellevue  WA,Sacramento  CA
Sacramento  CA,Bellevue  WA
Bellevue  WA,Santa Rosa  CA
Santa Rosa  CA,Bellevue  WA
Bellevue  WA,Hazel Dell  WA
Hazel Dell  WA,Bellevue  WA
Bellevue  WA,Shelton  WA
Shelton  WA,Bellevue  WA
Bellevue  WA,Crescent Lake  WA
Crescent Lake  WA,Bellevue  WA
Bellevue  WA,Nashua  NH
Nashua  NH,Bellevue  WA
Woodland  WA,Richmond  KY
Richmond  KY,Woodland  WA
Woodland  WA,Phillips  WI
Phillips  WI,Woodland  WA
Woodland  WA,Santee  CA
Santee  CA,Woodland  WA
Bakersfield  CA,Redwood  CA
Redwood  CA,Bakersfield  CA
Bakersfield  CA,Moosehead Lake  ME
Moosehead Lake  ME,Bakersfield  CA
Bakersfield  CA,Lacey  WA
Lacey  WA,Bakersfield  CA
Bakersfield  CA,Reno  NV
Reno  NV,Bakersfield  CA
Bakersfield  CA,Berthid  CO
Berthid  CO,Bakersfield  CA
Bakersfield  CA,Memphis  TN
Memphis  TN,Bakersfield  CA
Portland  OR,Clinton  MO
Clinton  MO,Portland  OR
Portland  OR,Oregon City  OR
Oregon City  OR,Portland  OR
Portland  OR,Tucson  AZ
Tucson  AZ,Portland  OR
Portland  OR,Clearwater  FL
Clearwater  FL,Portland  OR
Portland  OR,Alum Creek  WV
Alum Creek  WV,Portland  OR
Beaverton  OR,Sacramento  CA
Sacramento  CA,Beaverton  OR
Beaverton  OR,Puyallup  WA
Puyallup  WA,Beaverton  OR
Seattle  WA,Bellevue  WA
Bellevue  WA,Seattle  WA
Seattle  WA,Lancaster  WA
Lancaster  WA,Seattle  WA
Seattle  WA,Naples  FL
Naples  FL,Seattle  WA
Seattle  WA,Fort Myers Beach  FL
Fort Myers Beach  FL,Seattle  WA
Seattle  WA,Arlington  WA
Arlington  WA,Seattle  WA
Seattle  WA,Interstate 10  FL
Interstate 10  FL,Seattle  WA
Seattle  WA,Laughlin  NV
Laughlin  NV,Seattle  WA
Seattle  WA,Willamsburg  VA
Willamsburg  VA,Seattle  WA
Seattle  WA,Enola  PA
Enola  PA,Seattle  WA
Martinez  CA,Coon Valley  WI
Coon Valley  WI,Martinez  CA
Martinez  CA,Putman  CT
Putman  CT,Martinez  CA
Martinez  CA,Gig Harbor  WA
Gig Harbor  WA,Martinez  CA
Martinez  CA,Redmond  WA
Redmond  WA,Martinez  CA
Martinez  CA,Las Vegas  NV
Las Vegas  NV,Martinez  CA
Tacoma  WA,Martinez  CA
Martinez  CA,Tacoma  WA
Tacoma  WA,Snoqualmie Pass  WA
Snoqualmie Pass  WA,Tacoma  WA
Tacoma  WA,Federal Way  WA
Federal Way  WA,Tacoma  WA
Tacoma  WA,Silverton  OR
Silverton  OR,Tacoma  WA
Tacoma  WA,Redmond  WA
Redmond  WA,Tacoma  WA
Vashon Island  WA,Crescent City  CA
Crescent City  CA,Vashon Island  WA
Vashon Island  WA,Arcadia Shores  WA
Arcadia Shores  WA,Vashon Island  WA
Vashon Island  WA,Tacoma  WA
Tacoma  WA,Vashon Island  WA
Vashon Island  WA,Fife  WA
Fife  WA,Vashon Island  WA
Vashon Island  WA,Hoh River  WA
Hoh River  WA,Vashon Island  WA
Vashon Island  WA,Cuena Park  CA
Cuena Park  CA,Vashon Island  WA
Vashon Island  WA,Sandpoint  ID
Sandpoint  ID,Vashon Island  WA
