origin,destination
Lecompte  LA,Windsor  NC
Windsor  NC,Lecompte  LA
Lecompte  LA,Francesville  IN
Francesville  IN,Lecompte  LA
Cherokee  NC,Redondo Beach  CA
Redondo Beach  CA,Cherokee  NC
Cherokee  NC,Shelby Townsip  MI
Shelby Townsip  MI,Cherokee  NC
Cherokee  NC,Des Plaines  IL
Des Plaines  IL,Cherokee  NC
Cherokee  NC,Port St. Joe  FL
Port St. Joe  FL,Cherokee  NC
Cherokee  NC,Candia  NH
Candia  NH,Cherokee  NC
Cherokee  NC,Coeur d&apos;Alene  ID
Coeur d&apos;Alene  ID,Cherokee  NC
Cherokee  NC,Greenwich  CT
Greenwich  CT,Cherokee  NC
