origin,destination
Portland  OR,Vacaville  CA
Vacaville  CA,Portland  OR
Portland  OR,Fairfield  CA
Fairfield  CA,Portland  OR
Portland  OR,Kapaa  HI
Kapaa  HI,Portland  OR
Portland  OR,Stuttgart  AR
Stuttgart  AR,Portland  OR
Portland  OR,Willsboro  NY
Willsboro  NY,Portland  OR
Portland  OR,Cleveland  OH
Cleveland  OH,Portland  OR
Portland  OR,Stockton  CA
Stockton  CA,Portland  OR
Portland  OR,Nenana  AK
Nenana  AK,Portland  OR
Portland  OR,Bothell  WA
Bothell  WA,Portland  OR
Portland  OR,Flagstaff  AZ
Flagstaff  AZ,Portland  OR
Portland  OR,Santa Cruz  CA
Santa Cruz  CA,Portland  OR
Portland  OR,Junction City  OH
Junction City  OH,Portland  OR
Portland  OR,Coon Rapids  MN
Coon Rapids  MN,Portland  OR
Portland  OR,Bicknell  IN
Bicknell  IN,Portland  OR
Hackensack  NJ,New Smyrna Beach  FL
New Smyrna Beach  FL,Hackensack  NJ
Hackensack  NJ,Beckley  WV
Beckley  WV,Hackensack  NJ
Hackensack  NJ,Bloomington  IN
Bloomington  IN,Hackensack  NJ
Hackensack  NJ,Salem  OR
Salem  OR,Hackensack  NJ
Hackensack  NJ,Savannah  GA
Savannah  GA,Hackensack  NJ
Salinas  CA,Santa Clara  CA
Santa Clara  CA,Salinas  CA
Salinas  CA,Ridgefield  WA
Ridgefield  WA,Salinas  CA
Salinas  CA,Summerville  SC
Summerville  SC,Salinas  CA
Salinas  CA,Conway  AR
Conway  AR,Salinas  CA
Salinas  CA,Pittsburg  CA
Pittsburg  CA,Salinas  CA
Salinas  CA,Grand Rapids  MI
Grand Rapids  MI,Salinas  CA
Salinas  CA,Nashville  TN
Nashville  TN,Salinas  CA
Salinas  CA,Red Rock Canyon  NV
Red Rock Canyon  NV,Salinas  CA
Salinas  CA,Indianapolis  IN
Indianapolis  IN,Salinas  CA
Salinas  CA,New York City  NY
New York City  NY,Salinas  CA
West Liberty  KY,Redmond  WA
Redmond  WA,West Liberty  KY
West Liberty  KY,Sevierville  TN
Sevierville  TN,West Liberty  KY
West Liberty  KY,Placervile  CA
Placervile  CA,West Liberty  KY
West Liberty  KY,Green Ridge St Forest  MD
Green Ridge St Forest  MD,West Liberty  KY
West Liberty  KY,Hanford  CA
Hanford  CA,West Liberty  KY
West Liberty  KY,Berkeley  CA
Berkeley  CA,West Liberty  KY
West Liberty  KY,Hudson River  NY
Hudson River  NY,West Liberty  KY
West Liberty  KY,Zumbrota  MN
Zumbrota  MN,West Liberty  KY
West Liberty  KY,Durham  NH
Durham  NH,West Liberty  KY
West Liberty  KY,Brule  WI
Brule  WI,West Liberty  KY
West Liberty  KY,Wiley  WA
Wiley  WA,West Liberty  KY
West Liberty  KY,Tustin  WI
Tustin  WI,West Liberty  KY
West Liberty  KY,Hawkinsville  GA
Hawkinsville  GA,West Liberty  KY
West Liberty  KY,Sutton  WV
Sutton  WV,West Liberty  KY
Minneapolis  MN,Sulphur Springs  TX
Sulphur Springs  TX,Minneapolis  MN
Minneapolis  MN,DePere  WI
DePere  WI,Minneapolis  MN
Minneapolis  MN,Carrollton  TX
Carrollton  TX,Minneapolis  MN
Minneapolis  MN,Columbia  NH
Columbia  NH,Minneapolis  MN
Salem  OR,Lake Oswego  OR
Lake Oswego  OR,Salem  OR
Salem  OR,Manasota Key  FL
Manasota Key  FL,Salem  OR
Renton  WA,Los Altos  CA
Los Altos  CA,Renton  WA
Renton  WA,Bothell  WA
Bothell  WA,Renton  WA
Renton  WA,Mentor  OH
Mentor  OH,Renton  WA
Renton  WA,Mount Shasta  CA
Mount Shasta  CA,Renton  WA
Renton  WA,Santa Cruz  CA
Santa Cruz  CA,Renton  WA
Renton  WA,Marathon  FL
Marathon  FL,Renton  WA
Arlington  VA,Gardendale  AL
Gardendale  AL,Arlington  VA
Arlington  VA,Kansas City  KS
Kansas City  KS,Arlington  VA
Arlington  VA,Atlanta  GA
Atlanta  GA,Arlington  VA
Arlington  VA,Vacaville  CA
Vacaville  CA,Arlington  VA
Arlington  VA,Pollock Pines  CA
Pollock Pines  CA,Arlington  VA
Arlington  VA,Brentwood  TN
Brentwood  TN,Arlington  VA
Arlington  VA,Bremerton  WA
Bremerton  WA,Arlington  VA
Arlington  VA,Cotton  MN
Cotton  MN,Arlington  VA
Arlington  VA,Milwaukee  WI
Milwaukee  WI,Arlington  VA
Arlington  VA,Houston  TX
Houston  TX,Arlington  VA
Arlington  VA,Modesto  CA
Modesto  CA,Arlington  VA
Spokane  WA,Casper  WY
Casper  WY,Spokane  WA
Spokane  WA,Bradley Beach  NJ
Bradley Beach  NJ,Spokane  WA
Union  NJ,Olympia  WA
Olympia  WA,Union  NJ
Union  NJ,Campbell  CA
Campbell  CA,Union  NJ
Union  NJ,Pagosa Springs  CO
Pagosa Springs  CO,Union  NJ
Union  NJ,Navarre Beach  FL
Navarre Beach  FL,Union  NJ
Union  NJ,Idaho City  ID
Idaho City  ID,Union  NJ
Union  NJ,Darlington  SC
Darlington  SC,Union  NJ
Tulsa  OK,Blanchardville  WI
Blanchardville  WI,Tulsa  OK
Tulsa  OK,Mt Rainier  WA
Mt Rainier  WA,Tulsa  OK
Tulsa  OK,Bellingham  WA
Bellingham  WA,Tulsa  OK
Tulsa  OK,Ashland  OH
Ashland  OH,Tulsa  OK
Tulsa  OK,Selinsgrove  PA
Selinsgrove  PA,Tulsa  OK
Tulsa  OK,Wilmington  MA
Wilmington  MA,Tulsa  OK
Tulsa  OK,Claremont  CA
Claremont  CA,Tulsa  OK
Tulsa  OK,Newburyport  MA
Newburyport  MA,Tulsa  OK
Tulsa  OK,DePere  WI
DePere  WI,Tulsa  OK
Rushville  IL,Nampa  ID
Nampa  ID,Rushville  IL
Rushville  IL,Danville  VA
Danville  VA,Rushville  IL
Rushville  IL,Secane  PA
Secane  PA,Rushville  IL
Rushville  IL,Minneapolis  MN
Minneapolis  MN,Rushville  IL
Rushville  IL,Terre Haute  IN
Terre Haute  IN,Rushville  IL
Rushville  IL,Lebanon  OH
Lebanon  OH,Rushville  IL
Rushville  IL,Egg Harbor  WY
Egg Harbor  WY,Rushville  IL
Rushville  IL,Santa Ana  CA
Santa Ana  CA,Rushville  IL
Rushville  IL,Plantation  FL
Plantation  FL,Rushville  IL
Rushville  IL,Temecula  CA
Temecula  CA,Rushville  IL
Rushville  IL,Bath  ME
Bath  ME,Rushville  IL
Cheyenne  WY,Council Bluffs  IA
Council Bluffs  IA,Cheyenne  WY
Cheyenne  WY,Canby  OR
Canby  OR,Cheyenne  WY
Cheyenne  WY,Boring  OR
Boring  OR,Cheyenne  WY
Cheyenne  WY,Dandridge  TN
Dandridge  TN,Cheyenne  WY
Cheyenne  WY,Honolulu  HI
Honolulu  HI,Cheyenne  WY
Cheyenne  WY,Virginia Beach  VA
Virginia Beach  VA,Cheyenne  WY
Cheyenne  WY,Phoenix  AZ
Phoenix  AZ,Cheyenne  WY
