origin,destination
Columbus  OH,Hilltop  NJ
Hilltop  NJ,Columbus  OH
Columbus  OH,Burley  WA
Burley  WA,Columbus  OH
Columbus  OH,Mountain City  TN
Mountain City  TN,Columbus  OH
Columbus  OH,Florence  OR
Florence  OR,Columbus  OH
Ammon  ID,Lake Jackson  TX
Lake Jackson  TX,Ammon  ID
Ammon  ID,Byron Center  MI
Byron Center  MI,Ammon  ID
Las Vegas  NV,Fort Wayne  IN
Fort Wayne  IN,Las Vegas  NV
Las Vegas  NV,Show Low  AZ
Show Low  AZ,Las Vegas  NV
Las Vegas  NV,Chesapeake  VA
Chesapeake  VA,Las Vegas  NV
Fontana  CA,Whatcom County  WA
Whatcom County  WA,Fontana  CA
Fontana  CA,San Antonio  TX
San Antonio  TX,Fontana  CA
Fontana  CA,Haymarket  VA
Haymarket  VA,Fontana  CA
Fontana  CA,Orlando  FL
Orlando  FL,Fontana  CA
Flint  MI,Boulder Creek  CA
Boulder Creek  CA,Flint  MI
Flint  MI,Lockwood  NV
Lockwood  NV,Flint  MI
Flint  MI,Evington  VA
Evington  VA,Flint  MI
Jacksonville  FL,Mobile  AL
Mobile  AL,Jacksonville  FL
Jacksonville  FL,Patricia  TX
Patricia  TX,Jacksonville  FL
Redmond  WA,Bedford  VA
Bedford  VA,Redmond  WA
Redmond  WA,Everett  WA
Everett  WA,Redmond  WA
Lake Havasu  AZ,Flint  MI
Flint  MI,Lake Havasu  AZ
Lake Havasu  AZ,Spokane  WA
Spokane  WA,Lake Havasu  AZ
Lake Havasu  AZ,Snoqualmie  WA
Snoqualmie  WA,Lake Havasu  AZ
Redmond  WA,Auburn  WA
Auburn  WA,Redmond  WA
Redmond  WA,Grover Beach  CA
Grover Beach  CA,Redmond  WA
Redmond  WA,Salinas  CA
Salinas  CA,Redmond  WA
Redmond  WA,Monterey  CA
Monterey  CA,Redmond  WA
Redmond  WA,Fort Wayne  IN
Fort Wayne  IN,Redmond  WA
Redmond  WA,Seattle  WA
Seattle  WA,Redmond  WA
Redmond  WA,Burien  WA
Burien  WA,Redmond  WA
Redmond  WA,Kingsford Heights  IN
Kingsford Heights  IN,Redmond  WA
Harmony  ME,San Francisco  CA
San Francisco  CA,Harmony  ME
Harmony  ME,Florence  OR
Florence  OR,Harmony  ME
Jacksonville  FL,Ventura  CA
Ventura  CA,Jacksonville  FL
Jacksonville  FL,Elma  WA
Elma  WA,Jacksonville  FL
Jacksonville  FL,Rainsville  AL
Rainsville  AL,Jacksonville  FL
Jacksonville  FL,Shippensburg  PA
Shippensburg  PA,Jacksonville  FL
Fort Wayne  IN,Eugene  OR
Eugene  OR,Fort Wayne  IN
Fort Wayne  IN,Honolulu  HI
Honolulu  HI,Fort Wayne  IN
Fort Wayne  IN,Warren  MI
Warren  MI,Fort Wayne  IN
Fort Wayne  IN,Murphy  NC
Murphy  NC,Fort Wayne  IN
Fort Wayne  IN,Hollywood  CA
Hollywood  CA,Fort Wayne  IN
