origin,destination
Chattanooga  TN,Hurricane  UT
Hurricane  UT,Chattanooga  TN
Chattanooga  TN,Denver  CO
Denver  CO,Chattanooga  TN
sikeston  MO,Middletown  CT
Middletown  CT,sikeston  MO
sikeston  MO,Caldwell  ID
Caldwell  ID,sikeston  MO
sikeston  MO,Rocklin  CA
Rocklin  CA,sikeston  MO
Bakersville  NC,Overton  NV
Overton  NV,Bakersville  NC
Bakersville  NC,Palm Springs  CA
Palm Springs  CA,Bakersville  NC
Buckeye  AZ,Lynnwood  WA
Lynnwood  WA,Buckeye  AZ
Buckeye  AZ,East Rochester  NY
East Rochester  NY,Buckeye  AZ
Buckeye  AZ,West Islip  NY
West Islip  NY,Buckeye  AZ
Buckeye  AZ,Dracut  MA
Dracut  MA,Buckeye  AZ
Buckeye  AZ,Kenai  AK
Kenai  AK,Buckeye  AZ
Fridley  MN,Papillion  NE
Papillion  NE,Fridley  MN
Fridley  MN,Grand Rapids  MI
Grand Rapids  MI,Fridley  MN
Fridley  MN,Canyon Country  CA
Canyon Country  CA,Fridley  MN
Fridley  MN,Fultz  IL
Fultz  IL,Fridley  MN
Fridley  MN,North Lynnwood  WA
North Lynnwood  WA,Fridley  MN
Fridley  MN,Boundary Waters  MN
Boundary Waters  MN,Fridley  MN
Roy  WA,West Sunbury  PA
West Sunbury  PA,Roy  WA
Roy  WA,Golden Valley  AZ
Golden Valley  AZ,Roy  WA
Roy  WA,Lahaina  HI
Lahaina  HI,Roy  WA
Roy  WA,Clearfield  UT
Clearfield  UT,Roy  WA
Roy  WA,Bigfork  MT
Bigfork  MT,Roy  WA
Roy  WA,Idaho Falls  ID
Idaho Falls  ID,Roy  WA
Roy  WA,Denmark  ME
Denmark  ME,Roy  WA
Roy  WA,Robertson County  TX
Robertson County  TX,Roy  WA
Roy  WA,Buffalo  NY
Buffalo  NY,Roy  WA
Roy  WA,Shelbina  MO
Shelbina  MO,Roy  WA
Salinas  CA,Philadelphia  PA
Philadelphia  PA,Salinas  CA
Salinas  CA,Kaiser  MO
Kaiser  MO,Salinas  CA
Salinas  CA,Woodridge  IL
Woodridge  IL,Salinas  CA
Salinas  CA,Sioux City  IA
Sioux City  IA,Salinas  CA
Salinas  CA,Kalamazoo  MI
Kalamazoo  MI,Salinas  CA
Tucson  AZ,Grand Rapids  MI
Grand Rapids  MI,Tucson  AZ
Tucson  AZ,Pinckney  MI
Pinckney  MI,Tucson  AZ
Kingsville  TX,Eustace  TX
Eustace  TX,Kingsville  TX
Kingsville  TX,Atlantic City  WY
Atlantic City  WY,Kingsville  TX
Dale Ville  IN,Sherman Oaks  CA
Sherman Oaks  CA,Dale Ville  IN
Dale Ville  IN,Cantoma  FL
Cantoma  FL,Dale Ville  IN
Dale Ville  IN,Billings  MT
Billings  MT,Dale Ville  IN
Biscoe  NC,Elk River  MN
Elk River  MN,Biscoe  NC
Biscoe  NC,Palm Springs  CA
Palm Springs  CA,Biscoe  NC
Lyons  CO,Livermore Falls  ME
Livermore Falls  ME,Lyons  CO
Lyons  CO,Tucson  AZ
Tucson  AZ,Lyons  CO
Woodlands  TX,Aston  PA
Aston  PA,Woodlands  TX
Woodlands  TX,San Jose  CA
San Jose  CA,Woodlands  TX
Newberg  OR,Lincoln  NH
Lincoln  NH,Newberg  OR
Newberg  OR,Chicago Ridge  IL
Chicago Ridge  IL,Newberg  OR
Newberg  OR,Lost Lake  OR
Lost Lake  OR,Newberg  OR
