origin,destination
Lewiston  ID,Hillsboro  OR
Hillsboro  OR,Lewiston  ID
Lewiston  ID,Livingston  TX
Livingston  TX,Lewiston  ID
Lewiston  ID,Santa Monica  CA
Santa Monica  CA,Lewiston  ID
Lewiston  ID,Colchester  CT
Colchester  CT,Lewiston  ID
Lewiston  ID,Mesa  AZ
Mesa  AZ,Lewiston  ID
Lewiston  ID,Santa Barbara  CA
Santa Barbara  CA,Lewiston  ID
Lewiston  ID,Kennewick  WA
Kennewick  WA,Lewiston  ID
Lewiston  ID,Oregon coastline  OR
Oregon coastline  OR,Lewiston  ID
Lewiston  ID,Ooltewah  TN
Ooltewah  TN,Lewiston  ID
Winchester  KY,Paso Robles  CA
Paso Robles  CA,Winchester  KY
Winchester  KY,Escondido  CA
Escondido  CA,Winchester  KY
Winchester  KY,Licking  MO
Licking  MO,Winchester  KY
Columbus  OH,Choctaw  OK
Choctaw  OK,Columbus  OH
Columbus  OH,McDonough  GA
McDonough  GA,Columbus  OH
Columbus  OH,Southside  AL
Southside  AL,Columbus  OH
Columbus  OH,Saddleback  CA
Saddleback  CA,Columbus  OH
Columbus  OH,Grandview  OH
Grandview  OH,Columbus  OH
Columbus  OH,Littleton  NH
Littleton  NH,Columbus  OH
Columbus  OH,Meriden  CT
Meriden  CT,Columbus  OH
Columbus  OH,Stanwood  WA
Stanwood  WA,Columbus  OH
Columbus  OH,Springfield  NJ
Springfield  NJ,Columbus  OH
Columbus  OH,Kirkland  WA
Kirkland  WA,Columbus  OH
Columbus  OH,Mountain Home  AR
Mountain Home  AR,Columbus  OH
Columbus  OH,Springfield  IL
Springfield  IL,Columbus  OH
Columbus  OH,San Diego  CA
San Diego  CA,Columbus  OH
Columbus  OH,Fairview  TN
Fairview  TN,Columbus  OH
Columbus  OH,Columbia  MO
Columbia  MO,Columbus  OH
Columbus  OH,Irvine  CA
Irvine  CA,Columbus  OH
Columbus  OH,Hilliard  OH
Hilliard  OH,Columbus  OH
Columbus  OH,Holyoke  MA
Holyoke  MA,Columbus  OH
Columbus  OH,Freeport  IL
Freeport  IL,Columbus  OH
Columbus  OH,Scranton  PA
Scranton  PA,Columbus  OH
Wichita Falls  TX,Bristol  CT
Bristol  CT,Wichita Falls  TX
Wichita Falls  TX,Vermillion  SD
Vermillion  SD,Wichita Falls  TX
Wichita Falls  TX,Loveland  CO
Loveland  CO,Wichita Falls  TX
Wichita Falls  TX,Clear Lake  IN
Clear Lake  IN,Wichita Falls  TX
Wichita Falls  TX,Alexandria  LA
Alexandria  LA,Wichita Falls  TX
Wichita Falls  TX,Racine  WI
Racine  WI,Wichita Falls  TX
Wichita Falls  TX,Toppenish  WA
Toppenish  WA,Wichita Falls  TX
Wichita Falls  TX,Rehoboth  MA
Rehoboth  MA,Wichita Falls  TX
Wichita Falls  TX,Danbury  CT
Danbury  CT,Wichita Falls  TX
Wichita Falls  TX,Eugene  OR
Eugene  OR,Wichita Falls  TX
Ralston  NE,Garden City  MO
Garden City  MO,Ralston  NE
Ralston  NE,Chicago  IL
Chicago  IL,Ralston  NE
Ralston  NE,Sandy  UT
Sandy  UT,Ralston  NE
Ralston  NE,North Attleboro  MA
North Attleboro  MA,Ralston  NE
Portland  OR,Grand Rapids  MI
Grand Rapids  MI,Portland  OR
Portland  OR,Bates  MO
Bates  MO,Portland  OR
Portland  OR,Abilene  TX
Abilene  TX,Portland  OR
Portland  OR,Lincoln  RI
Lincoln  RI,Portland  OR
Portland  OR,Atlantic Ocean  FL
Atlantic Ocean  FL,Portland  OR
Portland  OR,Overland Park  KS
Overland Park  KS,Portland  OR
Portland  OR,Trout Lake  WA
Trout Lake  WA,Portland  OR
Portland  OR,Elk River  MN
Elk River  MN,Portland  OR
Lemont  IL,San Bernadino  CA
San Bernadino  CA,Lemont  IL
Lemont  IL,Lone Pine  CA
Lone Pine  CA,Lemont  IL
Lemont  IL,Spokane  WA
Spokane  WA,Lemont  IL
Santa Rosa  CA,Portland  CT
Portland  CT,Santa Rosa  CA
Santa Rosa  CA,Arizona  AZ
Arizona  AZ,Santa Rosa  CA
Santa Rosa  CA,Damariscotta  ME
Damariscotta  ME,Santa Rosa  CA
Santa Rosa  CA,Peoria  AZ
Peoria  AZ,Santa Rosa  CA
Santa Rosa  CA,Bremerton  WA
Bremerton  WA,Santa Rosa  CA
Santa Rosa  CA,Pine Valley  CA
Pine Valley  CA,Santa Rosa  CA
Santa Rosa  CA,Jeffersonville  IN
Jeffersonville  IN,Santa Rosa  CA
Columbia  LA,Seattle  WA
Seattle  WA,Columbia  LA
Columbia  LA,Sarasota  FL
Sarasota  FL,Columbia  LA
Columbia  LA,Fullerton  CA
Fullerton  CA,Columbia  LA
Columbia  LA,State College  PA
State College  PA,Columbia  LA
Columbia  LA,Marble Falls  AR
Marble Falls  AR,Columbia  LA
Columbia  LA,Deming  NM
Deming  NM,Columbia  LA
Columbia  LA,Roswell  GA
Roswell  GA,Columbia  LA
Columbia  LA,Seymour  IN
Seymour  IN,Columbia  LA
Sand Point  ID,Kirkland  WA
Kirkland  WA,Sand Point  ID
Sand Point  ID,Las Vegas  NV
Las Vegas  NV,Sand Point  ID
Sand Point  ID,Clearwater  FL
Clearwater  FL,Sand Point  ID
Sand Point  ID,Redington Beach  FL
Redington Beach  FL,Sand Point  ID
Sand Point  ID,Thonotosassa  FL
Thonotosassa  FL,Sand Point  ID
Seattle  WA,Venice  FL
Venice  FL,Seattle  WA
Seattle  WA,Kansas City  MO
Kansas City  MO,Seattle  WA
Seattle  WA,Salisbury  NH
Salisbury  NH,Seattle  WA
Seattle  WA,Ramona  CA
Ramona  CA,Seattle  WA
Seattle  WA,Lemont  IL
Lemont  IL,Seattle  WA
Seattle  WA,Yakima  WA
Yakima  WA,Seattle  WA
Seattle  WA,Oconomowoc  WI
Oconomowoc  WI,Seattle  WA
Seattle  WA,Lincoln  MT
Lincoln  MT,Seattle  WA
Seattle  WA,Maple Shade  NJ
Maple Shade  NJ,Seattle  WA
Seattle  WA,Grand Rapids  MI
Grand Rapids  MI,Seattle  WA
Larksville  PA,Hesperia  CA
Hesperia  CA,Larksville  PA
