origin,destination
Yakima  WA,Brunswick  ME
Brunswick  ME,Yakima  WA
Yakima  WA,Monroe  WA
Monroe  WA,Yakima  WA
Yakima  WA,Los Angeles  CA
Los Angeles  CA,Yakima  WA
Yakima  WA,Lumpkin  GA
Lumpkin  GA,Yakima  WA
Yakima  WA,Katy  TX
Katy  TX,Yakima  WA
Yakima  WA,Albany  OR
Albany  OR,Yakima  WA
Yakima  WA,Bovina  TX
Bovina  TX,Yakima  WA
Yakima  WA,Lake George  NY
Lake George  NY,Yakima  WA
Yakima  WA,Cypress  CA
Cypress  CA,Yakima  WA
Beach  ND,University Place  WA
University Place  WA,Beach  ND
Beach  ND,Union City  PA
Union City  PA,Beach  ND
Beach  ND,Hoh Rain Forest  WA
Hoh Rain Forest  WA,Beach  ND
Beach  ND,Salmon River  ID
Salmon River  ID,Beach  ND
Beach  ND,Stoughton  WI
Stoughton  WI,Beach  ND
Goshen  NY,Traverse City  MI
Traverse City  MI,Goshen  NY
Goshen  NY,San Angelo  TX
San Angelo  TX,Goshen  NY
Goshen  NY,South Amboy  NJ
South Amboy  NJ,Goshen  NY
Goshen  NY,Fayetteville  AR
Fayetteville  AR,Goshen  NY
Goshen  NY,Wilmington  NC
Wilmington  NC,Goshen  NY
Springfield  MA,Oak Hill  WV
Oak Hill  WV,Springfield  MA
Springfield  MA,Camden  NJ
Camden  NJ,Springfield  MA
Springfield  MA,Newport  PA
Newport  PA,Springfield  MA
Sussex City  NJ,Kalamazoo  MI
Kalamazoo  MI,Sussex City  NJ
Sussex City  NJ,Ellensburg  WA
Ellensburg  WA,Sussex City  NJ
Sussex City  NJ,Alamogordo  NM
Alamogordo  NM,Sussex City  NJ
Sussex City  NJ,Sussex  NJ
Sussex  NJ,Sussex City  NJ
Sussex City  NJ,Sioux City  IA
Sioux City  IA,Sussex City  NJ
Sussex City  NJ,Amarillo  TX
Amarillo  TX,Sussex City  NJ
Sussex City  NJ,Camden  NJ
Camden  NJ,Sussex City  NJ
Sussex City  NJ,Gothenburg  NE
Gothenburg  NE,Sussex City  NJ
Sussex City  NJ,Tucson  AZ
Tucson  AZ,Sussex City  NJ
Sussex City  NJ,Bountiful  UT
Bountiful  UT,Sussex City  NJ
Sussex City  NJ,Jacksonville  IL
Jacksonville  IL,Sussex City  NJ
Sussex City  NJ,Conway  MO
Conway  MO,Sussex City  NJ
North Little Rock  AR,Gilroy  CA
Gilroy  CA,North Little Rock  AR
North Little Rock  AR,Crestview  FL
Crestview  FL,North Little Rock  AR
