origin,destination
Sharps Creek  OR,Strandburg  SD
Strandburg  SD,Sharps Creek  OR
Sharps Creek  OR,Pittsburg  KS
Pittsburg  KS,Sharps Creek  OR
Sharps Creek  OR,Swayzee  IN
Swayzee  IN,Sharps Creek  OR
Little Falls  NJ,Taylorville  IL
Taylorville  IL,Little Falls  NJ
Little Falls  NJ,Vanderbilt  MI
Vanderbilt  MI,Little Falls  NJ
Little Falls  NJ,Lake City  FL
Lake City  FL,Little Falls  NJ
Little Falls  NJ,Poughkeepsie  NY
Poughkeepsie  NY,Little Falls  NJ
Little Falls  NJ,Hollywood  FL
Hollywood  FL,Little Falls  NJ
Little Falls  NJ,Fair Lawn  NJ
Fair Lawn  NJ,Little Falls  NJ
Little Falls  NJ,Edison  NJ
Edison  NJ,Little Falls  NJ
Little Falls  NJ,Grand Prairie  TX
Grand Prairie  TX,Little Falls  NJ
