origin,destination
The Dalles  OR,New Bedford  MA
New Bedford  MA,The Dalles  OR
The Dalles  OR,Reno  NV
Reno  NV,The Dalles  OR
The Dalles  OR,Portland  OR
Portland  OR,The Dalles  OR
The Dalles  OR,Lake Morena  CA
Lake Morena  CA,The Dalles  OR
The Dalles  OR,Detroit  MI
Detroit  MI,The Dalles  OR
The Dalles  OR,Kittanning  PA
Kittanning  PA,The Dalles  OR
The Dalles  OR,Mesa  AZ
Mesa  AZ,The Dalles  OR
Elizaville  KY,Huntsville  OH
Huntsville  OH,Elizaville  KY
Elizaville  KY,none  NV
none  NV,Elizaville  KY
Elizaville  KY,Morrow  OH
Morrow  OH,Elizaville  KY
Elizaville  KY,Wellston  OH
Wellston  OH,Elizaville  KY
Elizaville  KY,Red Bluff  CA
Red Bluff  CA,Elizaville  KY
Elizaville  KY,Point Barrow  AK
Point Barrow  AK,Elizaville  KY
Elizaville  KY,Baldwin  WI
Baldwin  WI,Elizaville  KY
Elizaville  KY,Aberdeen  WA
Aberdeen  WA,Elizaville  KY
Whitney  TX,Paragon  IN
Paragon  IN,Whitney  TX
Whitney  TX,Huntsville  AL
Huntsville  AL,Whitney  TX
