origin,destination
Fort Collins  CO,Wise  VA
Wise  VA,Fort Collins  CO
Fort Collins  CO,Wabeno  WI
Wabeno  WI,Fort Collins  CO
Fort Collins  CO,Coral Springs  FL
Coral Springs  FL,Fort Collins  CO
Fort Collins  CO,Ohio-Michigan border  OH
Ohio-Michigan border  OH,Fort Collins  CO
Fort Collins  CO,Tuscaloosa  AL
Tuscaloosa  AL,Fort Collins  CO
Battle Mountain  NV,Smithville  NJ
Smithville  NJ,Battle Mountain  NV
Battle Mountain  NV,Des Moines  IA
Des Moines  IA,Battle Mountain  NV
Solomans Island  MD,Salem  OR
Salem  OR,Solomans Island  MD
Solomans Island  MD,Woodville  AL
Woodville  AL,Solomans Island  MD
Solomans Island  MD,La Mesa  CA
La Mesa  CA,Solomans Island  MD
Solomans Island  MD,Trion  GA
Trion  GA,Solomans Island  MD
Solomans Island  MD,Creston  WA
Creston  WA,Solomans Island  MD
