origin,destination
Windsor  CA,Brightwood  VA
Brightwood  VA,Windsor  CA
Windsor  CA,Midlothian  IL
Midlothian  IL,Windsor  CA
Windsor  CA,New York  NY
New York  NY,Windsor  CA
Windsor  CA,Magnolia  AR
Magnolia  AR,Windsor  CA
Windsor  CA,Birmingham  AL
Birmingham  AL,Windsor  CA
Windsor  CA,Miami Lakes  FL
Miami Lakes  FL,Windsor  CA
Windsor  CA,Goleta  CA
Goleta  CA,Windsor  CA
Windsor  CA,Cedar Falls  IA
Cedar Falls  IA,Windsor  CA
Windsor  CA,Lake Havasu City  AZ
Lake Havasu City  AZ,Windsor  CA
Windsor  CA,Lake Station  IN
Lake Station  IN,Windsor  CA
Windsor  CA,Amityville  NY
Amityville  NY,Windsor  CA
Windsor  CA,Cape May  NJ
Cape May  NJ,Windsor  CA
Windsor  CA,Manitou Beach  MI
Manitou Beach  MI,Windsor  CA
Windsor  CA,Eagle Pass  TX
Eagle Pass  TX,Windsor  CA
Windsor  CA,Dover  DE
Dover  DE,Windsor  CA
Windsor  CA,Riverside  NJ
Riverside  NJ,Windsor  CA
Charlotte  NC,Crown Point  IN
Crown Point  IN,Charlotte  NC
Charlotte  NC,Shattuck  OK
Shattuck  OK,Charlotte  NC
Charlotte  NC,Melvern  KS
Melvern  KS,Charlotte  NC
Charlotte  NC,Ypsilanti  MI
Ypsilanti  MI,Charlotte  NC
Charlotte  NC,Simi Valley  CA
Simi Valley  CA,Charlotte  NC
Charlotte  NC,Newtown  CT
Newtown  CT,Charlotte  NC
Charlotte  NC,Washington  MO
Washington  MO,Charlotte  NC
Charlotte  NC,Millerton  NY
Millerton  NY,Charlotte  NC
Charlotte  NC,Chambersburg  PA
Chambersburg  PA,Charlotte  NC
Charlotte  NC,San Pedro  CA
San Pedro  CA,Charlotte  NC
Charlotte  NC,Buford  GA
Buford  GA,Charlotte  NC
Charlotte  NC,Barton Hills  MI
Barton Hills  MI,Charlotte  NC
Charlotte  NC,Fairlee  VT
Fairlee  VT,Charlotte  NC
Charlotte  NC,Oak Hill  WV
Oak Hill  WV,Charlotte  NC
Charlotte  NC,Burlington  NC
Burlington  NC,Charlotte  NC
Charlotte  NC,Grand Pass  MO
Grand Pass  MO,Charlotte  NC
Charlotte  NC,Vernon  WI
Vernon  WI,Charlotte  NC
Charlotte  NC,Chattanooga  TN
Chattanooga  TN,Charlotte  NC
Charlotte  NC,San Martin  CA
San Martin  CA,Charlotte  NC
Charlotte  NC,Houston  TX
Houston  TX,Charlotte  NC
Charlotte  NC,New Florence  MO
New Florence  MO,Charlotte  NC
Charlotte  NC,Zanesville  OH
Zanesville  OH,Charlotte  NC
Charlotte  NC,Altmar  NY
Altmar  NY,Charlotte  NC
Longmont  CO,Mohnton  PA
Mohnton  PA,Longmont  CO
Longmont  CO,Round Rock  TX
Round Rock  TX,Longmont  CO
Longmont  CO,Arvada  CO
Arvada  CO,Longmont  CO
Longmont  CO,Pittsfield  MA
Pittsfield  MA,Longmont  CO
Longmont  CO,Rimrock  AZ
Rimrock  AZ,Longmont  CO
Longmont  CO,Taylorsville  GA
Taylorsville  GA,Longmont  CO
Longmont  CO,Manhattan  MT
Manhattan  MT,Longmont  CO
Longmont  CO,Antioch  CA
Antioch  CA,Longmont  CO
Longmont  CO,Santa Barbara  CA
Santa Barbara  CA,Longmont  CO
Longmont  CO,Tacoma  WA
Tacoma  WA,Longmont  CO
Longmont  CO,Orwigsburg  PA
Orwigsburg  PA,Longmont  CO
Huntsville  AL,San Bernardino  CA
San Bernardino  CA,Huntsville  AL
Huntsville  AL,Kansas City  MO
Kansas City  MO,Huntsville  AL
Huntsville  AL,Atlantic and Audubon  IA
Atlantic and Audubon  IA,Huntsville  AL
Huntsville  AL,San Diego  CA
San Diego  CA,Huntsville  AL
Huntsville  AL,Prescott  AZ
Prescott  AZ,Huntsville  AL
Huntsville  AL,Douglas  MI
Douglas  MI,Huntsville  AL
Huntsville  AL,Palatine  IL
Palatine  IL,Huntsville  AL
Huntsville  AL,Blackshear  GA
Blackshear  GA,Huntsville  AL
Huntsville  AL,Nevada  MO
Nevada  MO,Huntsville  AL
Mesa  AZ,Boulder Creek  CA
Boulder Creek  CA,Mesa  AZ
Mesa  AZ,Highland Park  IL
Highland Park  IL,Mesa  AZ
Mesa  AZ,Cameron  MO
Cameron  MO,Mesa  AZ
Mesa  AZ,Miami  FL
Miami  FL,Mesa  AZ
Mesa  AZ,Sturbridge  MA
Sturbridge  MA,Mesa  AZ
Centralia  WA,Sacramento  CA
Sacramento  CA,Centralia  WA
Centralia  WA,Edgewater  FL
Edgewater  FL,Centralia  WA
Centralia  WA,Cleveland  OH
Cleveland  OH,Centralia  WA
Centralia  WA,Honey Grove  TX
Honey Grove  TX,Centralia  WA
Centralia  WA,Allentown  PA
Allentown  PA,Centralia  WA
Centralia  WA,Shawnee  OK
Shawnee  OK,Centralia  WA
Centralia  WA,Downey  CA
Downey  CA,Centralia  WA
Centralia  WA,Snohomish  WA
Snohomish  WA,Centralia  WA
Centralia  WA,Utopia  TX
Utopia  TX,Centralia  WA
Corpus Christi  TX,Newington  GA
Newington  GA,Corpus Christi  TX
Corpus Christi  TX,Otley  IA
Otley  IA,Corpus Christi  TX
Corpus Christi  TX,Tupelo  MS
Tupelo  MS,Corpus Christi  TX
Corpus Christi  TX,Quincy  WA
Quincy  WA,Corpus Christi  TX
Corpus Christi  TX,Ventura  CA
Ventura  CA,Corpus Christi  TX
Corpus Christi  TX,Los Angeles  CA
Los Angeles  CA,Corpus Christi  TX
Corpus Christi  TX,Hampden  ME
Hampden  ME,Corpus Christi  TX
Corpus Christi  TX,Rowesville  SC
Rowesville  SC,Corpus Christi  TX
Corpus Christi  TX,Louisville  AR
Louisville  AR,Corpus Christi  TX
Corpus Christi  TX,Las Vegas  NV
Las Vegas  NV,Corpus Christi  TX
Miami  FL,Gladstone  MO
Gladstone  MO,Miami  FL
Miami  FL,East Meadow  NY
East Meadow  NY,Miami  FL
Miami  FL,Morehead  KY
Morehead  KY,Miami  FL
Miami  FL,Crosby  TX
Crosby  TX,Miami  FL
Miami  FL,Pontiac  MI
Pontiac  MI,Miami  FL
Miami  FL,Dunn  NC
Dunn  NC,Miami  FL
Miami  FL,El Dorado  KS
El Dorado  KS,Miami  FL
Council Bluffs  IA,Katy  TX
Katy  TX,Council Bluffs  IA
Council Bluffs  IA,Encinitas  CA
Encinitas  CA,Council Bluffs  IA
Council Bluffs  IA,Shawnee  WY
Shawnee  WY,Council Bluffs  IA
Council Bluffs  IA,Moore  OK
Moore  OK,Council Bluffs  IA
Council Bluffs  IA,South Shore  KY
South Shore  KY,Council Bluffs  IA
Council Bluffs  IA,Glen Ellyn  IL
Glen Ellyn  IL,Council Bluffs  IA
Council Bluffs  IA,Pocahontas  AR
Pocahontas  AR,Council Bluffs  IA
Council Bluffs  IA,Powell  OH
Powell  OH,Council Bluffs  IA
Council Bluffs  IA,Orwigsburg  PA
Orwigsburg  PA,Council Bluffs  IA
Council Bluffs  IA,Kissimmee  FL
Kissimmee  FL,Council Bluffs  IA
Council Bluffs  IA,Hayesville  NC
Hayesville  NC,Council Bluffs  IA
Manteca  CA,Downingtown  PA
Downingtown  PA,Manteca  CA
Manteca  CA,Andover  KS
Andover  KS,Manteca  CA
Manteca  CA,Riverside  CA
Riverside  CA,Manteca  CA
Manteca  CA,McMinnville  OR
McMinnville  OR,Manteca  CA
Manteca  CA,Rockford  IL
Rockford  IL,Manteca  CA
Meriden  CT,Boston  MA
Boston  MA,Meriden  CT
Meriden  CT,Millerton  NY
Millerton  NY,Meriden  CT
Meriden  CT,Wellesley  MA
Wellesley  MA,Meriden  CT
Meriden  CT,Dallas  TX
Dallas  TX,Meriden  CT
Meriden  CT,Oxnard  CA
Oxnard  CA,Meriden  CT
