origin,destination
Phoenix  AZ,McComb  OH
McComb  OH,Phoenix  AZ
Phoenix  AZ,Hamilton  OH
Hamilton  OH,Phoenix  AZ
Phoenix  AZ,Park City  UT
Park City  UT,Phoenix  AZ
Phoenix  AZ,Garden Grove  CA
Garden Grove  CA,Phoenix  AZ
Phoenix  AZ,North Bergen  NJ
North Bergen  NJ,Phoenix  AZ
Phoenix  AZ,Baltimore  MD
Baltimore  MD,Phoenix  AZ
Phoenix  AZ,Waimanalo  HI
Waimanalo  HI,Phoenix  AZ
Phoenix  AZ,Shoreline  WA
Shoreline  WA,Phoenix  AZ
Phoenix  AZ,Egg Harbor Township  NJ
Egg Harbor Township  NJ,Phoenix  AZ
Phoenix  AZ,Lashmeet  WV
Lashmeet  WV,Phoenix  AZ
Phoenix  AZ,Houston  TX
Houston  TX,Phoenix  AZ
Rochester  NY,Zion Grove  PA
Zion Grove  PA,Rochester  NY
Rochester  NY,Hart Mountain Elk Preserve  OR
Hart Mountain Elk Preserve  OR,Rochester  NY
Rochester  NY,Newport  ME
Newport  ME,Rochester  NY
Vancouver  WA,Austin  TX
Austin  TX,Vancouver  WA
Vancouver  WA,Meridian  ID
Meridian  ID,Vancouver  WA
Vancouver  WA,Newberg  OR
Newberg  OR,Vancouver  WA
Vancouver  WA,Ludlow  CA
Ludlow  CA,Vancouver  WA
Westport  CT,Grove City  PA
Grove City  PA,Westport  CT
Westport  CT,Swanville  ME
Swanville  ME,Westport  CT
Westport  CT,Irvine  CA
Irvine  CA,Westport  CT
Westport  CT,Fort Myers  FL
Fort Myers  FL,Westport  CT
Westport  CT,Marlboro  MD
Marlboro  MD,Westport  CT
Westport  CT,Blaine  MN
Blaine  MN,Westport  CT
Westport  CT,Virginia  VA
Virginia  VA,Westport  CT
Westport  CT,Ripley  TN
Ripley  TN,Westport  CT
Westport  CT,McGregor  TX
McGregor  TX,Westport  CT
Westport  CT,Olive Hill  KY
Olive Hill  KY,Westport  CT
Westport  CT,Orlando  FL
Orlando  FL,Westport  CT
Westport  CT,Akron  OH
Akron  OH,Westport  CT
Westport  CT,Salt Lake City  UT
Salt Lake City  UT,Westport  CT
Westport  CT,Columbus  OH
Columbus  OH,Westport  CT
Westport  CT,Silver City  NM
Silver City  NM,Westport  CT
Westport  CT,Ponte Vedra  FL
Ponte Vedra  FL,Westport  CT
Westport  CT,Middletown  NY
Middletown  NY,Westport  CT
Westport  CT,Edmond  OK
Edmond  OK,Westport  CT
Westport  CT,Eden Prairie  MN
Eden Prairie  MN,Westport  CT
Westport  CT,Jackson  MI
Jackson  MI,Westport  CT
Westport  CT,Eagle Butte  SD
Eagle Butte  SD,Westport  CT
Westport  CT,Seattle  WA
Seattle  WA,Westport  CT
Westport  CT,Unknown Lake  IL
Unknown Lake  IL,Westport  CT
Westport  CT,Lawton  MI
Lawton  MI,Westport  CT
Westport  CT,Mena  AR
Mena  AR,Westport  CT
Westport  CT,Peoria  IL
Peoria  IL,Westport  CT
Prescott  AZ,Pico Rivera  CA
Pico Rivera  CA,Prescott  AZ
Prescott  AZ,Petaluma  CA
Petaluma  CA,Prescott  AZ
Prescott  AZ,Roswell  NM
Roswell  NM,Prescott  AZ
Gladewater  TX,Englewood Cliffs  NJ
Englewood Cliffs  NJ,Gladewater  TX
Gladewater  TX,Cottonwood  AZ
Cottonwood  AZ,Gladewater  TX
Seattle  WA,Carefree  AZ
Carefree  AZ,Seattle  WA
Seattle  WA,Little Marsh  PA
Little Marsh  PA,Seattle  WA
Seattle  WA,Holland Patent  NY
Holland Patent  NY,Seattle  WA
Seattle  WA,Ocala  FL
Ocala  FL,Seattle  WA
Phoenix  AZ,Fort Collins  CO
Fort Collins  CO,Phoenix  AZ
Phoenix  AZ,Ticonderoga  NY
Ticonderoga  NY,Phoenix  AZ
Phoenix  AZ,Libertyville  IL
Libertyville  IL,Phoenix  AZ
Cuba  MO,Willow Creek Campground  CA
Willow Creek Campground  CA,Cuba  MO
Cuba  MO,Howell  NJ
Howell  NJ,Cuba  MO
Cuba  MO,Eunice  LA
Eunice  LA,Cuba  MO
Fountain Hills  AZ,Lansing  MI
Lansing  MI,Fountain Hills  AZ
Fountain Hills  AZ,Gresham  OR
Gresham  OR,Fountain Hills  AZ
Tijeras  NM,Bigfork  MT
Bigfork  MT,Tijeras  NM
Tijeras  NM,Camarillo  CA
Camarillo  CA,Tijeras  NM
Tijeras  NM,Casa Grande  AZ
Casa Grande  AZ,Tijeras  NM
Tijeras  NM,Venice  FL
Venice  FL,Tijeras  NM
