origin,destination
Maple Valley  WA,Lynden  WA
Lynden  WA,Maple Valley  WA
Maple Valley  WA,Mishawaka  IN
Mishawaka  IN,Maple Valley  WA
Maple Valley  WA,Benton  KY
Benton  KY,Maple Valley  WA
New Albany  IN,Jermyn  PA
Jermyn  PA,New Albany  IN
New Albany  IN,Valley Falls  KS
Valley Falls  KS,New Albany  IN
New Albany  IN,Jacksonville  FL
Jacksonville  FL,New Albany  IN
New Albany  IN,Vining  MN
Vining  MN,New Albany  IN
New Albany  IN,Valencia  CA
Valencia  CA,New Albany  IN
New Albany  IN,Bridgeview  IL
Bridgeview  IL,New Albany  IN
New Albany  IN,Evanston  IL
Evanston  IL,New Albany  IN
New Albany  IN,Live Oak  CA
Live Oak  CA,New Albany  IN
New Albany  IN,Overland Park  KS
Overland Park  KS,New Albany  IN
New Albany  IN,Carthage  MS
Carthage  MS,New Albany  IN
Morgan City  LA,Woodbridge  NJ
Woodbridge  NJ,Morgan City  LA
Morgan City  LA,Salem  MA
Salem  MA,Morgan City  LA
Morgan City  LA,Marfa  TX
Marfa  TX,Morgan City  LA
