origin,destination
Miami  FL,Racine  WI
Racine  WI,Miami  FL
Miami  FL,Edgemoore  SC
Edgemoore  SC,Miami  FL
Miami  FL,Burnet  TX
Burnet  TX,Miami  FL
Miami  FL,Fenton  MI
Fenton  MI,Miami  FL
Miami  FL,Edgemoor  SC
Edgemoor  SC,Miami  FL
Miami  FL,Nashua  NH
Nashua  NH,Miami  FL
Happy  TX,Marley Park  MD
Marley Park  MD,Happy  TX
Happy  TX,Federal Way  WA
Federal Way  WA,Happy  TX
St. Petersburg  FL,Hillsborough  CA
Hillsborough  CA,St. Petersburg  FL
St. Petersburg  FL,Des Moines  IA
Des Moines  IA,St. Petersburg  FL
