origin,destination
League City  TX,El Paso  TX
El Paso  TX,League City  TX
League City  TX,Lincolnton  NC
Lincolnton  NC,League City  TX
League City  TX,Duncanville  TX
Duncanville  TX,League City  TX
League City  TX,Wapato  WA
Wapato  WA,League City  TX
League City  TX,Largo  FL
Largo  FL,League City  TX
League City  TX,Citrus Heights  CA
Citrus Heights  CA,League City  TX
League City  TX,Black Zion  MS
Black Zion  MS,League City  TX
League City  TX,Azusa  CA
Azusa  CA,League City  TX
League City  TX,Panama City Beach  FL
Panama City Beach  FL,League City  TX
Reno  NV,Bothell  WA
Bothell  WA,Reno  NV
Reno  NV,Kirkland  WA
Kirkland  WA,Reno  NV
Reno  NV,I-5 and Lerdo Highway  CA
I-5 and Lerdo Highway  CA,Reno  NV
Reno  NV,South Haven  MI
South Haven  MI,Reno  NV
Reno  NV,Lamar  CO
Lamar  CO,Reno  NV
Reno  NV,Oak Ridge  TN
Oak Ridge  TN,Reno  NV
Reno  NV,Los Angeles  CA
Los Angeles  CA,Reno  NV
Alexandria  VA,Champaign  IL
Champaign  IL,Alexandria  VA
Alexandria  VA,Las Vegas  NV
Las Vegas  NV,Alexandria  VA
Alexandria  VA,Wenatchee  WA
Wenatchee  WA,Alexandria  VA
Alexandria  VA,Corpus Christi  TX
Corpus Christi  TX,Alexandria  VA
Alexandria  VA,Greensboro  NC
Greensboro  NC,Alexandria  VA
Alexandria  VA,Mocksville  NC
Mocksville  NC,Alexandria  VA
Alexandria  VA,Port Ludlow  WA
Port Ludlow  WA,Alexandria  VA
Alexandria  VA,Lakeland  FL
Lakeland  FL,Alexandria  VA
Alexandria  VA,New Philidelphia  OH
New Philidelphia  OH,Alexandria  VA
Alexandria  VA,South Bend  IN
South Bend  IN,Alexandria  VA
Alexandria  VA,Antioch  CA
Antioch  CA,Alexandria  VA
troy  MI,Newport  TN
Newport  TN,troy  MI
troy  MI,Enfield  CT
Enfield  CT,troy  MI
troy  MI,Flower Branch  GA
Flower Branch  GA,troy  MI
Tempe  AZ,Fair Oaks  CA
Fair Oaks  CA,Tempe  AZ
Tempe  AZ,New Orleans  LA
New Orleans  LA,Tempe  AZ
Tempe  AZ,Suprise  AZ
Suprise  AZ,Tempe  AZ
Bullhead City  AZ,Port Mansfield  TX
Port Mansfield  TX,Bullhead City  AZ
Bullhead City  AZ,Austin  TX
Austin  TX,Bullhead City  AZ
Bullhead City  AZ,Savannah  GA
Savannah  GA,Bullhead City  AZ
Richland  WA,Baker City  OR
Baker City  OR,Richland  WA
Richland  WA,Edgewater  FL
Edgewater  FL,Richland  WA
Richland  WA,Phoenix  AZ
Phoenix  AZ,Richland  WA
Richland  WA,Battleground  WA
Battleground  WA,Richland  WA
Richland  WA,Blythe  CA
Blythe  CA,Richland  WA
Richland  WA,Kansas  OK
Kansas  OK,Richland  WA
Richland  WA,Riverside  CA
Riverside  CA,Richland  WA
Scottsdale  AZ,South Lake Tahoe  CA
South Lake Tahoe  CA,Scottsdale  AZ
Scottsdale  AZ,Carnation  WA
Carnation  WA,Scottsdale  AZ
Scottsdale  AZ,Peoria  AZ
Peoria  AZ,Scottsdale  AZ
Scottsdale  AZ,Slidell  LA
