origin,destination
West Palm Beach  FL,Louisburg  NC
Louisburg  NC,West Palm Beach  FL
West Palm Beach  FL,Wappingers Falls  NY
Wappingers Falls  NY,West Palm Beach  FL
West Palm Beach  FL,Alstead  NH
Alstead  NH,West Palm Beach  FL
Yonkers  NY,Itta Bena  MS
Itta Bena  MS,Yonkers  NY
Yonkers  NY,Raleigh  NC
Raleigh  NC,Yonkers  NY
Yonkers  NY,Eastchester  NY
Eastchester  NY,Yonkers  NY
Yonkers  NY,Baker  MT
Baker  MT,Yonkers  NY
Yonkers  NY,Burnet  TX
Burnet  TX,Yonkers  NY
Yonkers  NY,Bolingbrook  IL
Bolingbrook  IL,Yonkers  NY
