origin,destination
Brush Creek  TN,Sedona  AZ
Sedona  AZ,Brush Creek  TN
Brush Creek  TN,Gardena  CA
Gardena  CA,Brush Creek  TN
Brush Creek  TN,Monument Valley  UT
Monument Valley  UT,Brush Creek  TN
Brush Creek  TN,Round Rock  TX
Round Rock  TX,Brush Creek  TN
Brush Creek  TN,Houston  TX
Houston  TX,Brush Creek  TN
Brush Creek  TN,Homestead  FL
Homestead  FL,Brush Creek  TN
Brush Creek  TN,Santa Fe  NM
Santa Fe  NM,Brush Creek  TN
Brush Creek  TN,Foster  VA
Foster  VA,Brush Creek  TN
Gaston  OR,Port Wentworth  GA
Port Wentworth  GA,Gaston  OR
Gaston  OR,Seattle  WA
Seattle  WA,Gaston  OR
Gaston  OR,Kosciusko  MS
Kosciusko  MS,Gaston  OR
Colorado Springs  CO,Hastings On Hudson  NY
Hastings On Hudson  NY,Colorado Springs  CO
Colorado Springs  CO,Milwaukee  WI
Milwaukee  WI,Colorado Springs  CO
Colorado Springs  CO,Austin  TX
Austin  TX,Colorado Springs  CO
Bakersfield  CA,South Point  OH
South Point  OH,Bakersfield  CA
Bakersfield  CA,Fort Pierce  FL
Fort Pierce  FL,Bakersfield  CA
Bakersfield  CA,Lincoln  NE
Lincoln  NE,Bakersfield  CA
Bakersfield  CA,Plainwell  MI
Plainwell  MI,Bakersfield  CA
Bakersfield  CA,White Mountains  AZ
White Mountains  AZ,Bakersfield  CA
Bakersfield  CA,Fullerton  CA
Fullerton  CA,Bakersfield  CA
Bakersfield  CA,Charlotte  NC
Charlotte  NC,Bakersfield  CA
West Memphis  AR,Okanogan  WA
Okanogan  WA,West Memphis  AR
West Memphis  AR,Lake DeGray  AR
Lake DeGray  AR,West Memphis  AR
Dallas  TX,Hartford  SD
Hartford  SD,Dallas  TX
Dallas  TX,Tampa  FL
Tampa  FL,Dallas  TX
Greentown  IN,Lakewood  WA
Lakewood  WA,Greentown  IN
Greentown  IN,Reno  NV
Reno  NV,Greentown  IN
Greentown  IN,Las Vegas  NV
Las Vegas  NV,Greentown  IN
Greentown  IN,Carlinville  IL
Carlinville  IL,Greentown  IN
Los Angeles  CA,Stanwood  WA
Stanwood  WA,Los Angeles  CA
Los Angeles  CA,La Conner  WA
La Conner  WA,Los Angeles  CA
Seattle  WA,Orlando  FL
Orlando  FL,Seattle  WA
Seattle  WA,Houston  TX
Houston  TX,Seattle  WA
Seattle  WA,Guntersville  AL
Guntersville  AL,Seattle  WA
Coos Bay  OR,New Brighton  MN
New Brighton  MN,Coos Bay  OR
Coos Bay  OR,Clarion  PA
Clarion  PA,Coos Bay  OR
