origin,destination
San Diego  CA,Markle  IN
Markle  IN,San Diego  CA
San Diego  CA,Riverside  CA
Riverside  CA,San Diego  CA
San Diego  CA,Campbellsville  KY
Campbellsville  KY,San Diego  CA
San Diego  CA,Palmdale  CA
Palmdale  CA,San Diego  CA
San Diego  CA,Tyler  TX
Tyler  TX,San Diego  CA
San Diego  CA,Feltham  MI
Feltham  MI,San Diego  CA
San Diego  CA,Pasadena  CA
Pasadena  CA,San Diego  CA
San Diego  CA,High Point  NC
High Point  NC,San Diego  CA
San Diego  CA,Concord  CA
Concord  CA,San Diego  CA
San Diego  CA,Memphis  TN
Memphis  TN,San Diego  CA
San Diego  CA,various  CA
various  CA,San Diego  CA
San Diego  CA,Asheboro  NC
Asheboro  NC,San Diego  CA
Plantation  FL,Caro  MI
Caro  MI,Plantation  FL
Plantation  FL,Clayton  NC
Clayton  NC,Plantation  FL
Plantation  FL,Perry  IA
Perry  IA,Plantation  FL
Plantation  FL,Lynnwood  WA
Lynnwood  WA,Plantation  FL
Plantation  FL,Ballinger  TX
Ballinger  TX,Plantation  FL
Plantation  FL,Glen Rock  NJ
Glen Rock  NJ,Plantation  FL
Plantation  FL,Venetie  AK
Venetie  AK,Plantation  FL
Plantation  FL,Davie  FL
Davie  FL,Plantation  FL
Plantation  FL,New York City  NY
New York City  NY,Plantation  FL
San Jose  CA,Jersey Shore  PA
Jersey Shore  PA,San Jose  CA
San Jose  CA,Yankee Hill  CA
Yankee Hill  CA,San Jose  CA
San Jose  CA,Randolph  NJ
Randolph  NJ,San Jose  CA
San Jose  CA,Ventura  CA
Ventura  CA,San Jose  CA
San Jose  CA,West Valley City  UT
West Valley City  UT,San Jose  CA
San Jose  CA,Lancaster  CA
Lancaster  CA,San Jose  CA
San Jose  CA,Denver  CO
Denver  CO,San Jose  CA
San Jose  CA,Concord  CA
Concord  CA,San Jose  CA
San Jose  CA,Manto  NC
Manto  NC,San Jose  CA
San Jose  CA,Bullhead City  AZ
Bullhead City  AZ,San Jose  CA
Port Orchard  WA,Adams  WI
Adams  WI,Port Orchard  WA
Port Orchard  WA,Tinley Park  IL
Tinley Park  IL,Port Orchard  WA
Port Orchard  WA,Hartsville  SC
Hartsville  SC,Port Orchard  WA
Port Orchard  WA,New York City  NY
New York City  NY,Port Orchard  WA
Port Orchard  WA,Whippany  NJ
Whippany  NJ,Port Orchard  WA
Port Orchard  WA,Norwalk  CA
