origin,destination
The Dalles  OR,????  MD
????  MD,The Dalles  OR
The Dalles  OR,Cannon  NY
Cannon  NY,The Dalles  OR
The Dalles  OR,Lewisburg  PA
Lewisburg  PA,The Dalles  OR
The Dalles  OR,Orting  WA
Orting  WA,The Dalles  OR
The Dalles  OR,Levitown  NY
Levitown  NY,The Dalles  OR
The Dalles  OR,Allentown  PA
Allentown  PA,The Dalles  OR
The Dalles  OR,Florissant  MO
Florissant  MO,The Dalles  OR
The Dalles  OR,Bridgeton  NJ
Bridgeton  NJ,The Dalles  OR
Columbia Heights  MN,Peru  IN
Peru  IN,Columbia Heights  MN
Columbia Heights  MN,Tellicoplains  TN
Tellicoplains  TN,Columbia Heights  MN
Columbia Heights  MN,Springfield  OR
Springfield  OR,Columbia Heights  MN
