origin,destination
Tucson  AZ,Jefferson City  MO
Jefferson City  MO,Tucson  AZ
Tucson  AZ,Knights Ferry  CA
Knights Ferry  CA,Tucson  AZ
Tucson  AZ,Georgetown  MA
Georgetown  MA,Tucson  AZ
Tucson  AZ,Ryan  OK
Ryan  OK,Tucson  AZ
Tucson  AZ,Chico  CA
Chico  CA,Tucson  AZ
Tucson  AZ,Huntington Park  CA
Huntington Park  CA,Tucson  AZ
Tucson  AZ,Phoenix  AZ
Phoenix  AZ,Tucson  AZ
Tucson  AZ,Circleville  OH
Circleville  OH,Tucson  AZ
Tucson  AZ,Albemarle  NC
Albemarle  NC,Tucson  AZ
Tucson  AZ,Indianapolis  IN
Indianapolis  IN,Tucson  AZ
San Francisco  CA,Gretna  LA
Gretna  LA,San Francisco  CA
San Francisco  CA,Batavia  OH
Batavia  OH,San Francisco  CA
San Francisco  CA,Salem  MO
Salem  MO,San Francisco  CA
Bloomingdale  GA,Long Beach  CA
Long Beach  CA,Bloomingdale  GA
Bloomingdale  GA,Millersville  PA
Millersville  PA,Bloomingdale  GA
Bloomingdale  GA,Seattle  WA
Seattle  WA,Bloomingdale  GA
Bloomingdale  GA,Caney  KS
Caney  KS,Bloomingdale  GA
Milton  MA,Missoula  MT
Missoula  MT,Milton  MA
Milton  MA,Calimesa  CA
Calimesa  CA,Milton  MA
Milton  MA,Homestead AFB  FL
Homestead AFB  FL,Milton  MA
Milton  MA,Roper  NC
Roper  NC,Milton  MA
Fort Lauderdale  FL,Mardela springs  MD
Mardela springs  MD,Fort Lauderdale  FL
Fort Lauderdale  FL,Brentwood  TN
Brentwood  TN,Fort Lauderdale  FL
Fort Lauderdale  FL,Alton  NH
Alton  NH,Fort Lauderdale  FL
Fort Lauderdale  FL,San Francisco  CA
San Francisco  CA,Fort Lauderdale  FL
Fort Lauderdale  FL,Bridgeville  DE
Bridgeville  DE,Fort Lauderdale  FL
Fort Lauderdale  FL,Woodbridge  VA
Woodbridge  VA,Fort Lauderdale  FL
Fort Lauderdale  FL,Southport  NC
Southport  NC,Fort Lauderdale  FL
Fort Lauderdale  FL,Houston  TX
Houston  TX,Fort Lauderdale  FL
Fort Lauderdale  FL,Bowling Green  OH
Bowling Green  OH,Fort Lauderdale  FL
Gig Harbor  WA,Barnstable  MA
Barnstable  MA,Gig Harbor  WA
Gig Harbor  WA,Columbia City  IN
Columbia City  IN,Gig Harbor  WA
Gig Harbor  WA,Quaker Hill  CT
Quaker Hill  CT,Gig Harbor  WA
Gig Harbor  WA,Culver  IN
Culver  IN,Gig Harbor  WA
Gig Harbor  WA,Altoona  PA
Altoona  PA,Gig Harbor  WA
Gig Harbor  WA,Kokomo  IN
Kokomo  IN,Gig Harbor  WA
Gig Harbor  WA,Murphy  OR
Murphy  OR,Gig Harbor  WA
Texas City  TX,Delafield  WI
Delafield  WI,Texas City  TX
Texas City  TX,Fontana  CA
Fontana  CA,Texas City  TX
Texas City  TX,Springfield  MO
Springfield  MO,Texas City  TX
Texas City  TX,Crown Point  IN
Crown Point  IN,Texas City  TX
Texas City  TX,Phoenix  AZ
Phoenix  AZ,Texas City  TX
Pembroke Pines  FL,Gastonia  NC
Gastonia  NC,Pembroke Pines  FL
Pembroke Pines  FL,Holtwood  PA
Holtwood  PA,Pembroke Pines  FL
Pembroke Pines  FL,Wabash  IN
Wabash  IN,Pembroke Pines  FL
Pembroke Pines  FL,Salisbury  NC
Salisbury  NC,Pembroke Pines  FL
Pembroke Pines  FL,Terrell  TX
Terrell  TX,Pembroke Pines  FL
Pembroke Pines  FL,Ennis  TX
Ennis  TX,Pembroke Pines  FL
Pembroke Pines  FL,Clinton Township  MI
Clinton Township  MI,Pembroke Pines  FL
Pembroke Pines  FL,La Luz  NM
La Luz  NM,Pembroke Pines  FL
Pembroke Pines  FL,Vallejo  CA
Vallejo  CA,Pembroke Pines  FL
Pembroke Pines  FL,Kalamazoo  MI
Kalamazoo  MI,Pembroke Pines  FL
Pembroke Pines  FL,Maybrook  NY
Maybrook  NY,Pembroke Pines  FL
Pembroke Pines  FL,Sandy springs  GA
Sandy springs  GA,Pembroke Pines  FL
Pembroke Pines  FL,Breinigsville  PA
Breinigsville  PA,Pembroke Pines  FL
Rialto  CA,Evansville  IN
Evansville  IN,Rialto  CA
Rialto  CA,San Jose  CA
San Jose  CA,Rialto  CA
Rialto  CA,Lewisburg  TN
Lewisburg  TN,Rialto  CA
Rialto  CA,Odessa  FL
Odessa  FL,Rialto  CA
Rialto  CA,Chandler  AZ
Chandler  AZ,Rialto  CA
Rialto  CA,Walker  LA
Walker  LA,Rialto  CA
Rialto  CA,Elizabethtown  KY
Elizabethtown  KY,Rialto  CA
Rialto  CA,Freehold  NJ
Freehold  NJ,Rialto  CA
Rialto  CA,Tarentum  PA
Tarentum  PA,Rialto  CA
Rialto  CA,Casa Grande  AZ
Casa Grande  AZ,Rialto  CA
Big Rapids  MI,Orlando  FL
Orlando  FL,Big Rapids  MI
Big Rapids  MI,Hampton  VA
Hampton  VA,Big Rapids  MI
Big Rapids  MI,Dublin  GA
Dublin  GA,Big Rapids  MI
Big Rapids  MI,Nashville  TN
Nashville  TN,Big Rapids  MI
Big Rapids  MI,Naples  FL
Naples  FL,Big Rapids  MI
Big Rapids  MI,Bergen  NY
Bergen  NY,Big Rapids  MI
Big Rapids  MI,Las Vegas  NV
Las Vegas  NV,Big Rapids  MI
Big Rapids  MI,Pueblo  CO
Pueblo  CO,Big Rapids  MI
Big Rapids  MI,Goodlettsville  TN
Goodlettsville  TN,Big Rapids  MI
Redlands  CA,Black River  NY
Black River  NY,Redlands  CA
Redlands  CA,Lake Elmo  MN
Lake Elmo  MN,Redlands  CA
Greenwood  IN,Albuquerque  NM
Albuquerque  NM,Greenwood  IN
Greenwood  IN,Coolidge  GA
Coolidge  GA,Greenwood  IN
Greenwood  IN,Simi Valley  CA
Simi Valley  CA,Greenwood  IN
Greenwood  IN,Carlsbad  CA
Carlsbad  CA,Greenwood  IN
Greenwood  IN,Milpitas  CA
Milpitas  CA,Greenwood  IN
Greenwood  IN,Louisville  KY
Louisville  KY,Greenwood  IN
Greenwood  IN,Sandston  VA
Sandston  VA,Greenwood  IN
Greenwood  IN,Paducah  KY
Paducah  KY,Greenwood  IN
Santa Ana  CA,North Brunswick  NJ
North Brunswick  NJ,Santa Ana  CA
Santa Ana  CA,Denver  CO
Denver  CO,Santa Ana  CA
Santa Ana  CA,Carbondale  CO
Carbondale  CO,Santa Ana  CA
Santa Ana  CA,Tuscaloosa  AL
Tuscaloosa  AL,Santa Ana  CA
Santa Ana  CA,Wichita  KS
Wichita  KS,Santa Ana  CA
West Palm Beach  FL,Phoenix  AZ
Phoenix  AZ,West Palm Beach  FL
West Palm Beach  FL,Okeechobee  FL
Okeechobee  FL,West Palm Beach  FL
West Palm Beach  FL,Nine Mile Falls  WA
Nine Mile Falls  WA,West Palm Beach  FL
West Palm Beach  FL,Tucson  AZ
