origin,destination
Cimarron  NM,Black Diamond  WA
Black Diamond  WA,Cimarron  NM
Cimarron  NM,Wilburton  OK
Wilburton  OK,Cimarron  NM
South Nags Head  NC,Houston  TX
Houston  TX,South Nags Head  NC
South Nags Head  NC,Ramona  CA
Ramona  CA,South Nags Head  NC
South Nags Head  NC,Sagamore Hills  OH
Sagamore Hills  OH,South Nags Head  NC
South Nags Head  NC,Arlington  WA
Arlington  WA,South Nags Head  NC
South Nags Head  NC,Eau Claire  WI
Eau Claire  WI,South Nags Head  NC
Tarryall Reservoir  CO,Levittown  PA
Levittown  PA,Tarryall Reservoir  CO
Tarryall Reservoir  CO,Hamilton  OH
Hamilton  OH,Tarryall Reservoir  CO
Tarryall Reservoir  CO,Kelseyville  CA
Kelseyville  CA,Tarryall Reservoir  CO
