origin,destination
Sumner  WA,Las Vegas  NV
Las Vegas  NV,Sumner  WA
Sumner  WA,Humble  TX
Humble  TX,Sumner  WA
Sumner  WA,Marked Tree  AR
Marked Tree  AR,Sumner  WA
Sumner  WA,Wayne  NJ
Wayne  NJ,Sumner  WA
Sumner  WA,Amarillo  TX
Amarillo  TX,Sumner  WA
Sumner  WA,DeWitt  IA
DeWitt  IA,Sumner  WA
Sumner  WA,Manassas  VA
Manassas  VA,Sumner  WA
Sumner  WA,Weston  FL
Weston  FL,Sumner  WA
Sumner  WA,Palatka  FL
Palatka  FL,Sumner  WA
Sumner  WA,El Paso  TX
El Paso  TX,Sumner  WA
Sumner  WA,Rockford  MI
Rockford  MI,Sumner  WA
Phoenix  AZ,Boise  ID
Boise  ID,Phoenix  AZ
Phoenix  AZ,Holland  MI
Holland  MI,Phoenix  AZ
Phoenix  AZ,Auburndale  FL
Auburndale  FL,Phoenix  AZ
Phoenix  AZ,Hayward  CA
Hayward  CA,Phoenix  AZ
Phoenix  AZ,Imperial  CA
Imperial  CA,Phoenix  AZ
Fairbanks  AK,Sacramento  CA
Sacramento  CA,Fairbanks  AK
Fairbanks  AK,Albion  NY
Albion  NY,Fairbanks  AK
Fairbanks  AK,Markham  VA
Markham  VA,Fairbanks  AK
Fairbanks  AK,Plymouth  NH
Plymouth  NH,Fairbanks  AK
Fairbanks  AK,Seville  OH
Seville  OH,Fairbanks  AK
Dallas  TX,Niles  OH
Niles  OH,Dallas  TX
Dallas  TX,Grand Marais  MN
Grand Marais  MN,Dallas  TX
Dallas  TX,Pittsburg  CA
Pittsburg  CA,Dallas  TX
Dallas  TX,Fayetville  TN
Fayetville  TN,Dallas  TX
Dallas  TX,Elmira  NY
Elmira  NY,Dallas  TX
Dallas  TX,California  CA
California  CA,Dallas  TX
Terre Haute  IN,Schroon Lake  NY
Schroon Lake  NY,Terre Haute  IN
Terre Haute  IN,Great Falls  MT
Great Falls  MT,Terre Haute  IN
Terre Haute  IN,Granby  VT
Granby  VT,Terre Haute  IN
Terre Haute  IN,Howell  NJ
Howell  NJ,Terre Haute  IN
Victorville  CA,Grants Pass  OR
Grants Pass  OR,Victorville  CA
Victorville  CA,Idaho Falls  ID
Idaho Falls  ID,Victorville  CA
Victorville  CA,Claflin  KS
Claflin  KS,Victorville  CA
Victorville  CA,Seattle  WA
Seattle  WA,Victorville  CA
Victorville  CA,Yuba City  CA
Yuba City  CA,Victorville  CA
Victorville  CA,Downieville  CA
Downieville  CA,Victorville  CA
Victorville  CA,Mesquite  TX
Mesquite  TX,Victorville  CA
Victorville  CA,Belfair  WA
Belfair  WA,Victorville  CA
Victorville  CA,El Paso  TX
El Paso  TX,Victorville  CA
Victorville  CA,Atglen  PA
Atglen  PA,Victorville  CA
Paragon  IN,Coal Hill  AR
Coal Hill  AR,Paragon  IN
Paragon  IN,Camp Hill  PA
Camp Hill  PA,Paragon  IN
Paragon  IN,Las Vegas  NV
Las Vegas  NV,Paragon  IN
Paragon  IN,Yorktown  VA
Yorktown  VA,Paragon  IN
Paragon  IN,Coydon  IN
Coydon  IN,Paragon  IN
Paragon  IN,Thetford  VT
Thetford  VT,Paragon  IN
Paragon  IN,West Palm Beach  FL
West Palm Beach  FL,Paragon  IN
Paragon  IN,Virginia Beach  VA
Virginia Beach  VA,Paragon  IN
Paragon  IN,Wellington  FL
Wellington  FL,Paragon  IN
Paragon  IN,Clear Lake  TX
Clear Lake  TX,Paragon  IN
Paragon  IN,Partlow  VA
Partlow  VA,Paragon  IN
Portland  OR,Parlin  NJ
Parlin  NJ,Portland  OR
Portland  OR,Latham  NY
Latham  NY,Portland  OR
Portland  OR,Bellingham  WA
Bellingham  WA,Portland  OR
Portland  OR,Worley  ID
Worley  ID,Portland  OR
Portland  OR,Emmett  ID
Emmett  ID,Portland  OR
Portland  OR,Kelso  WA
Kelso  WA,Portland  OR
Portland  OR,Superior  WI
Superior  WI,Portland  OR
Portland  OR,Bainbridge Island  WA
Bainbridge Island  WA,Portland  OR
Portland  OR,Baltimore BWI Airport  MD
Baltimore BWI Airport  MD,Portland  OR
Portland  OR,Castleton  NY
Castleton  NY,Portland  OR
Portland  OR,Palm Coast  FL
Palm Coast  FL,Portland  OR
Portland  OR,Lancaster  CA
Lancaster  CA,Portland  OR
Portland  OR,Laguna Pueblo  NM
Laguna Pueblo  NM,Portland  OR
Daly City  CA,Eustace  TX
Eustace  TX,Daly City  CA
Daly City  CA,Canton  MS
Canton  MS,Daly City  CA
Daly City  CA,Headland  AL
Headland  AL,Daly City  CA
Daly City  CA,Des Moines  IA
Des Moines  IA,Daly City  CA
