origin,destination
East Los Angeles  CA,Newbury Park  CA
Newbury Park  CA,East Los Angeles  CA
East Los Angeles  CA,Four Corners  NM
Four Corners  NM,East Los Angeles  CA
Gratis  OH,Hart  MI
Hart  MI,Gratis  OH
Gratis  OH,Memphis  TN
Memphis  TN,Gratis  OH
Worcester  MA,Graham  WA
Graham  WA,Worcester  MA
Worcester  MA,Webster  TX
Webster  TX,Worcester  MA
Worcester  MA,Emporia  KS
Emporia  KS,Worcester  MA
Austin  TX,Grayland  WA
Grayland  WA,Austin  TX
Austin  TX,Holland  MI
Holland  MI,Austin  TX
Austin  TX,Crescent City  CA
Crescent City  CA,Austin  TX
Laguna Niguel  CA,Danbury  CT
Danbury  CT,Laguna Niguel  CA
Laguna Niguel  CA,Londonderry  NH
Londonderry  NH,Laguna Niguel  CA
Laguna Niguel  CA,Sunnyvale  CA
Sunnyvale  CA,Laguna Niguel  CA
Laguna Niguel  CA,Callicoon  NY
Callicoon  NY,Laguna Niguel  CA
Oceanside  CA,Glen Burnie  MD
Glen Burnie  MD,Oceanside  CA
Oceanside  CA,Rocky Mount  NC
Rocky Mount  NC,Oceanside  CA
Duluth  MN,San Jose  CA
San Jose  CA,Duluth  MN
Duluth  MN,Fort Lewis  WA
Fort Lewis  WA,Duluth  MN
Duluth  MN,Yakima  WA
Yakima  WA,Duluth  MN
Duluth  MN,Blackfoot  ID
Blackfoot  ID,Duluth  MN
Kerrville  TX,Kalispell  MT
Kalispell  MT,Kerrville  TX
Kerrville  TX,Fairfield  CA
Fairfield  CA,Kerrville  TX
Kerrville  TX,Columbus  OH
Columbus  OH,Kerrville  TX
Halifax  NC,Nokomis  FL
Nokomis  FL,Halifax  NC
Halifax  NC,Tappahannock  VA
Tappahannock  VA,Halifax  NC
McAlester  OK,Wyoming  MI
Wyoming  MI,McAlester  OK
McAlester  OK,Ossipee  NH
Ossipee  NH,McAlester  OK
Nashville  TN,Phoenix  AZ
Phoenix  AZ,Nashville  TN
Nashville  TN,Harrisburg  PA
Harrisburg  PA,Nashville  TN
Ontario  NY,Colorado Springs  CO
Colorado Springs  CO,Ontario  NY
Ontario  NY,Tallahassee  FL
Tallahassee  FL,Ontario  NY
Morganton  NC,Bangor  ME
Bangor  ME,Morganton  NC
Morganton  NC,Chandler  AZ
Chandler  AZ,Morganton  NC
Morganton  NC,Hesperia  CA
Hesperia  CA,Morganton  NC
Morganton  NC,Bellville  OH
Bellville  OH,Morganton  NC
Morganton  NC,Vancouver  WA
Vancouver  WA,Morganton  NC
