origin,destination
Perkins  OK,Bangor Submarine Base  WA
Bangor Submarine Base  WA,Perkins  OK
Perkins  OK,Moosup  CT
Moosup  CT,Perkins  OK
Perkins  OK,Eugene  OR
Eugene  OR,Perkins  OK
Perkins  OK,Burley  ID
Burley  ID,Perkins  OK
Perkins  OK,Bellmore  NY
Bellmore  NY,Perkins  OK
Wenatchee  WA,Miami Beach  FL
Miami Beach  FL,Wenatchee  WA
Wenatchee  WA,Cuyahoga Falls  OH
Cuyahoga Falls  OH,Wenatchee  WA
Wenatchee  WA,Glendale  CA
Glendale  CA,Wenatchee  WA
Wenatchee  WA,Bethel  CT
Bethel  CT,Wenatchee  WA
Wenatchee  WA,Albuquerque  NM
Albuquerque  NM,Wenatchee  WA
Natalia  TX,Weston  CT
Weston  CT,Natalia  TX
Natalia  TX,Oklahoma City  OK
Oklahoma City  OK,Natalia  TX
Natalia  TX,Virginia Beach  VA
Virginia Beach  VA,Natalia  TX
Alexandria  VA,Duquesne  PA
Duquesne  PA,Alexandria  VA
Alexandria  VA,Ashland  MO
Ashland  MO,Alexandria  VA
Alexandria  VA,Palm City  FL
Palm City  FL,Alexandria  VA
Alexandria  VA,Superior  WI
Superior  WI,Alexandria  VA
Alexandria  VA,Warrensville  PA
Warrensville  PA,Alexandria  VA
Alexandria  VA,Morristown  TN
Morristown  TN,Alexandria  VA
Portsmouth  NH,Columbia  SC
Columbia  SC,Portsmouth  NH
Portsmouth  NH,Windham  ME
Windham  ME,Portsmouth  NH
Portsmouth  NH,Englewood  CO
Englewood  CO,Portsmouth  NH
Portsmouth  NH,New Martinsville  WV
New Martinsville  WV,Portsmouth  NH
Portsmouth  NH,Grand Junction  CO
Grand Junction  CO,Portsmouth  NH
Portsmouth  NH,Arvada  CO
Arvada  CO,Portsmouth  NH
Portsmouth  NH,Greenbelt area  MD
Greenbelt area  MD,Portsmouth  NH
Portsmouth  NH,Daytona Beach  FL
Daytona Beach  FL,Portsmouth  NH
Plano  TX,Great Bend  KS
Great Bend  KS,Plano  TX
Plano  TX,Los Altos  CA
Los Altos  CA,Plano  TX
Plano  TX,San Diego  CA
San Diego  CA,Plano  TX
Plano  TX,Milton  FL
Milton  FL,Plano  TX
Plano  TX,Zaleski  OH
Zaleski  OH,Plano  TX
Plano  TX,Warner Springs  CA
Warner Springs  CA,Plano  TX
Plano  TX,Doddridge  AR
Doddridge  AR,Plano  TX
Plano  TX,Cedarville  OH
Cedarville  OH,Plano  TX
Oklahoma City  OK,Lindenhurst  IL
Lindenhurst  IL,Oklahoma City  OK
Oklahoma City  OK,Utica  NY
Utica  NY,Oklahoma City  OK
Oklahoma City  OK,Hollywood  CA
Hollywood  CA,Oklahoma City  OK
Oklahoma City  OK,Haymarket  VA
Haymarket  VA,Oklahoma City  OK
Oklahoma City  OK,Frankfort  IN
Frankfort  IN,Oklahoma City  OK
Fresno  CA,San Antonio  TX
San Antonio  TX,Fresno  CA
Fresno  CA,York  SC
York  SC,Fresno  CA
Fresno  CA,Madbury  NH
Madbury  NH,Fresno  CA
Fresno  CA,Easton  MD
Easton  MD,Fresno  CA
Fresno  CA,Tulsa  OK
Tulsa  OK,Fresno  CA
Lafayette  IN,Kentfield  CA
Kentfield  CA,Lafayette  IN
Lafayette  IN,Great Falls  MT
Great Falls  MT,Lafayette  IN
Front Royal  VA,Arvada  CO
Arvada  CO,Front Royal  VA
Front Royal  VA,Barbourville  KY
Barbourville  KY,Front Royal  VA
Front Royal  VA,Piqua  OH
Piqua  OH,Front Royal  VA
Front Royal  VA,Sanford  MI
Sanford  MI,Front Royal  VA
Front Royal  VA,Smyrna  TN
Smyrna  TN,Front Royal  VA
Front Royal  VA,Stanton  CA
Stanton  CA,Front Royal  VA
Front Royal  VA,Caney  KS
Caney  KS,Front Royal  VA
Front Royal  VA,Holmdel  NJ
Holmdel  NJ,Front Royal  VA
Front Royal  VA,Greenwich  NY
Greenwich  NY,Front Royal  VA
Front Royal  VA,Nashville  TN
Nashville  TN,Front Royal  VA
Edmonds  WA,Collegeville  PA
Collegeville  PA,Edmonds  WA
Edmonds  WA,Jackson Hole  WY
Jackson Hole  WY,Edmonds  WA
Kailua-Kona  HI,Orlando  FL
Orlando  FL,Kailua-Kona  HI
Kailua-Kona  HI,Las Vegas  NV
Las Vegas  NV,Kailua-Kona  HI
Gainesville  FL,Silver Spring  MD
Silver Spring  MD,Gainesville  FL
Gainesville  FL,Highway I-70  MO
Highway I-70  MO,Gainesville  FL
Gainesville  FL,El Dorado  AR
El Dorado  AR,Gainesville  FL
Gainesville  FL,Holyoke  MA
Holyoke  MA,Gainesville  FL
Morton  WA,Windsor  NY
Windsor  NY,Morton  WA
Morton  WA,Minooka  IL
Minooka  IL,Morton  WA
Winchester  VA,Manistique  MI
Manistique  MI,Winchester  VA
Winchester  VA,Medina  WA
Medina  WA,Winchester  VA
Winchester  VA,Norton  OH
Norton  OH,Winchester  VA
Albuquerque  NM,North Royalton  OH
North Royalton  OH,Albuquerque  NM
Albuquerque  NM,Sunrise  FL
Sunrise  FL,Albuquerque  NM
Albuquerque  NM,Iliamna  AK
Iliamna  AK,Albuquerque  NM
Albuquerque  NM,Reno  NV
Reno  NV,Albuquerque  NM
Burbank  CA,Stanwood  WA
Stanwood  WA,Burbank  CA
Burbank  CA,Dallas  TX
Dallas  TX,Burbank  CA
