origin,destination
Bothell  WA,Seattle  WA
Seattle  WA,Bothell  WA
Bothell  WA,Las Vegas  NV
Las Vegas  NV,Bothell  WA
Bothell  WA,Chiloquin  OR
Chiloquin  OR,Bothell  WA
Bothell  WA,Gates  OR
Gates  OR,Bothell  WA
Bothell  WA,Madison  AL
Madison  AL,Bothell  WA
Bothell  WA,New York City  NY
New York City  NY,Bothell  WA
Bothell  WA,Clarion  PA
Clarion  PA,Bothell  WA
Bothell  WA,Indialantic  FL
Indialantic  FL,Bothell  WA
Chandler  AZ,Springdale  AR
Springdale  AR,Chandler  AZ
Chandler  AZ,Pontotoc  MS
Pontotoc  MS,Chandler  AZ
Chandler  AZ,Bakersfield  CA
Bakersfield  CA,Chandler  AZ
Chandler  AZ,Madison  WI
Madison  WI,Chandler  AZ
Burton  TX,Belleville  WI
Belleville  WI,Burton  TX
Burton  TX,Zanesville  OH
Zanesville  OH,Burton  TX
Belleville  WI,Gillette  WY
Gillette  WY,Belleville  WI
Belleville  WI,Weiser  ID
Weiser  ID,Belleville  WI
Belleville  WI,Marcy  NY
Marcy  NY,Belleville  WI
Belleville  WI,Webster  TX
Webster  TX,Belleville  WI
Perry  FL,Saranac  NY
Saranac  NY,Perry  FL
Perry  FL,Santa Monica  CA
Santa Monica  CA,Perry  FL
Perry  FL,Duvall  WA
Duvall  WA,Perry  FL
Perry  FL,Hamburg  NY
Hamburg  NY,Perry  FL
Massillon  OH,Huntington  WV
Huntington  WV,Massillon  OH
Massillon  OH,Lucedale  MS
Lucedale  MS,Massillon  OH
Massillon  OH,Clover  VA
Clover  VA,Massillon  OH
Massillon  OH,Las Vegas  NV
Las Vegas  NV,Massillon  OH
Massillon  OH,LAS VEGAS  NV
LAS VEGAS  NV,Massillon  OH
Massillon  OH,Shippensburg  PA
Shippensburg  PA,Massillon  OH
Massillon  OH,Portland  OR
Portland  OR,Massillon  OH
Massillon  OH,Wayland  MA
Wayland  MA,Massillon  OH
Kansas City  MO,Belleville  WI
Belleville  WI,Kansas City  MO
Kansas City  MO,Simi Valley  CA
Simi Valley  CA,Kansas City  MO
Seattle  WA,Beaverton  OR
