origin,destination
Terre Haute  IN,Crete  IL
Crete  IL,Terre Haute  IN
Terre Haute  IN,Mannford  OK
Mannford  OK,Terre Haute  IN
Terre Haute  IN,Dallas  TX
Dallas  TX,Terre Haute  IN
Terre Haute  IN,Charlotte  NC
Charlotte  NC,Terre Haute  IN
Terre Haute  IN,Winter Springs  FL
Winter Springs  FL,Terre Haute  IN
Terre Haute  IN,Philadelphia  PA
Philadelphia  PA,Terre Haute  IN
Terre Haute  IN,Gig Harbor  WA
Gig Harbor  WA,Terre Haute  IN
Bloomington  IN,Fort Worth  TX
Fort Worth  TX,Bloomington  IN
Bloomington  IN,Miami Lakes  FL
Miami Lakes  FL,Bloomington  IN
Bloomington  IN,Lynbrook  NY
Lynbrook  NY,Bloomington  IN
Bloomington  IN,Hialeah  FL
Hialeah  FL,Bloomington  IN
Bloomington  IN,Santa Rosa  CA
Santa Rosa  CA,Bloomington  IN
Bloomington  IN,Carol City  FL
Carol City  FL,Bloomington  IN
Bloomington  IN,Arlen  TX
Arlen  TX,Bloomington  IN
Somers  CT,Santa Rosa  CA
Santa Rosa  CA,Somers  CT
Somers  CT,Oceanside  NY
Oceanside  NY,Somers  CT
Somers  CT,Holland  MI
Holland  MI,Somers  CT
Somers  CT,Somerset  WI
Somerset  WI,Somers  CT
Somers  CT,Berlin  OH
Berlin  OH,Somers  CT
Somers  CT,Midland  TX
Midland  TX,Somers  CT
Somers  CT,Wittmann  AZ
Wittmann  AZ,Somers  CT
Sedona  AZ,Scottsdale  AZ
Scottsdale  AZ,Sedona  AZ
Sedona  AZ,Springfield  OR
Springfield  OR,Sedona  AZ
Sedona  AZ,Columbia City  OR
Columbia City  OR,Sedona  AZ
Sedona  AZ,Crestline  OH
Crestline  OH,Sedona  AZ
Sedona  AZ,Warren  MI
Warren  MI,Sedona  AZ
Sedona  AZ,Hawk Springs  WY
Hawk Springs  WY,Sedona  AZ
Sedona  AZ,Crescent City  IL
Crescent City  IL,Sedona  AZ
Sedona  AZ,Whitesboro  NY
Whitesboro  NY,Sedona  AZ
Sedona  AZ,Mill Valley  CA
Mill Valley  CA,Sedona  AZ
Parkersburg  WV,Auburn  WA
Auburn  WA,Parkersburg  WV
Parkersburg  WV,Wasco  CA
Wasco  CA,Parkersburg  WV
Parkersburg  WV,Fairborn  OH
Fairborn  OH,Parkersburg  WV
Parkersburg  WV,Westbrook  CT
Westbrook  CT,Parkersburg  WV
Parkersburg  WV,Newtown  CT
