origin,destination
Shaver Lake  CA,Lake Havasu  AZ
Lake Havasu  AZ,Shaver Lake  CA
Shaver Lake  CA,Corte Madera  CA
Corte Madera  CA,Shaver Lake  CA
North Miami Beach  FL,Lake Tahoe  CA
Lake Tahoe  CA,North Miami Beach  FL
North Miami Beach  FL,Cape Girardeau  MO
Cape Girardeau  MO,North Miami Beach  FL
Colorado Springs  CO,Glenelg  MD
Glenelg  MD,Colorado Springs  CO
Colorado Springs  CO,Glen Burnie  MD
Glen Burnie  MD,Colorado Springs  CO
Colorado Springs  CO,North Fork  CA
North Fork  CA,Colorado Springs  CO
Colorado Springs  CO,Chico  CA
Chico  CA,Colorado Springs  CO
