origin,destination
Colton  CA,West Seattle  WA
West Seattle  WA,Colton  CA
Colton  CA,Belmont  CA
Belmont  CA,Colton  CA
Colton  CA,Albany  NY
Albany  NY,Colton  CA
Alfalfa  OR,Chelan  WA
Chelan  WA,Alfalfa  OR
Alfalfa  OR,Brockton  MA
Brockton  MA,Alfalfa  OR
Champaign  IL,Lexington  KY
Lexington  KY,Champaign  IL
Champaign  IL,Mascoutah  IL
Mascoutah  IL,Champaign  IL
Champaign  IL,Kirksville  MO
Kirksville  MO,Champaign  IL
Beaverton  OR,Auburn  WA
Auburn  WA,Beaverton  OR
Beaverton  OR,Eilmsport  PA
Eilmsport  PA,Beaverton  OR
Beaverton  OR,Brownsville  TX
Brownsville  TX,Beaverton  OR
Beaverton  OR,Embarrass  MN
Embarrass  MN,Beaverton  OR
Eugene  OR,Solvang  CA
Solvang  CA,Eugene  OR
Eugene  OR,Rock Island  WA
Rock Island  WA,Eugene  OR
Eugene  OR,Kirkland  WA
Kirkland  WA,Eugene  OR
Eugene  OR,Pichacho Peak  AZ
Pichacho Peak  AZ,Eugene  OR
Las Vegas  NV,Keesler AFB  MS
Keesler AFB  MS,Las Vegas  NV
Las Vegas  NV,Roy  UT
Roy  UT,Las Vegas  NV
Boulder  CO,North East  MD
North East  MD,Boulder  CO
Boulder  CO,La Puente  CA
La Puente  CA,Boulder  CO
Boulder  CO,Milwaukee  WI
Milwaukee  WI,Boulder  CO
Seattle  WA,Biddeford  ME
Biddeford  ME,Seattle  WA
Seattle  WA,Orange  VT
Orange  VT,Seattle  WA
Seattle  WA,Arlington  WA
Arlington  WA,Seattle  WA
Orlando  FL,Seattle  WA
Seattle  WA,Orlando  FL
Orlando  FL,Mojave  CA
Mojave  CA,Orlando  FL
Orlando  FL,Muskegon  MI
Muskegon  MI,Orlando  FL
Orlando  FL,Ringgold  GA
Ringgold  GA,Orlando  FL
Redding  CA,Placerville  CA
Placerville  CA,Redding  CA
Redding  CA,Trenton  IA
Trenton  IA,Redding  CA
Redding  CA,Virginia Beach  VA
Virginia Beach  VA,Redding  CA
Tampa  FL,Federal Way  WA
Federal Way  WA,Tampa  FL
Tampa  FL,Bremerton  WA
Bremerton  WA,Tampa  FL
Tampa  FL,Belle Fourche  SD
Belle Fourche  SD,Tampa  FL
Tampa  FL,Sumter  SC
Sumter  SC,Tampa  FL
Tampa  FL,College Station  TX
College Station  TX,Tampa  FL
Tampa  FL,Mayfield  KY
Mayfield  KY,Tampa  FL
Tampa  FL,Christmas Valley  OR
Christmas Valley  OR,Tampa  FL
Tampa  FL,Elizabethtown  KY
Elizabethtown  KY,Tampa  FL
Memphis  TN,Peyton  CO
Peyton  CO,Memphis  TN
Memphis  TN,Washburn  ND
Washburn  ND,Memphis  TN
Redding  CA,Glen Ellen  CA
Glen Ellen  CA,Redding  CA
Redding  CA,Antelope Valley  CA
Antelope Valley  CA,Redding  CA
