origin,destination
Stone Mountain  GA,Salt Lake  UT
Salt Lake  UT,Stone Mountain  GA
Stone Mountain  GA,Campbell  CA
Campbell  CA,Stone Mountain  GA
Indianapolis  IN,El Paso  TX
El Paso  TX,Indianapolis  IN
Indianapolis  IN,Sioux Falls  SD
Sioux Falls  SD,Indianapolis  IN
Indianapolis  IN,Houston  TX
Houston  TX,Indianapolis  IN
Indianapolis  IN,Medford  OR
Medford  OR,Indianapolis  IN
Indianapolis  IN,Chesterfield  NH
Chesterfield  NH,Indianapolis  IN
Indianapolis  IN,Kekaha Highway  HI
Kekaha Highway  HI,Indianapolis  IN
