origin,destination
Peoria  IL,Daytona Beach  FL
Daytona Beach  FL,Peoria  IL
Peoria  IL,Whitehouse Station  NJ
Whitehouse Station  NJ,Peoria  IL
Peoria  IL,Pittsfield  MA
Pittsfield  MA,Peoria  IL
Peoria  IL,Groveland  NY
Groveland  NY,Peoria  IL
Peoria  IL,Hilo  HI
Hilo  HI,Peoria  IL
Peoria  IL,Enloe  TX
Enloe  TX,Peoria  IL
Peoria  IL,Upper Marlboro  MD
Upper Marlboro  MD,Peoria  IL
Peoria  IL,South Elgin  IL
South Elgin  IL,Peoria  IL
Peoria  IL,Wheelock  VT
Wheelock  VT,Peoria  IL
Peoria  IL,New York City  NY
New York City  NY,Peoria  IL
Peoria  IL,Vandalia  MO
Vandalia  MO,Peoria  IL
Peoria  IL,Rhinebeck  NY
Rhinebeck  NY,Peoria  IL
Peoria  IL,New Mexico  NM
New Mexico  NM,Peoria  IL
Peoria  IL,New Cumberland  PA
New Cumberland  PA,Peoria  IL
Peoria  IL,Mansfield  OH
Mansfield  OH,Peoria  IL
Kansas City  MO,Cashmere  WA
Cashmere  WA,Kansas City  MO
Kansas City  MO,Patten  ME
Patten  ME,Kansas City  MO
Kansas City  MO,Bakersfield  CA
Bakersfield  CA,Kansas City  MO
Kansas City  MO,Orem  UT
Orem  UT,Kansas City  MO
Kansas City  MO,Brockton  MA
Brockton  MA,Kansas City  MO
Kansas City  MO,Rancho  CA
Rancho  CA,Kansas City  MO
Kansas City  MO,Pensacola  FL
Pensacola  FL,Kansas City  MO
Banning  CA,Des Moines  IA
Des Moines  IA,Banning  CA
Banning  CA,Coolidge  AZ
Coolidge  AZ,Banning  CA
