origin,destination
Springfield  MO,Erie  PA
Erie  PA,Springfield  MO
Springfield  MO,Seattle  WA
Seattle  WA,Springfield  MO
Springfield  MO,Roslindale  MA
Roslindale  MA,Springfield  MO
Springfield  MO,Bellevue  WA
Bellevue  WA,Springfield  MO
Springfield  MO,Hingham  MA
Hingham  MA,Springfield  MO
Springfield  MO,Auburn  WA
Auburn  WA,Springfield  MO
Springfield  MO,Argos  IN
Argos  IN,Springfield  MO
Springfield  MO,Los Angeles  CA
Los Angeles  CA,Springfield  MO
Springfield  MO,Turkey  TX
Turkey  TX,Springfield  MO
Vancouver  WA,Valley City  OH
Valley City  OH,Vancouver  WA
Vancouver  WA,Kirkland  WA
Kirkland  WA,Vancouver  WA
Vancouver  WA,Chatsworth  CA
Chatsworth  CA,Vancouver  WA
Vancouver  WA,Las Vegas  NV
Las Vegas  NV,Vancouver  WA
Vancouver  WA,Bridgeport  MI
Bridgeport  MI,Vancouver  WA
Vancouver  WA,Libby  MT
Libby  MT,Vancouver  WA
Vancouver  WA,Pierceton  IN
Pierceton  IN,Vancouver  WA
Vancouver  WA,Chandler  AZ
Chandler  AZ,Vancouver  WA
Vancouver  WA,Surprise  AZ
Surprise  AZ,Vancouver  WA
Vancouver  WA,Red Bluff  CA
Red Bluff  CA,Vancouver  WA
Vancouver  WA,Marathon Key  FL
Marathon Key  FL,Vancouver  WA
Gilbert  AZ,Santa Monica  CA
Santa Monica  CA,Gilbert  AZ
Gilbert  AZ,Indianapolis  IN
Indianapolis  IN,Gilbert  AZ
Gilbert  AZ,Springbrook  WI
Springbrook  WI,Gilbert  AZ
Gilbert  AZ,Tupper Lake  NY
Tupper Lake  NY,Gilbert  AZ
Phoenix  AZ,Lake Havasu City  AZ
Lake Havasu City  AZ,Phoenix  AZ
Phoenix  AZ,Wayne  NJ
Wayne  NJ,Phoenix  AZ
Phoenix  AZ,Bellingham  WA
Bellingham  WA,Phoenix  AZ
Phoenix  AZ,Maple Falls  WA
Maple Falls  WA,Phoenix  AZ
Phoenix  AZ,Bothell  WA
Bothell  WA,Phoenix  AZ
Phoenix  AZ,LeSueur  MN
LeSueur  MN,Phoenix  AZ
Phoenix  AZ,White Sands  NM
White Sands  NM,Phoenix  AZ
Phoenix  AZ,Fontana  CA
Fontana  CA,Phoenix  AZ
Portland  OR,Twin Falls  ID
Twin Falls  ID,Portland  OR
Portland  OR,Florence  OR
Florence  OR,Portland  OR
Molalla  OR,Katy  TX
Katy  TX,Molalla  OR
Molalla  OR,Malone  NY
Malone  NY,Molalla  OR
Molalla  OR,American Falls  IL
American Falls  IL,Molalla  OR
Placerville  CA,Hillsborough  NJ
Hillsborough  NJ,Placerville  CA
Placerville  CA,Shorewood  MN
Shorewood  MN,Placerville  CA
Placerville  CA,Canton  NY
Canton  NY,Placerville  CA
Placerville  CA,Arnold  MO
Arnold  MO,Placerville  CA
