origin,destination
Bridgeport  CT,Jacksonville  AR
Jacksonville  AR,Bridgeport  CT
Bridgeport  CT,Freeland  MI
Freeland  MI,Bridgeport  CT
Bridgeport  CT,Yazoo City  MS
Yazoo City  MS,Bridgeport  CT
Bridgeport  CT,Palatine  IL
Palatine  IL,Bridgeport  CT
Bridgeport  CT,Denver  CO
Denver  CO,Bridgeport  CT
Bridgeport  CT,Des Plaines  IL
Des Plaines  IL,Bridgeport  CT
Bridgeport  CT,none  FL
none  FL,Bridgeport  CT
Bridgeport  CT,Winamuccha  NV
Winamuccha  NV,Bridgeport  CT
Salem  OR,Elmont  VA
Elmont  VA,Salem  OR
Salem  OR,Minneapolis  MN
Minneapolis  MN,Salem  OR
