origin,destination
Columbus  OH,Hilmar  CA
Hilmar  CA,Columbus  OH
Columbus  OH,Burlingame  CA
Burlingame  CA,Columbus  OH
Columbus  OH,Medford  MA
Medford  MA,Columbus  OH
Columbus  OH,Rogers Dry Lake  CA
Rogers Dry Lake  CA,Columbus  OH
Columbus  OH,Hopewell  VA
Hopewell  VA,Columbus  OH
Columbus  OH,Russia  OH
Russia  OH,Columbus  OH
Princess Anne  MD,West Ocean City  MD
West Ocean City  MD,Princess Anne  MD
Princess Anne  MD,Huntington  NY
Huntington  NY,Princess Anne  MD
River Pines  CA,Houston  TX
Houston  TX,River Pines  CA
River Pines  CA,Yorktown Heights  NY
Yorktown Heights  NY,River Pines  CA
River Pines  CA,Snowbank Lake  MN
Snowbank Lake  MN,River Pines  CA
