origin,destination
Carson  CA,Bridgewater  MA
Bridgewater  MA,Carson  CA
Carson  CA,Sartoga  CA
Sartoga  CA,Carson  CA
Carson  CA,Doniphan  MO
Doniphan  MO,Carson  CA
Carson  CA,East Troy  WI
East Troy  WI,Carson  CA
Carson  CA,Newton  GA
Newton  GA,Carson  CA
Green Bay  WI,Houston  TX
Houston  TX,Green Bay  WI
Green Bay  WI,Lyons  CO
Lyons  CO,Green Bay  WI
Boyertown  PA,Orem  UT
Orem  UT,Boyertown  PA
Boyertown  PA,Santee  CA
Santee  CA,Boyertown  PA
Boyertown  PA,Hurricane  WV
Hurricane  WV,Boyertown  PA
Seattle  WA,Divide  CO
Divide  CO,Seattle  WA
Seattle  WA,Sodus  NY
Sodus  NY,Seattle  WA
Renton  WA,Burlington  WA
Burlington  WA,Renton  WA
Renton  WA,Noblesville  IN
Noblesville  IN,Renton  WA
Renton  WA,Palo  MI
Palo  MI,Renton  WA
Renton  WA,Birch Bay  WA
Birch Bay  WA,Renton  WA
Renton  WA,Oroville  WA
Oroville  WA,Renton  WA
Renton  WA,Olympia  WA
Olympia  WA,Renton  WA
Renton  WA,Kenmore  WA
Kenmore  WA,Renton  WA
Renton  WA,Centralia  WA
Centralia  WA,Renton  WA
Renton  WA,West Seattle  WA
West Seattle  WA,Renton  WA
Renton  WA,Issaquah  WA
Issaquah  WA,Renton  WA
Greenfield  MA,Sioux Falls  SD
Sioux Falls  SD,Greenfield  MA
Greenfield  MA,Bracketville  TX
Bracketville  TX,Greenfield  MA
Greenfield  MA,Clearwater Beach  FL
Clearwater Beach  FL,Greenfield  MA
Greenfield  MA,Wasilla  AK
Wasilla  AK,Greenfield  MA
Chicago  IL,Frostbite Falls  MO
Frostbite Falls  MO,Chicago  IL
Chicago  IL,Rock Hill  NY
Rock Hill  NY,Chicago  IL
Chicago  IL,Cedar River  MI
Cedar River  MI,Chicago  IL
Albuquerque  NM,Petoskey  MI
Petoskey  MI,Albuquerque  NM
Albuquerque  NM,Flagstaff  AZ
Flagstaff  AZ,Albuquerque  NM
Albuquerque  NM,Palo  MI
Palo  MI,Albuquerque  NM
