origin,destination
Why  AZ,Rochester  NY
Rochester  NY,Why  AZ
Why  AZ,Butler  PA
Butler  PA,Why  AZ
Why  AZ,Corvalis  OR
Corvalis  OR,Why  AZ
Why  AZ,Cody  WY
Cody  WY,Why  AZ
Fagle  ID,Morris  MI
Morris  MI,Fagle  ID
Fagle  ID,Graford  TX
Graford  TX,Fagle  ID
San Bruno  CA,San Francisco  CA
San Francisco  CA,San Bruno  CA
San Bruno  CA,Cortero  AZ
Cortero  AZ,San Bruno  CA
Coos Bay  OR,Snelling  CA
Snelling  CA,Coos Bay  OR
Coos Bay  OR,Tempe  AZ
Tempe  AZ,Coos Bay  OR
Coos Bay  OR,Fresno  CA
Fresno  CA,Coos Bay  OR
Cocoa Beach  FL,Gardena  CA
Gardena  CA,Cocoa Beach  FL
Cocoa Beach  FL,Cle Elum  WA
Cle Elum  WA,Cocoa Beach  FL
Phoenix  AZ,Macon  GA
Macon  GA,Phoenix  AZ
Phoenix  AZ,Mansfield  TX
Mansfield  TX,Phoenix  AZ
Kelseyville  CA,Santa Cruz  CA
Santa Cruz  CA,Kelseyville  CA
Kelseyville  CA,Van Alstyne  TX
Van Alstyne  TX,Kelseyville  CA
Kelseyville  CA,Idaho Falls  ID
Idaho Falls  ID,Kelseyville  CA
Kelseyville  CA,Sewanee  TN
Sewanee  TN,Kelseyville  CA
Jacksonville  FL,Atolicita Hills  CA
Atolicita Hills  CA,Jacksonville  FL
Jacksonville  FL,Bellflower  CA
Bellflower  CA,Jacksonville  FL
Jacksonville  FL,Tulsa  OK
Tulsa  OK,Jacksonville  FL
Jacksonville  FL,Willard  MO
Willard  MO,Jacksonville  FL
Seattle  WA,Hampton  VA
Hampton  VA,Seattle  WA
Seattle  WA,Carneys Point  NJ
Carneys Point  NJ,Seattle  WA
Salisbury  MD,Visalia  CA
Visalia  CA,Salisbury  MD
Salisbury  MD,Santa Barbara  CA
Santa Barbara  CA,Salisbury  MD
Venice  Fl,Huntington  WV
Huntington  WV,Venice  Fl
Venice  Fl,Hilliard  OH
Hilliard  OH,Venice  Fl
Youngstown  OH,Bowie  MD
Bowie  MD,Youngstown  OH
Youngstown  OH,Mint Hill  NC
Mint Hill  NC,Youngstown  OH
Sullivan  MO,Riverside  CA
Riverside  CA,Sullivan  MO
Sullivan  MO,Fort Myers  Fl
Fort Myers  Fl,Sullivan  MO
Sullivan  MO,Neodesha  KS
Neodesha  KS,Sullivan  MO
