origin,destination
Adamsville  OH,Clarks Summit  PA
Clarks Summit  PA,Adamsville  OH
Adamsville  OH,Temecula  CA
Temecula  CA,Adamsville  OH
Adamsville  OH,Pinellas Park  FL
Pinellas Park  FL,Adamsville  OH
Adamsville  OH,Horn Lake  MS
Horn Lake  MS,Adamsville  OH
Tulsa  OK,Beacon  NY
Beacon  NY,Tulsa  OK
Tulsa  OK,Cedar Falls  IA
Cedar Falls  IA,Tulsa  OK
Tulsa  OK,Mesa  AZ
Mesa  AZ,Tulsa  OK
Tulsa  OK,New Hartford  CT
New Hartford  CT,Tulsa  OK
Tulsa  OK,Berkeley  CA
Berkeley  CA,Tulsa  OK
Tulsa  OK,Puyallup  WA
Puyallup  WA,Tulsa  OK
Tulsa  OK,New Iberia  LA
New Iberia  LA,Tulsa  OK
Tulsa  OK,Hauppauge  NY
Hauppauge  NY,Tulsa  OK
Tulsa  OK,West Covina  CA
West Covina  CA,Tulsa  OK
Phoenix  AZ,Colorado Springs  CO
Colorado Springs  CO,Phoenix  AZ
Phoenix  AZ,Fort Collins  CO
Fort Collins  CO,Phoenix  AZ
Phoenix  AZ,Myrtle Beach  SC
Myrtle Beach  SC,Phoenix  AZ
Phoenix  AZ,Talbott  TN
Talbott  TN,Phoenix  AZ
Phoenix  AZ,Tucson  AZ
Tucson  AZ,Phoenix  AZ
Port Orchard  WA,Gainesville  FL
Gainesville  FL,Port Orchard  WA
Port Orchard  WA,Benson  AZ
Benson  AZ,Port Orchard  WA
Port Orchard  WA,Phoenix  AZ
Phoenix  AZ,Port Orchard  WA
Fort Smith  CA,Honoluu  HI
Honoluu  HI,Fort Smith  CA
Fort Smith  CA,Milwaukee  WI
Milwaukee  WI,Fort Smith  CA
Fort Smith  CA,Monroeville  NJ
Monroeville  NJ,Fort Smith  CA
Fort Smith  CA,Lexington  NC
Lexington  NC,Fort Smith  CA
Middletown  PA,Spokane  WA
Spokane  WA,Middletown  PA
Middletown  PA,Napa  CA
Napa  CA,Middletown  PA
Middletown  PA,Sacramento  CA
Sacramento  CA,Middletown  PA
Issaquah  WA,West Haven  CT
West Haven  CT,Issaquah  WA
Issaquah  WA,Biggs  CA
Biggs  CA,Issaquah  WA
Issaquah  WA,Branchville  SC
Branchville  SC,Issaquah  WA
Issaquah  WA,Phoenix  AZ
Phoenix  AZ,Issaquah  WA
Issaquah  WA,Tujunga  CA
Tujunga  CA,Issaquah  WA
Chehalis  WA,San Jose  CA
San Jose  CA,Chehalis  WA
Chehalis  WA,Rutland  MA
Rutland  MA,Chehalis  WA
Chehalis  WA,Owings Mills  MD
Owings Mills  MD,Chehalis  WA
Chehalis  WA,Pittsburg  NH
Pittsburg  NH,Chehalis  WA
Chehalis  WA,Rittman  OH
Rittman  OH,Chehalis  WA
Chehalis  WA,Millican  OR
Millican  OR,Chehalis  WA
Portland  OR,San Diego  CA
San Diego  CA,Portland  OR
Portland  OR,Boston  MA
Boston  MA,Portland  OR
Portland  OR,Agoura Hills  CA
Agoura Hills  CA,Portland  OR
Portland  OR,Pittsburg  CA
Pittsburg  CA,Portland  OR
Woodland  CA,Coalville  IA
Coalville  IA,Woodland  CA
Woodland  CA,Reno  NV
Reno  NV,Woodland  CA
Woodland  CA,Waukesha  WI
Waukesha  WI,Woodland  CA
Woodland  CA,Vancouver  WA
Vancouver  WA,Woodland  CA
Woodland  CA,Bellignham  WA
Bellignham  WA,Woodland  CA
Woodland  CA,Baltimore  MD
Baltimore  MD,Woodland  CA
Woodland  CA,Charlotte  NC
Charlotte  NC,Woodland  CA
Woodland  CA,Plano  TX
Plano  TX,Woodland  CA
Woodland  CA,New York City  NY
New York City  NY,Woodland  CA
Shelton  WA,Randle  WA
Randle  WA,Shelton  WA
Shelton  WA,Hugo  OK
Hugo  OK,Shelton  WA
Shelton  WA,Peoria  AZ
Peoria  AZ,Shelton  WA
Shelton  WA,Deltona  FL
Deltona  FL,Shelton  WA
Shelton  WA,Brunswick  GA
Brunswick  GA,Shelton  WA
Shelton  WA,Sellersburg  IN
Sellersburg  IN,Shelton  WA
Brownsville  TX,Dorchester  MA
Dorchester  MA,Brownsville  TX
Brownsville  TX,Ventura  CA
