origin,destination
Albuquerque  NM,Charlotte  NC
Charlotte  NC,Albuquerque  NM
Albuquerque  NM,Mckinney  TX
Mckinney  TX,Albuquerque  NM
Albuquerque  NM,Boyes Hot Springs  CA
Boyes Hot Springs  CA,Albuquerque  NM
Albuquerque  NM,Hollywood  CA
Hollywood  CA,Albuquerque  NM
Albuquerque  NM,San Carlos  CA
San Carlos  CA,Albuquerque  NM
Albuquerque  NM,Rialto  CA
Rialto  CA,Albuquerque  NM
Albuquerque  NM,Hutchinson  KS
Hutchinson  KS,Albuquerque  NM
Albuquerque  NM,Montgomery  TX
Montgomery  TX,Albuquerque  NM
Albuquerque  NM,Halletsville  TX
Halletsville  TX,Albuquerque  NM
Albuquerque  NM,Cabool  MO
Cabool  MO,Albuquerque  NM
San Diego  CA,Willow Grove  PA
Willow Grove  PA,San Diego  CA
San Diego  CA,Littlerock  AR
Littlerock  AR,San Diego  CA
San Diego  CA,Rockwall  TX
Rockwall  TX,San Diego  CA
San Diego  CA,Churchton  MD
Churchton  MD,San Diego  CA
San Diego  CA,Fleming  KY
Fleming  KY,San Diego  CA
San Diego  CA,Poway  CA
Poway  CA,San Diego  CA
San Diego  CA,Marshall  MO
Marshall  MO,San Diego  CA
San Diego  CA,Stephenville  TX
Stephenville  TX,San Diego  CA
Garden Grove  CA,Boyton Beach  FL
Boyton Beach  FL,Garden Grove  CA
Garden Grove  CA,Mdison  ME
Mdison  ME,Garden Grove  CA
Garden Grove  CA,Cincinnati  KY
Cincinnati  KY,Garden Grove  CA
Garden Grove  CA,Milford  CT
Milford  CT,Garden Grove  CA
Garden Grove  CA,Kansas City  MO
Kansas City  MO,Garden Grove  CA
Garden Grove  CA,Bremerton  WA
Bremerton  WA,Garden Grove  CA
Garden Grove  CA,Gallatin  TN
Gallatin  TN,Garden Grove  CA
Garden Grove  CA,Merced  CA
Merced  CA,Garden Grove  CA
Garden Grove  CA,Oglala  SD
Oglala  SD,Garden Grove  CA
Garden Grove  CA,Redwood City  CA
Redwood City  CA,Garden Grove  CA
Garden Grove  CA,Oakwood  GA
Oakwood  GA,Garden Grove  CA
Seattle  WA,Eagle River  AK
Eagle River  AK,Seattle  WA
Seattle  WA,Miami  FL
Miami  FL,Seattle  WA
Seattle  WA,Elkhart  IN
Elkhart  IN,Seattle  WA
Seattle  WA,Caldwell  TX
Caldwell  TX,Seattle  WA
Seattle  WA,Las Vegas  NV
Las Vegas  NV,Seattle  WA
Seattle  WA,Herndon  VA
Herndon  VA,Seattle  WA
Seattle  WA,Maui  HI
Maui  HI,Seattle  WA
Bremerton  WA,Hoquiam  WA
Hoquiam  WA,Bremerton  WA
Bremerton  WA,Redmond  OR
Redmond  OR,Bremerton  WA
Houston  TX,Hico  TX
Hico  TX,Houston  TX
Houston  TX,Nesquehoning  PA
Nesquehoning  PA,Houston  TX
Houston  TX,Plainfield  CT
Plainfield  CT,Houston  TX
Houston  TX,Seattle  WA
Seattle  WA,Houston  TX
Houston  TX,Albuquerque  NM
Albuquerque  NM,Houston  TX
Akron  OH,Ellensburg  WA
Ellensburg  WA,Akron  OH
Akron  OH,Trinidad  CO
Trinidad  CO,Akron  OH
Akron  OH,Temecula  CA
Temecula  CA,Akron  OH
Akron  OH,Atascadero  CA
Atascadero  CA,Akron  OH
Akron  OH,Salem  MO
Salem  MO,Akron  OH
Akron  OH,Nashville  TN
Nashville  TN,Akron  OH
Akron  OH,Wilmer  TX
Wilmer  TX,Akron  OH
