origin,destination
Moses Lake  WA,Indianapolis  IN
Indianapolis  IN,Moses Lake  WA
Moses Lake  WA,Kitty Hawk  NC
Kitty Hawk  NC,Moses Lake  WA
Moses Lake  WA,Inglewood  CA
Inglewood  CA,Moses Lake  WA
Moses Lake  WA,coventry  RI
coventry  RI,Moses Lake  WA
Moses Lake  WA,Santa Maria  CA
Santa Maria  CA,Moses Lake  WA
Moses Lake  WA,Seattle  WA
Seattle  WA,Moses Lake  WA
Lakeville  MN,Bloomington  IL
Bloomington  IL,Lakeville  MN
Lakeville  MN,New Berlin  WI
New Berlin  WI,Lakeville  MN
Lakeville  MN,Moorpark  CA
Moorpark  CA,Lakeville  MN
Lakeville  MN,South Gate  CA
South Gate  CA,Lakeville  MN
Lakeville  MN,California  MO
California  MO,Lakeville  MN
Lakeville  MN,Sea Isle City  NJ
Sea Isle City  NJ,Lakeville  MN
Lakeville  MN,Timmonsville  SC
Timmonsville  SC,Lakeville  MN
Manlius  NY,Pocatello  ID
Pocatello  ID,Manlius  NY
Manlius  NY,Benton  TN
Benton  TN,Manlius  NY
Butler  PA,Attleboro  MA
Attleboro  MA,Butler  PA
Butler  PA,Chico  CA
Chico  CA,Butler  PA
Butler  PA,Bakersfield  CA
Bakersfield  CA,Butler  PA
Butler  PA,Mapleton  IA
Mapleton  IA,Butler  PA
Butler  PA,Vancouver  WA
Vancouver  WA,Butler  PA
Butler  PA,Tioga Pass  CA
Tioga Pass  CA,Butler  PA
Butler  PA,Ridgeway  SC
Ridgeway  SC,Butler  PA
Butler  PA,Welfleet  MA
Welfleet  MA,Butler  PA
Butler  PA,Renton  WA
Renton  WA,Butler  PA
Butler  PA,Tulelake  CA
Tulelake  CA,Butler  PA
Butler  PA,Merced  CA
Merced  CA,Butler  PA
Butler  PA,Bayonne  NJ
Bayonne  NJ,Butler  PA
Butler  PA,Seattle  WA
Seattle  WA,Butler  PA
Butler  PA,San Diego  CA
San Diego  CA,Butler  PA
Butler  PA,Nantucket  MA
Nantucket  MA,Butler  PA
Butler  PA,Clear Lake  OR
Clear Lake  OR,Butler  PA
Butler  PA,Orland Park  IL
Orland Park  IL,Butler  PA
