origin,destination
Campbell  CA,Lexington  KY
Lexington  KY,Campbell  CA
Campbell  CA,Wilton  CT
Wilton  CT,Campbell  CA
Campbell  CA,Springfield  OH
Springfield  OH,Campbell  CA
Campbell  CA,Pemberton  NJ
Pemberton  NJ,Campbell  CA
Campbell  CA,Clarkston  GA
Clarkston  GA,Campbell  CA
Campbell  CA,Grafton  MA
Grafton  MA,Campbell  CA
East Haven  CT,Mentor  OH
Mentor  OH,East Haven  CT
East Haven  CT,Lake Zurich  IL
Lake Zurich  IL,East Haven  CT
Chubbuck  ID,Gold Beach  OR
Gold Beach  OR,Chubbuck  ID
Chubbuck  ID,Miami  FL
Miami  FL,Chubbuck  ID
Chubbuck  ID,Redondo  WA
Redondo  WA,Chubbuck  ID
Chubbuck  ID,Niagara Falls  NY
Niagara Falls  NY,Chubbuck  ID
Chubbuck  ID,Kent  OH
Kent  OH,Chubbuck  ID
Chubbuck  ID,Girard  OH
Girard  OH,Chubbuck  ID
