origin,destination
Bagley  MN,Homaland  CA
Homaland  CA,Bagley  MN
Bagley  MN,Clinton  TN
Clinton  TN,Bagley  MN
Bagley  MN,Cincinnati  OH
Cincinnati  OH,Bagley  MN
Bagley  MN,Washington  D.C.  DC
Washington  D.C.  DC,Bagley  MN
Farm  MO,?????  AK
?????  AK,Farm  MO
Farm  MO,Terre Haute  IN
Terre Haute  IN,Farm  MO
Farm  MO,Daytona Beach  FL
Daytona Beach  FL,Farm  MO
Farm  MO,Youngstown  PA
Youngstown  PA,Farm  MO
Dumas  TX,Lubbock  TX
Lubbock  TX,Dumas  TX
Dumas  TX,Quartz Hill  CA
Quartz Hill  CA,Dumas  TX
