Density	fips
4.3845832765	06059
0.048891985623	20177
0.013349127657	06043
3.8874887316	36063
0.64726412552	36029
0.62261280237	12113
1.2176348716	09009
4.5191188455	53033
0.62819579712	37019
0.34924604833	17197
6.1489395829	53011
1.576744813	39035
0.80042391906	06057
3.1547244186	31153
3.0385496331999997	17097
3.5399839511	42091
1.1300800731	37067
1.6451036939	37021
0.0	48029
0.065422958433	42117
0.16061388037000002	29019
1.9901687271000001	17031
1.1254035809	39133
2.5392032758	33001
4.0491533885	48157
0.45912896919	09001
4.7597123952	48439
3.0838053149	36029
8.042177109	32003
7.0516327307	06067
5.2092546383	49035
2.0481244072	06085
0.036301790911	48419
15.972109552	06073
6.2231742172	12011
4.1399616912	25023
1.0660137107999998	48367
0.12279222147999999	49035
0.035594805675	53009
6.2562017381	49035
0.0079366424153	48225
0.495187915	17141
0.052792939187	47093
0.0094566907354	13051
0.053234390646	06073
5.4691510362999995	04019
8.042177109	32003
2.0116112938	01089
1.6512855724000002	36087
0.01322772008	48221
0.0047060772123	53061
0.39182579427	48061
0.22896770380999998	36055
3.0079496347	39093
0.0015044433134	53047
3.2427750311	26161
3.1954960422	17201
2.0481244072	06085
0.36396249795	39127
0.025551590503	15001
3.386751402	17167
2.5471879797000003	17097
3.6156027495	26125
6.003037783	21111
0.0006216191894	41047
4.8960843612	48439
0.18189957615	45077
0.9223597708	53037
0.14618082181	48479
1.7474526555	40109
0.026289171927	23003
0.077018385885	36027
7.803872147	36055
1.4413793706	48113
3.8100996638	45045
0.093170468594	04015
0.015053618913	02090
34.068077552000005	53033
1.5020665598	39035
3.7571609634	41047
0.0058190652255	53047
0.081696000965	51139
0.035090027331	36097
0.016139157819	05135
5.2564553392999995	12103
0.32699018212	05005
4.3041116802	24031
18.055608669	06081
6.3945374048	53053
4.2318783552	31019
3.8451645595999997	04003
0.018232725753	48093
7.3520583114	36059
6.9160143839	19153
0.1414861926	36013
10.483740613	53053
2.637703584	18019
5.4691510362999995	04019
0.046614353128	24011
3.1170680337	13031
1.5110263580999999	45051
8.7640260508	06071
2.7186134855999997	26049
4.0607569806	18097
0.98289135314	26047
3.9632466789	40115
0.96530885057	13151
0.09778703661900001	42107
1.7675881036	53033
1.0349375471	41067
43.758893496	36061
0.1109042826	15007
1.9639526722999998	48113
45.286400887999996	36061
14.597388555	12086
0.5379304874499999	41029
6.2851605915	39035
1.1624038972000001	34031
1.0891143152	06007
2.3103486324999998	27123
6.7942279048	36067
0.055738498059999995	50011
0.043521291706	42107
4.0988879409	08041
1.3260904805	21179
0.8235465717	04001
0.85101117302	48215
3.6159170302000003	34037
3.2299903159	49035
3.0664182162	51770
2.7186134855999997	26049
2.1992732093	13135
0.015871522729000002	17015
4.3969504944	06073
2.3103486324999998	27123
0.19284308692	20001
3.0448129862999997	72001
0.31966171227	34019
9.308960236599999	39049
0.29163125823	53031
0.014639980032	48421
34.068077552000005	53033
0.063301139496	29037
2.2229930437	34025
0.7008002313199999	13151
0.069612512431	36073
0.30417126594	36071
0.002944380308	26071
0.044232257134999994	48201
5.351744903699999	53063
0.071096581178	48259
2.7699190698000002	36119
9.529100124000001	39061
1.887003282	10003
0.29851686687	26081
2.3926690089	72119
0.053799978665	55029
0.037020429913999994	18053
0.11998098186	42011
0.027270876845	19155
1.2503383197	55063
1.5597630901	39095
1.0667386281	04021
1.6732515524	55087
0.078589633684	19003
1.5110263580999999	45051
2.8061483114	47113
2.7159147262000003	12091
0.024773629663	36035
15.972109552	06073
3.5102878504	20091
0.076278097618	48035
11.002413856999999	39035
2.7587740922	06037
0.021689328873	39067
38.330273416000004	06037
34.068077552000005	53033
2.5864437607	04013
5.8713347372	32031
0.43531908784	24013
5.7639458783	06059
7.2515956171	06065
0.022850584309999998	06047
1.3542824952999999	08041
6.1134219869	02020
0.0074646862663	46101
4.0988879409	08041
9.0270087641	42091
0.013241169071	06029
7.9648697405	06059
1.5042907096	13139
0.10247913213	01083
0.015971143675	04021
0.06455301751800001	06009
0.014509596843000001	29197
0.0	48029
1.3500659761	42029
7.0544681918	51810
0.25882439571	42133
2.5175023272	06071
0.52998298185	48167
6.4244156964000005	33011
19.847066117999997	42003
0.052133301118	41011
0.015053618913	02090
3.9855188588	48113
1.1057663995	41017
10.32997381	06037
0.046749058986	39077
0.067408626261	30043
1.9901687271000001	17031
6.4244156964000005	33011
8.4980836155	36059
0.86554331119	28113
0.72616177942	39157
0.025791863454000002	29113
0.0043409174221000005	08117
5.0552110499000005	48121
0.10629499035000001	54065
7.1434936265	36059
0.02157284181	41051
0.30158095994	25001
1.4046173507000002	06029
5.4691510362999995	04019
5.8713347372	32031
0.0030674090035	53077
0.0020910579614000003	48013
0.096462831274	17083
0.005111641200300001	02185
0.22727320114	25003
0.060922974730999994	48091
3.9025229091	31055
0.22981886349000002	34001
0.26268095391	06095
7.9759732538999994	41051
0.99337303943	09009
10.946528681	34031
15.708394341	06037
7.3677087818	06013
3.1954960422	17201
4.0064998531	27123
3.386751402	17167
0.23806954665000002	04021
0.034003697892	26073
20.326811262	12086
8.042177109	32003
1.3770655586	35045
0.045142899093	48135
3.9323910639	06013
0.010708762754	06065
0.026589394362	36031
5.6941976736	49035
11.002413856999999	39035
5.361393683399999	17097
4.9051880933000005	13121
0.09991899484399999	05141
0.17337904583	04013
0.6207077197099999	53061
2.3103486324999998	27123
3.5749068542	51087
2.0746282811000003	08101
0.07368505245599999	54053
3.6387648948	34005
0.12467494259	21195
0.96417746611	35051
2.7648441564	40143
0.7270575109999999	25009
3.6761085966000002	39063
0.81570800384	37025
0.89867821243	36091
1.7215305008	34025
0.013221222202	40089
4.7781078544	48453
5.1644841761	12103
0.61281845342	04013
0.24852443034000002	33009
0.17514299935	36009
0.027495066772	53049
0.052617403787	17041
1.7866942849	48113
0.15759093492	54095
0.096749114106	26045
5.7893165959	17161
0.49973797035	09007
5.8764104147	33015
17.995375564000003	36001
0.051321426826	37101
2.8974498425000004	13063
0.0013407068483999999	32013
5.714367827899999	06029
0.11843992095	06071
4.4970443728	12127
2.9835973181999997	12071
1.5110263580999999	45051
2.0795511213	18057
2.7648441564	40143
5.9486646492	26103
0.065617891012	46099
0.018382674594	27143
0.26991190841	30029
2.7414193666999997	72023
0.16304980226000002	48355
3.0863814237000002	48375
7.8991421645	25025
1.7866942849	48113
1.7588420964	25009
5.3527205203	36119
0.44567321871000004	13297
0.001001317834	02122
4.741971422200001	51740
2.0215391145	34013
0.073432275905	18147
7.2235808419000005	17031
0.51006401482	23001
0.025431392020000002	40099
4.392170259599999	48041
3.7619982147	51059
0.07615376045399999	40027
12.300402257	27053
2.8232621519	36113
38.330273416000004	06037
0.027211188191	21131
56.362667256	36081
0.43120007292	47119
0.052792939187	47093
14.166523791	06001
0.040471501257	17029
1.2083503333999999	44005
0.059116158009000004	42133
0.028151652124	55073
0.087301640922	48329
15.881377619	06037
2.0994548961	35009
4.475262494	55079
2.2161883852999997	42041
2.8379468399000003	44007
0.018137987875	29101
2.054658989	42129
0.86195765011	37001
3.1286444653	53009
0.08066332670200001	42089
0.058972062276	29101
2.0728359883	29510
0.001832879951	27137
7.1434936265	36059
3.0712179762000003	53035
0.015041009853	27075
0.24274591686	39099
6.7942279048	36067
0.08167651292	18151
28.636149899	36005
1.8195153495	53033
0.0011726505805	16061
15.972109552	06073
2.5864437607	04013
21.622384115	17031
0.0015963746371000002	53019
6.1134219869	02020
5.2564553392999995	12103
0.023065295145	41003
3.0838053149	36029
12.331069186	06037
0.32691909672999997	36111
1.0057296551	36103
0.02157284181	41051
30.86286005	17031
4.0607569806	18097
5.1624092946	09009
0.13977308854	42127
2.6531572396	18003
0.046855648914	48073
2.4244915004	36045
1.7750222287	34001
4.3845832765	06059
0.011302274424	29147
0.081056509563	55021
0.0040017212689	08011
0.043316795671000004	29169
1.5122719777	20209
0.11580852404	37051
0.7427786346	12101
34.068077552000005	53033
4.986038123	04013
0.77980168623	27041
0.10306207516	13227
9.354629444099999	24021
7.780109941699999	49049
0.45499728132	55025
34.068077552000005	53033
1.161615054	17019
1.0898617328	39153
4.9950786545	72127
4.3098172237	53029
37.439709837	34017
4.6874057188	39113
0.14836827217	06019
0.068197756242	41043
0.07563558830799999	18053
2.5864437607	04013
3.194371524	12127
0.65830215061	12091
0.02940536376	53053
7.4130602125	39049
1.7866942849	48113
0.002489596649	41001
1.1023018287	18089
0.14279089877999998	33011
0.037089582568	18159
0.20408220485	04017
0.56635847159	06037
28.636149899	36005
0.38869162064	39041
5.0183492383	06107
0.23968079734	45013
0.02157284181	41051
2.8166270123999997	41005
0.045868042997	47061
0.21217473000999998	05045
1.6451036939	37021
4.0487710428999995	51760
0.026928671308	21067
0.27996307266000003	06007
2.3092984171	12021
1.9639526722999998	48113
6.5773598283000005	06111
0.007596128777	48061
0.9223597708	53037
2.4915308246	17031
7.9230021654	41067
2.0116112938	01089
0.016911416218	13169
0.77093793396	25021
0.11161418375	36001
3.8038969759000003	06111
2.7555760881999998	41033
8.042177109	32003
4.1498433436	06065
5.340873456500001	53033
0.02157284181	41051
3.9877078025	37049
0.016997596104	48163
0.12279222147999999	49035
0.0016465084909	04013
0.6096210569	09003
0.87110535715	13073
0.9561474841100001	12086
15.972109552	06073
0.038867365630000004	06099
0.004468707883100001	41029
1.5265665385	42069
2.0427748958	10003
34.068077552000005	53033
0.050987453019	47009
3.0148053104	35001
0.0006216191894	41047
0.40691624808	06065
0.29110044098	24025
0.0054044186757	48463
2.7756709274999998	42129
6.6376495149000005	42045
0.74717242103	12017
0.02940536376	53053
0.22741297067	25015
0.44570577806	48339
0.060922974730999994	48091
0.065530713179	54079
1.7735396965	39085
4.0988879409	08041
0.10378615702	26015
0.80172161465	12017
0.15318154192	48201
0.005360922309700001	04003
3.1170680337	13031
0.74723266284	06081
0.50325845793	37183
0.14836827217	06019
0.034731227634	19025
3.2744962144	24003
0.01981709697	53057
1.7025949367000002	42091
5.2160143165	32003
0.4793730437	01097
0.10479358152	39029
3.0148053104	35001
4.392170259599999	48041
5.1739106385	47157
15.356722303	06083
4.0487710428999995	51760
0.014107549834	12081
0.45392270738	04013
1.1479327748	25017
0.03445604162	31025
0.0042737416901	37055
0.0039232256541999995	53001
3.5776022424	15003
3.7130024762	48441
2.0728359883	29510
3.3639863442	48309
0.0003825988077	41037
0.12076844859000001	39155
42.878755242	36081
2.7788736378	12117
2.2678721633	53071
1.5110263580999999	45051
0.021367052589	13111
29.181347069	54061
30.86286005	17031
11.658551378	44007
26.797096602	42101
7.0005600004	36081
1.3483586155999998	32007
0.67132926562	48339
0.14836827217	06019
0.026928671308	21067
0.31483213952	55105
0.022290107146	13229
0.073771491434	47073
1.3348705602	72129
0.96970495737	29037
0.6658031599700001	17077
1.5919493858	08059
3.484021744	34013
0.78985293122	27041
0.02157284181	41051
0.0058524764733000004	04012
0.0020122843677	53007
30.520239975	06059
5.5369212161	09005
3.9289801815	12011
5.5438987017	18141
0.0006216191894	41047
0.3655586313	42091
1.1300501579	51153
3.4213991686	06013
3.9985425363	36103
0.11539588098999999	45007
0.08078058504	53067
1.7298298499	06093
34.068077552000005	53033
3.8573764512	51600
0.0044523834169	36089
0.058261441784	24029
1.1567795797	19049
0.08078058504	53067
5.4691510362999995	04019
1.9085363924999998	13117
0.044232257134999994	48201
8.646498774600001	06073
0.0	47163
6.5032585377	17031
0.48778021974	33015
49.394026303	36047
1.5153559988	36103
1.7411370089	27067
4.5191188455	53033
0.33004321685000004	44007
34.068077552000005	53033
5.3978260448999995	48121
0.38237815032	48073
0.026938167592	08043
0.0042192241303999995	46053
10.210753458	06037
0.31504281728	53035
0.0	36009
0.07556273343	37115
0.011605278618	04023
3.6468508419	12101
3.110061886	29077
0.16942503941	51191
0.02157284181	41051
45.286400887999996	36061
0.31419796774000003	18095
2.7027690926999997	36103
4.495306275	17031
1.1761430448999999	13121
0.1244509409	27017
0.021906230433000003	15009
4.2792310199	06059
15.972109552	06073
0.16765882035000002	06087
1.421536971	06071
0.45042591208	23019
0.14773535118	42085
0.0020442464148999998	35027
19.847066117999997	42003
0.059234450708	48467
0.020724767093	41019
3.4649398006000003	06029
4.7597123952	48439
0.031015102374	20115
0.027804184806	48321
8.042177109	32003
0.85835730552	53063
0.74226712503	36087
0.021133197525	01077
1.7866942849	48113
0.6967512971500001	17119
0.6535756691	48215
2.5864437607	04013
0.31419796774000003	18095
1.3388477924	48439
0.0028392088133	48437
5.5404632954999995	53073
2.3877927309	06041
1.2173692644	12005
3.5314383623	25017
34.068077552000005	53033
0.48764619486	34015
0.0024792364298	04017
4.495306275	17031
20.326811262	12086
0.2144859985	21035
1.174003512	12113
0.0036481187286	48209
7.803872147	36055
3.4373300427999998	29095
5.2092546383	49035
7.07281852	23031
7.07281852	23031
0.12893824111000002	45091
0.098796295178	39155
0.97800879376	41065
26.797096602	42101
0.11743030441999999	37069
3.8918569554	36029
0.07480102943900001	40145
0.058372447897999995	39129
2.4133900562	47037
0.014107549834	12081
3.1034210235999997	12103
0.23054606075999998	39147
0.44465050124	32003
0.013349127657	06043
0.096711896389	18035
1.4277742005	29095
19.847066117999997	42003
0.90963287362	41029
0.034648482119	36013
1.0974995257	09001
1.8756751953	26067
0.01911612082	26143
0.034539106056999995	02180
2.3679591706000003	53077
0.24283391783	53061
0.073339437381	19125
2.1050085318000002	36103
0.032360866319	55081
5.6381977427	06017
0.039850284373	36113
4.0399832526	53033
5.2958793951	34023
5.144507977	08069
66.612423748	36081
2.5864437607	04013
4.0607569806	18097
0.7974424935900001	45013
5.8208172435	48201
0.010117589126	54075
5.956225068699999	08059
7.0516327307	06067
0.51976022147	45057
0.053808551809	48325
14.597388555	12086
0.004036104337500001	35049
0.20183708217000002	27141
0.0016828070799999998	31089
0.029387171381000003	26133
16.202068001	41039
1.0224343511	51700
1.4699220061	39041
37.166205768	34017
1.9901687271000001	17031
12.441945084999999	09001
1.1116859891	37129
1.0766452712	48005
2.7097284728	39035
1.5720103929	48035
6.003037783	21111
0.77588014218	45043
6.003037783	21111
0.19590366216000002	25015
1.7866942849	48113
3.2911437832000003	08013
10.875929252	34013
0.12928335783	51173
0.0068488911272	46077
2.4611563203999998	21117
0.2002671788	35031
0.014929417705	31035
0.035517576292999994	27057
0.048279946684	48021
1.0224343511	51700
0.77980168623	27041
0.06190714972	39023
3.0978599207000004	39057
19.847066117999997	42003
0.044998164625	12001
0.04597373289	12029
3.1902520671000003	17143
1.5139913656000001	24003
7.8388366353	17031
13.979548803	25009
0.017800835551	37039
6.4808936925	06037
7.6931394546	06111
0.22093163222999998	25027
0.0058524764733000004	04012
5.1739106385	47157
6.003037783	21111
3.4430434676	53077
4.9051880933000005	13121
0.058638296230000005	08071
0.30975947437	08105
3.1547244186	31153
2.8062958913	09009
8.042177109	32003
7.6258134013	06077
0.14589078866	20045
26.797096602	42101
0.0047028924919	08047
0.016035563457999998	31021
2.9233592493000002	27123
3.9025229091	31055
4.495306275	17031
0.059458002344	36037
1.1624038972000001	34031
0.015600049073	08003
4.9636643781	27145
1.0891143152	06007
0.0091382940623	04017
0.0013879519524	49025
0.010640003459000002	26135
0.48388180007	49007
0.19538572273	26023
0.031957601456	39047
3.61066142	25017
1.2778335675999999	08043
29.181347069	54061
7.9230021654	41067
5.4691510362999995	04019
4.3070473095	19113
0.64866300097	53021
1.2602590937	41067
0.0093174166475	38053
0.0049733953933	08121
0.077608976421	39139
0.96611688601	19181
0.097966212473	21151
0.008930850751199999	05013
0.038963861532	55021
7.9230021654	41067
0.014168529183	27115
1.8640912466	37031
26.026664123	06037
5.8713347372	32031
0.020535681546	37141
13.452921646999998	17031
0.0040643754015	06065
0.010904885991	48147
0.2288642195	06039
0.0014889524624	30041
2.8862155641999996	29189
0.5815767246	53053
0.067227740372	13011
0.0058899813423	08083
8.5455178968	06037
0.41885599659	17031
0.0094566907354	13051
5.8583637153999994	49053
1.6122342749	22097
8.225214363700001	08123
5.8713347372	32031
9.548943043900001	06001
2.5864437607	04013
0.31425416781000004	06019
4.021718824	27003
5.5885364486	55079
0.009790275658100001	55101
0.020772328515	48289
5.64810761	28033
0.58269330762	09001
0.035318055221999996	39111
0.12279222147999999	49035
0.24073300661	41005
0.054007261041	48031
4.986038123	04013
0.10019146322	27141
0.0018319188236	41035
0.40718037350999997	41001
0.62261280237	12113
0.001731651557	20065
0.0071852944914	40073
5.5402004943000005	12011
0.20199794927	09009
0.073346377718	16055
5.5736361796	27099
8.869931485999999	06085
0.084192973521	50017
2.4369476854	09003
0.95181052026	37021
4.4528583426	06037
0.026928671308	21067
0.15644063841	37183
1.3264100214	12069
0.13910985761	55073
2.1983732343	53061
3.9025229091	31055
4.636639393	42077
0.21032206804	18065
2.1413448828	34015
0.21377347537	40009
17.995375564000003	36001
0.21240549444999998	09011
1.6695645528	37055
0.028436543839	04025
3.0712179762000003	53035
0.087466311471	44003
0.069391369964	18059
0.071688425901	50013
0.86867594473	18103
7.6721748737999995	42003
3.0978599207000004	39057
20.326811262	12086
0.5773579158300001	27171
0.21611467861	55127
4.0988879409	08041
1.1657713333	04019
0.23960598509	04025
0.063109795686	36043
15.972109552	06073
3.5763157375	39017
34.068077552000005	53033
7.6258134013	06077
1.7750222287	34001
20.326811262	12086
0.017151095028	29073
0.056123672691	02164
0.19006069188000002	06017
0.96417746611	35051
1.5020665598	39035
6.003037783	21111
0.12335012087	42107
2.7385810595	12099
34.068077552000005	53033
3.7890160664	37129
0.7008002313199999	13151
4.0988879409	08041
1.8553749966	06107
34.068077552000005	53033
38.330273416000004	06037
0.31998974134	01117
6.1837957384	12011
0.5487888731199999	18123
0.071081192121	08043
3.5434581477	42091
2.531449936	42091
0.024652599982000003	55043
2.1868253814	12071
3.8519333272	19111
2.5864437607	04013
10.024026003000001	34003
6.3097178976	53061
0.58970456646	48201
0.061634360724	48181
4.437759229999999	39035
2.752830993	04005
1.5096406566999998	29037
0.0039232210768	56007
0.14836827217	06019
5.5885364486	55079
0.10222214323	26005
0.021906230433000003	15009
0.69854838265	23001
2.7555760881999998	41033
3.5104317493	34039
19.847066117999997	42003
4.3098172237	53029
3.4649398006000003	06029
0.036301790911	48419
0.28078657796	39025
5.2806423188	12011
0.009405446597699998	46121
2.8311238598	06071
38.330273416000004	06037
1.5042907096	13139
3.9683285095	12097
9.9339652172	06071
3.3936219316000003	55009
5.1739106385	47157
1.0661382607999998	54061
7.7948736125	12057
9.529100124000001	39061
0.0031959385469999997	40131
0.45298007174000005	37193
0.01066747026	46087
6.9124122052	51003
4.7228894027	17031
0.51267965386	72113
4.3753786006	04013
26.797096602	42101
2.5864437607	04013
0.16061388037000002	29019
1.8528369747	29147
0.041285551537000004	21101
0.021423652588	06083
8.646498774600001	06073
0.5385142157	27163
0.039688400798000005	01095
3.5645948639	06097
12.312401309999998	06073
5.4691510362999995	04019
0.1176273363	53033
22.516113525	34003
1.6451036939	37021
0.99487713036	48491
0.12079094123	37183
0.36995432742	13095
7.0516327307	06067
2.8657998403000002	22073
3.8451645595999997	04003
6.476092148599999	19103
0.019135024247	19087
7.0516327307	06067
0.013943498796	35003
0.09145413018399999	24011
0.12893696664999998	18181
1.2924887461	39043
0.016324784078	27067
3.1157394054000003	08001
0.40119021231	30063
4.4862064788	08069
0.099006573042	39089
0.052792939187	47093
0.020026754706999998	27035
0.043676565556	21227
3.1157394054000003	08001
4.495306275	17031
2.7186134855999997	26049
4.986038123	04013
0.044232257134999994	48201
2.7067828063	25017
78.49342514199999	36061
34.068077552000005	53033
5.7631724211	53061
8.042177109	32003
43.758893496	36061
0.036846119853	16017
4.932691069700001	06059
0.062931401134	26051
3.2679539848999997	08077
0.15197287061	41043
1.6963480161	37183
13.119895894999999	06037
0.012069935917	53039
10.483740613	53053
0.76478819529	26029
2.4133900562	47037
1.5030118895	06041
3.9025229091	31055
3.2877190832000003	25013
7.7948736125	12057
0.23506577893	42055
1.5938454754	41051
0.10071020956	55117
4.9928744931999995	06037
1.5020665598	39035
5.730912615299999	06085
0.021569986412999998	13189
0.83388792465	47187
1.861316085	36103
0.026516717401000003	05063
0.43459834815	48121
0.19673541299	56009
5.5404632954999995	53073
1.8195153495	53033
3.2877190832000003	25013
1.4332500270000001	17031
0.057210615242	26055
0.12279222147999999	49035
0.32691909672999997	36111
9.529100124000001	39061
0.02157284181	41051
0.081696000965	51139
2.3849344394	12095
0.0062535662814	35057
0.7726270441299999	29027
24.968373475	34017
2.0965202854	12009
16.078267524999998	53033
2.3174465128	36067
0.03106155147	55043
2.8038287195	26163
0.0025050589639	04001
0.031938533657	21047
2.8524009671	53033
0.29679990435000003	12101
0.034125714817000004	28067
0.46446861735	39109
0.0	13123
0.044910765105	05007
0.032330507058	55121
3.3936219316000003	55009
0.093090365327	39093
0.23806954665000002	04021
0.021113816055	36049
0.0062535662814	35057
2.6225381750000003	27123
2.8038287195	26163
1.6173293673	34027
15.972109552	06073
0.35413034934	25023
5.2129657786	53061
43.758893496	36061
0.014724656474	28071
0.90238736508	37109
0.26474288203999996	48021
0.038867365630000004	06099
0.096705986669	04012
0.7726270441299999	29027
1.7675881036	53033
0.25552340616	21231
0.041991319797	46103
0.005167728848200001	06025
3.8786027192000003	12103
3.5776022424	15003
5.8713347372	32031
1.6364947583	08067
0.34346105547	17119
0.048446774835	32015
2.6783705078	53007
3.2679539848999997	08077
3.0712179762000003	53035
3.1286444653	53009
2.3089862956	25027
4.9051880933000005	13121
0.049136237255	06017
0.0	48029
4.9478267124	06059
2.7874024432	17043
1.5539931691	24031
4.7003806174000005	17031
2.3849344394	12095
0.028081563933	31111
0.035249444619	47031
2.4613306507000003	12109
5.4691510362999995	04019
1.3032804845000001	36063
3.4075526784	12031
12.185157031000001	06059
0.65596804712	37179
1.0872270492	20091
6.3943086231	48113
0.23798792688	42049
0.0079499236621	05101
2.0116112938	01089
0.013172180427	36039
3.0664182162	51770
2.7471582482	12111
4.7781078544	48453
15.972109552	06073
8.9985598128	25017
111.00318872000001	36047
0.32881946221999997	34025
0.17805838631	10001
0.029387171381000003	26133
14.672317940000001	36059
0.49408556199	55127
0.021666818542	31109
5.956225068699999	08059
0.034955697242	55029
0.25610453734	41027
0.35164598976	25001
5.7893165959	17161
3.2583953677	34023
8.2617217193	13059
0.11493350359	48209
3.2702751923999998	48113
5.351744903699999	53063
0.0	37121
4.6874057188	39113
10.250318541	06037
10.483740613	53053
0.10478398334000001	26089
0.011663808307	41061
0.98623225581	53067
0.58037692057	26043
4.4098893938	36103
0.086911959571	34033
2.1590329978	48187
2.6107250021999997	34025
1.7984526337	17043
0.09777161781799999	37147
0.0026899300524999997	20077
0.0030674090035	53077
3.2427750311	26161
0.045142899093	48135
0.5298485131	18001
0.18883205383	37051
0.096705986669	04012
0.031541822294	36083
3.5763157375	39017
0.079953781234	17027
0.5815767246	53053
2.5864437607	04013
0.02157284181	41051
2.3404647435	17031
0.97800879376	41065
6.5151204384	49049
0.8345791358	37127
6.1837957384	12011
0.043585997335	13287
4.4245800261	53033
0.020785214979999998	36097
0.62429565439	53073
0.078904489794	55055
4.3139035010999995	42045
0.0015466185769	35021
5.315789941	37183
2.5363384694	45045
2.6783705078	53007
0.62530898009	10001
9.529100124000001	39061
0.0123688681	40033
32.930913343	36047
4.366389588500001	06037
9.529100124000001	39061
4.4285198354	44003
4.6609752256000005	48113
0.063074263251	26037
4.145252768000001	49057
1.0344772786999998	30031
0.11580852404	37051
0.16429194214	46035
0.022274679708	06033
4.8280289029	17031
0.037221561788000006	23009
0.054967807989	28117
2.4053051512000003	06073
0.45499728132	55025
0.66401091825	36119
5.730912615299999	06085
2.5424277046	27037
45.286400887999996	36061
0.62939065978	47063
8.869931485999999	06085
1.4619710728	34029
6.2977705153	10003
0.0012645670657999999	35047
0.34553502005000003	26103
1.030618582	06013
0.08129423814400001	39111
0.047840090244	27059
0.037952160376	42011
5.3214884903	06019
5.257356161800001	42043
0.09575802767199999	37157
0.11442800376	42055
0.027560966219	51015
5.914416226999999	12105
0.010183637967999998	28053
0.41312328887	04021
0.056452394193	47045
0.043345230161000003	51015
3.4649398006000003	06029
0.026928671308	21067
0.67132926562	48339
1.5824090536000002	21145
0.011728043504	48193
5.368813637600001	49035
1.3560047245	12105
0.96970495737	29037
1.4625548468	17031
0.45392270738	04013
0.24283391783	53061
0.82937704525	16001
2.3849344394	12095
0.044232257134999994	48201
2.8009980477	09009
2.7186134855999997	26049
1.8694901219	30053
0.46446861735	39109
0.08235271739	06029
4.3753786006	04013
2.468172482	09003
7.2000809947999995	19163
3.0148053104	35001
5.3214884903	06019
3.2679539848999997	08077
1.9883817304	53033
3.0564050028	25017
1.6363868488	41041
2.6514347452	38105
5.2745931321	12099
3.0541721032	55079
0.30697457402	34037
0.0013879519524	49025
0.015053618913	02090
2.0728359883	29510
15.788268792	48201
0.0020618720972000004	53077
4.6115574177	48029
3.6484181027	39035
0.052327762704000004	17141
0.26077540828	20209
0.26310054947	47157
2.4454189040000003	48223
3.2304853596	06083
0.43808171934	56025
0.26077540828	20209
1.697650103	41067
0.19573321546	13157
20.5778838	06037
9.529100124000001	39061
4.1507269784	13215
5.6251742278000005	41039
1.7711632474999999	51630
0.16094764111	28035
3.0148053104	35001
0.65657744679	06065
0.035418451925	04005
5.503624533	06081
